profile_family,stage,subject,metric,reference,n,median_change,mean_change,iqr_change,std_change
stage3_balance,stage3,xerces,singleton_ratio,conservative,30,-0.0073710073710073001352,-0.0081490581490580998869,0.0036855036855036001943,0.0026502683927994998524
stage3_semantic,stage3,daytrader,coupling,leiden,19,0.009686346863468600632,0.0082540299087201004363,0.013607011070110600071,0.0099093966120866999042
stage3_semantic,stage3,daytrader,coupling,conservative,19,0,-0.013691979025053400282,0,0.057644125831876801003
stage3_semantic,stage3,daytrader,cohesion,leiden,19,0.48548522184885811726,0.42023404515031359541,0.557029788393425207,0.80469235662616644955
stage3_semantic,stage3,daytrader,cohesion,conservative,19,0,0.049300030113427199818,0,0.80296413689544943182
stage3_semantic,stage3,daytrader,imbalance,leiden,19,-0.092272602206623199894,-0.093182388765400997466,0.083796069984559198862,0.077631026578084794121
stage3_semantic,stage3,daytrader,imbalance,conservative,19,0,0.058029247817888797434,0.026272333337517900925,0.12737775284662519737
stage3_semantic,stage3,daytrader,weighted_modularity,leiden,19,-0.0096058187865089000174,-0.007433637877236200231,0.0088288345406516005598,0.0052740317147577002801
stage3_semantic,stage3,daytrader,weighted_modularity,conservative,19,0,0.010642051594943000709,0,0.039988366581635001462
stage3_semantic,stage3,daytrader,cluster_count,leiden,19,-1,-0.94736842105263163738,1,0.84811452387872432457
stage3_semantic,stage3,daytrader,cluster_count,conservative,19,0,0.47368421052631570767,0.5,0.9048278567177280296
stage3_semantic,stage3,daytrader,max_cluster_ratio,leiden,19,0,-0.00099304865938430004688,0.028301886792452799618,0.01471440633624149924
stage3_semantic,stage3,daytrader,max_cluster_ratio,conservative,19,0,0.00099304865938430004688,0,0.016002160827900398926
stage3_semantic,stage3,daytrader,singleton_ratio,leiden,19,-0.037735849056603702756,-0.028798411122144901286,0.018867924528301799336,0.018193851153474001336
stage3_semantic,stage3,daytrader,singleton_ratio,conservative,19,0,0.0069513406156900998945,0,0.014356337929295800299
stage3_semantic,stage3,jpetstore,coupling,leiden,30,0.014814814814814799768,0.015637860082304499976,0.014814814814814799768,0.020712475757033398799
stage3_semantic,stage3,jpetstore,coupling,conservative,30,0.014814814814814799768,0.014732510288065799389,0.014814814814814799768,0.021878841106919198756
stage3_semantic,stage3,jpetstore,cohesion,leiden,30,-0.34226190476190510026,0.11189285714285669704,0.16607142857142859205,1.134991437728438024
stage3_semantic,stage3,jpetstore,cohesion,conservative,30,-0.34226190476190421208,0.08336111111111149663,0.2982142857142850989,1.1788128497833842978
stage3_semantic,stage3,jpetstore,imbalance,leiden,30,0.059398993115433403045,0.033536421730103599392,0.096856471680698302817,0.064726445472263305358
stage3_semantic,stage3,jpetstore,imbalance,conservative,30,0.059398993115433403045,0.03014304594351860031,0.096856471680698302817,0.073544806090880404659
stage3_semantic,stage3,jpetstore,weighted_modularity,leiden,30,-0.011862520957171100722,-0.012794289488390999873,0.01517756439567139945,0.0070667902943212998479
stage3_semantic,stage3,jpetstore,weighted_modularity,conservative,30,-0.011862520957171100722,-0.012336534064929099985,0.01517756439567139945,0.0071705982362451998677
stage3_semantic,stage3,jpetstore,cluster_count,leiden,30,0,0.13333333333333330373,0,0.34574590364176038815
stage3_semantic,stage3,jpetstore,cluster_count,conservative,30,0,0.13333333333333330373,0,0.34574590364176038815
stage3_semantic,stage3,jpetstore,max_cluster_ratio,leiden,30,0,0.018055555555555498348,0.041666666666666601904,0.026085929815803800269
stage3_semantic,stage3,jpetstore,max_cluster_ratio,conservative,30,0,0.015277777777777699214,0.041666666666666601904,0.029933141761839001521
stage3_semantic,stage3,jpetstore,singleton_ratio,leiden,30,0,0,0,0
stage3_semantic,stage3,jpetstore,singleton_ratio,conservative,30,0,0,0,0
stage3_semantic,stage3,xerces,coupling,leiden,30,0.00058950395398989999945,0.0020924994009106001255,0.0020201294033068998776,0.004047550222519000207
stage3_semantic,stage3,xerces,coupling,conservative,30,0,0.00097387970285160003169,0,0.0033472987671378999323
stage3_semantic,stage3,xerces,cohesion,leiden,30,0.00076283704180109994982,0.088799022382444706136,0.18422755530771120491,0.16774641137114240652
stage3_semantic,stage3,xerces,cohesion,conservative,30,0,-0.011583438035372000188,0,0.20399688723656639322
stage3_semantic,stage3,xerces,imbalance,leiden,30,-5.3391021040627428818e-05,-0.010096930783467400819,0.024905081931378299925,0.020706788989989101391
stage3_semantic,stage3,xerces,imbalance,conservative,30,0,0.00090614724276499999337,0,0.023825266926095798464
stage3_semantic,stage3,xerces,weighted_modularity,leiden,30,-0.00089775360861980000628,-0.002369811242482899958,0.0023801755250063998982,0.0043623505085158996095
stage3_semantic,stage3,xerces,weighted_modularity,conservative,30,0,-0.0011940088236260999223,0,0.0037888889959035000968
stage3_semantic,stage3,xerces,cluster_count,leiden,30,0,-0.33333333333333331483,0.75,0.60647843486312269512
stage3_semantic,stage3,xerces,cluster_count,conservative,30,0,0.033333333333333298176,0,0.71839540228413811818
stage3_semantic,stage3,xerces,max_cluster_ratio,leiden,30,0,8.1900081900077945237e-05,0,0.00063984085965870004641
stage3_semantic,stage3,xerces,max_cluster_ratio,conservative,30,0,4.0950040950040361752e-05,0,0.00022429261159090000755
stage3_semantic,stage3,xerces,singleton_ratio,leiden,30,0,-0.0008190008190007999709,0.0012285012285012000648,0.001418551029949900082
stage3_semantic,stage3,xerces,singleton_ratio,conservative,30,0,-0.00016380016380009999985,0,0.0013197231203440999963
