row_index,class_id,class_name,input_hash
0,org.mybatis.jpetstore.domain.Account,Account,5d95274200b9ab99375a7bc37b5349cfc93695abe59b0a2cd0e43d862583d31f
1,org.mybatis.jpetstore.domain.Cart,Cart,ae327ae131da8459f0c754810733634f4636c2e170a0d8a931f5f11d9f3369e3
2,org.mybatis.jpetstore.domain.CartItem,CartItem,2a2403051db0607a20d67d1c4b1b8f2b126034d4f2c5720a4b43e8876ca8d6d1
3,org.mybatis.jpetstore.domain.Category,Category,bfbe27d957dd8236c5c66e052c5909fa3d85ec699939aa80457af01b52fe5a27
4,org.mybatis.jpetstore.domain.Item,Item,8f2e7798981f368cf27f4eee7ac74d9d8293982b71e3119e5316d51fbf6220cb
5,org.mybatis.jpetstore.domain.LineItem,LineItem,315d9fdaf0eeb121799f5e34b58d0d8a954a0b265d3cda69ab98d8697da46a15
6,org.mybatis.jpetstore.domain.Order,Order,006b4b1ce25257b9bbce3209473d2582368b7b0f284062a709753303e6921bd1
7,org.mybatis.jpetstore.domain.Product,Product,e5296ac04efff722891302a63489b01a32f0c86595bc4287e74ced19fe8192c5
8,org.mybatis.jpetstore.domain.Sequence,Sequence,51ff6ed36b9c0f4048b21eba64728837120caf4dfe3e6e7b0fc62550ba24a089
9,org.mybatis.jpetstore.mapper.AccountMapper,AccountMapper,fbf942adc8a5c6036a7bf5498e0ad11c4e470a5bfad8f8846740138145f27ea5
10,org.mybatis.jpetstore.mapper.CategoryMapper,CategoryMapper,77045e6e50f73c3cbd199dc5537096c548999d9dabbdce2d12d5ea9ef68c1fd9
11,org.mybatis.jpetstore.mapper.ItemMapper,ItemMapper,46865703180302cba3a502392172882bd12eef02a25d68b8fadea2e950037bdb
12,org.mybatis.jpetstore.mapper.LineItemMapper,LineItemMapper,40f209695f43ebed808ee266c5265e0d032ff7607933101edec189de1634a1b4
13,org.mybatis.jpetstore.mapper.OrderMapper,OrderMapper,be60bbfe64991d122c53390240b91317703e08e794a236aecd63b3a482beec75
14,org.mybatis.jpetstore.mapper.ProductMapper,ProductMapper,afd68148ad4082277eb3d9d64fa5785aa184223a17b106720118f27a4211c9aa
15,org.mybatis.jpetstore.mapper.SequenceMapper,SequenceMapper,397e1f58a092b8af9680028ce2121bbe684304b6880a2851792711c9bccc3bcb
16,org.mybatis.jpetstore.service.AccountService,AccountService,425e493934670a393d66391ffdcbb23d857c4daae14039582ee91b123d4f6299
17,org.mybatis.jpetstore.service.CatalogService,CatalogService,2eaf41eb5323e93cf5fab878ed1def36c1e531e07ad02f6d860ef4365b2a6386
18,org.mybatis.jpetstore.service.OrderService,OrderService,2bdfcfd59cb9af71af2221693d603d5e818fbee3f623d987031eb7be80349e6f
19,org.mybatis.jpetstore.web.actions.AbstractActionBean,AbstractActionBean,32836c8944cdd4e745f8b640658a41d2be7ab3cca756bc15792a5fc76df648fa
20,org.mybatis.jpetstore.web.actions.AccountActionBean,AccountActionBean,384028f5517a4c1b4b78fa9411c0c5f9002cf3bcd068ce35596462980f06fe10
21,org.mybatis.jpetstore.web.actions.CartActionBean,CartActionBean,1a7a603e8314ecee38ebe10eaa92d39aed7e4635ea39e2c2aedb544d148ee8e2
22,org.mybatis.jpetstore.web.actions.CatalogActionBean,CatalogActionBean,68da1c85a6cf5cc60a2f9f95190758306deab6f6ee927de687d1f4a5c52c9f55
23,org.mybatis.jpetstore.web.actions.OrderActionBean,OrderActionBean,d36d1de8b4299553a0a5b42104e3e952a27d318675b564280279f283b851efda
