cluster_id,cluster_size,class_names
0,118,org.apache.xerces.impl.dv.DatatypeException;org.apache.xerces.impl.dv.InvalidDatatypeFacetException;org.apache.xerces.impl.dv.SchemaDVFactory;org.apache.xerces.impl.dv.XSFacets;org.apache.xerces.impl.dv.XSSimpleType;org.apache.xerces.impl.dv.util.Base64;org.apache.xerces.impl.dv.xs.BaseDVFactory;org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory;org.apache.xerces.impl.dv.xs.ExtendedSchemaDVFactoryImpl;org.apache.xerces.impl.dv.xs.FullDVFactory;org.apache.xerces.impl.dv.xs.ListDV$ListData;org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$1;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$2;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$3;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$4;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$AbstractObjectList;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSMVFacetImpl;org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate;org.apache.xerces.impl.xs.SchemaGrammar;org.apache.xerces.impl.xs.SchemaGrammar$BuiltinAttrDecl;org.apache.xerces.impl.xs.SchemaGrammar$BuiltinSchemaGrammar;org.apache.xerces.impl.xs.SchemaGrammar$Schema4Annotations;org.apache.xerces.impl.xs.SchemaGrammar$XSAnyType;org.apache.xerces.impl.xs.SchemaNamespaceSupport;org.apache.xerces.impl.xs.SubstitutionGroupHandler;org.apache.xerces.impl.xs.SubstitutionGroupHandler$OneSubGroup;org.apache.xerces.impl.xs.XMLSchemaException;org.apache.xerces.impl.xs.XSAnnotationImpl;org.apache.xerces.impl.xs.XSAttributeDecl;org.apache.xerces.impl.xs.XSAttributeGroupDecl;org.apache.xerces.impl.xs.XSAttributeUseImpl;org.apache.xerces.impl.xs.XSComplexTypeDecl;org.apache.xerces.impl.xs.XSConstraints;org.apache.xerces.impl.xs.XSConstraints$1;org.apache.xerces.impl.xs.XSDDescription;org.apache.xerces.impl.xs.XSDeclarationPool;org.apache.xerces.impl.xs.XSElementDecl;org.apache.xerces.impl.xs.XSElementDeclHelper;org.apache.xerces.impl.xs.XSGrammarBucket;org.apache.xerces.impl.xs.XSGroupDecl;org.apache.xerces.impl.xs.XSLoaderImpl$XSGrammarMerger;org.apache.xerces.impl.xs.XSModelGroupImpl;org.apache.xerces.impl.xs.XSModelImpl;org.apache.xerces.impl.xs.XSModelImpl$XSNamespaceItemListIterator;org.apache.xerces.impl.xs.XSNotationDecl;org.apache.xerces.impl.xs.XSParticleDecl;org.apache.xerces.impl.xs.XSWildcardDecl;org.apache.xerces.impl.xs.models.XSAllCM;org.apache.xerces.impl.xs.traversers.Container;org.apache.xerces.impl.xs.traversers.LargeContainer;org.apache.xerces.impl.xs.traversers.OneAttr;org.apache.xerces.impl.xs.traversers.SmallContainer;org.apache.xerces.impl.xs.traversers.XSAnnotationInfo;org.apache.xerces.impl.xs.traversers.XSAttributeChecker;org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser;org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser;org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser$ParticleArray;org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser;org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser$FacetInfo;org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser;org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser;org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser;org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser$ComplexTypeRecoverableError;org.apache.xerces.impl.xs.traversers.XSDElementTraverser;org.apache.xerces.impl.xs.traversers.XSDGroupTraverser;org.apache.xerces.impl.xs.traversers.XSDHandler;org.apache.xerces.impl.xs.traversers.XSDHandler$XSDKey;org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser;org.apache.xerces.impl.xs.traversers.XSDNotationTraverser;org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser;org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser;org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser;org.apache.xerces.impl.xs.traversers.XSDocumentInfo;org.apache.xerces.impl.xs.util.ObjectListImpl;org.apache.xerces.impl.xs.util.SimpleLocator;org.apache.xerces.impl.xs.util.StringListImpl;org.apache.xerces.impl.xs.util.XInt;org.apache.xerces.impl.xs.util.XIntPool;org.apache.xerces.impl.xs.util.XS10TypeHelper;org.apache.xerces.impl.xs.util.XSInputSource;org.apache.xerces.impl.xs.util.XSNamedMap4Types;org.apache.xerces.impl.xs.util.XSNamedMapImpl;org.apache.xerces.impl.xs.util.XSNamedMapImpl$1;org.apache.xerces.impl.xs.util.XSNamedMapImpl$1$1;org.apache.xerces.impl.xs.util.XSNamedMapImpl$XSNamedMapEntry;org.apache.xerces.impl.xs.util.XSObjectListImpl;org.apache.xerces.impl.xs.util.XSObjectListImpl$1;org.apache.xerces.impl.xs.util.XSObjectListImpl$XSObjectListIterator;org.apache.xerces.util.DOMUtil;org.apache.xerces.util.DOMUtil$ThrowableMethods;org.apache.xerces.util.SymbolHash;org.apache.xerces.util.SymbolHash$Entry;org.apache.xerces.xs.XSAnnotation;org.apache.xerces.xs.XSAttributeDeclaration;org.apache.xerces.xs.XSAttributeGroupDefinition;org.apache.xerces.xs.XSAttributeUse;org.apache.xerces.xs.XSComplexTypeDefinition;org.apache.xerces.xs.XSElementDeclaration;org.apache.xerces.xs.XSFacet;org.apache.xerces.xs.XSIDCDefinition;org.apache.xerces.xs.XSModelGroup;org.apache.xerces.xs.XSModelGroupDefinition;org.apache.xerces.xs.XSMultiValueFacet;org.apache.xerces.xs.XSNamedMap;org.apache.xerces.xs.XSNamespaceItem;org.apache.xerces.xs.XSNamespaceItemList;org.apache.xerces.xs.XSNotationDeclaration;org.apache.xerces.xs.XSObject;org.apache.xerces.xs.XSObjectList;org.apache.xerces.xs.XSParticle;org.apache.xerces.xs.XSSimpleTypeDefinition;org.apache.xerces.xs.XSTerm;org.apache.xerces.xs.XSTypeDefinition;org.apache.xerces.xs.XSWildcard;org.apache.xerces.xs.datatypes.ObjectList
1,112,org.apache.xerces.dom.DOMConfigurationImpl;org.apache.xerces.impl.Constants;org.apache.xerces.impl.Constants$ArrayEnumeration;org.apache.xerces.impl.XML11NamespaceBinder;org.apache.xerces.impl.XMLErrorReporter;org.apache.xerces.impl.XMLErrorReporter$1;org.apache.xerces.impl.XMLNamespaceBinder;org.apache.xerces.impl.dtd.BalancedDTDGrammar;org.apache.xerces.impl.dtd.DTDGrammar;org.apache.xerces.impl.dtd.DTDGrammar$ChildrenList;org.apache.xerces.impl.dtd.DTDGrammar$QNameHashtable;org.apache.xerces.impl.dtd.DTDGrammar$QNameHashtable$PrimeNumberSequenceGenerator;org.apache.xerces.impl.dtd.DTDGrammarBucket;org.apache.xerces.impl.dtd.XML11DTDValidator;org.apache.xerces.impl.dtd.XML11NSDTDValidator;org.apache.xerces.impl.dtd.XMLAttributeDecl;org.apache.xerces.impl.dtd.XMLContentSpec;org.apache.xerces.impl.dtd.XMLContentSpec$Provider;org.apache.xerces.impl.dtd.XMLDTDProcessor;org.apache.xerces.impl.dtd.XMLDTDValidator;org.apache.xerces.impl.dtd.XMLElementDecl;org.apache.xerces.impl.dtd.XMLEntityDecl;org.apache.xerces.impl.dtd.XMLNSDTDValidator;org.apache.xerces.impl.dtd.XMLNotationDecl;org.apache.xerces.impl.dtd.XMLSimpleType;org.apache.xerces.impl.dtd.models.ContentModelValidator;org.apache.xerces.impl.dtd.models.MixedContentModel;org.apache.xerces.impl.dtd.models.SimpleContentModel;org.apache.xerces.impl.dv.DTDDVFactory;org.apache.xerces.impl.dv.DVFactoryException;org.apache.xerces.impl.dv.DatatypeValidator;org.apache.xerces.impl.dv.xs.QNameDV$XQName;org.apache.xerces.impl.msg.XMLMessageFormatter;org.apache.xerces.impl.validation.ValidationManager;org.apache.xerces.impl.xs.XSMessageFormatter;org.apache.xerces.impl.xs.opti.DefaultXMLDocumentHandler;org.apache.xerces.impl.xs.opti.SchemaParsingConfig;org.apache.xerces.jaxp.JAXPValidatorComponent;org.apache.xerces.jaxp.JAXPValidatorComponent$1;org.apache.xerces.jaxp.JAXPValidatorComponent$3;org.apache.xerces.jaxp.JAXPValidatorComponent$DraconianErrorHandler;org.apache.xerces.jaxp.JAXPValidatorComponent$SAX2XNI;org.apache.xerces.jaxp.JAXPValidatorComponent$XNI2SAX;org.apache.xerces.jaxp.SchemaValidatorConfiguration;org.apache.xerces.jaxp.TeeXMLDocumentFilterImpl;org.apache.xerces.jaxp.UnparsedEntityHandler;org.apache.xerces.jaxp.validation.DOMResultAugmentor;org.apache.xerces.jaxp.validation.StAXEventResultBuilder;org.apache.xerces.jaxp.validation.StAXEventResultBuilder$1;org.apache.xerces.jaxp.validation.StAXEventResultBuilder$AttributeIterator;org.apache.xerces.jaxp.validation.StAXEventResultBuilder$NamespaceIterator;org.apache.xerces.jaxp.validation.StAXStreamResultBuilder;org.apache.xerces.parsers.AbstractSAXParser$AttributesProxy;org.apache.xerces.parsers.AbstractXMLDocumentParser;org.apache.xerces.parsers.BasicParserConfiguration;org.apache.xerces.parsers.DOMParserImpl$1;org.apache.xerces.parsers.DOMParserImpl$AbortHandler;org.apache.xerces.parsers.DTDConfiguration;org.apache.xerces.parsers.DTDParser;org.apache.xerces.parsers.IntegratedParserConfiguration;org.apache.xerces.parsers.NonValidatingConfiguration;org.apache.xerces.parsers.SecureProcessingConfiguration$InternalEntityMonitor;org.apache.xerces.parsers.SecurityConfiguration;org.apache.xerces.parsers.StandardParserConfiguration;org.apache.xerces.parsers.XIncludeAwareParserConfiguration;org.apache.xerces.parsers.XIncludeParserConfiguration;org.apache.xerces.parsers.XML11Configurable;org.apache.xerces.parsers.XML11Configuration;org.apache.xerces.parsers.XML11DTDConfiguration;org.apache.xerces.parsers.XML11NonValidatingConfiguration;org.apache.xerces.parsers.XPointerParserConfiguration;org.apache.xerces.util.AttributesProxy;org.apache.xerces.util.ErrorHandlerProxy;org.apache.xerces.util.IntStack;org.apache.xerces.util.ParserConfigurationSettings;org.apache.xerces.xinclude.MultipleScopeNamespaceSupport;org.apache.xerces.xinclude.XInclude11TextReader;org.apache.xerces.xinclude.XIncludeHandler;org.apache.xerces.xinclude.XIncludeHandler$Notation;org.apache.xerces.xinclude.XIncludeHandler$UnparsedEntity;org.apache.xerces.xinclude.XIncludeMessageFormatter;org.apache.xerces.xinclude.XIncludeNamespaceSupport;org.apache.xerces.xinclude.XIncludeTextReader;org.apache.xerces.xni.Augmentations;org.apache.xerces.xni.NamespaceContext;org.apache.xerces.xni.QName;org.apache.xerces.xni.XMLAttributes;org.apache.xerces.xni.XMLDTDContentModelHandler;org.apache.xerces.xni.XMLDTDHandler;org.apache.xerces.xni.XMLDocumentFragmentHandler;org.apache.xerces.xni.XMLDocumentHandler;org.apache.xerces.xni.XMLResourceIdentifier;org.apache.xerces.xni.parser.XMLComponent;org.apache.xerces.xni.parser.XMLComponentManager;org.apache.xerces.xni.parser.XMLConfigurationException;org.apache.xerces.xni.parser.XMLDTDContentModelFilter;org.apache.xerces.xni.parser.XMLDTDContentModelSource;org.apache.xerces.xni.parser.XMLDTDFilter;org.apache.xerces.xni.parser.XMLDTDSource;org.apache.xerces.xni.parser.XMLDocumentFilter;org.apache.xerces.xni.parser.XMLDocumentScanner;org.apache.xerces.xni.parser.XMLDocumentSource;org.apache.xerces.xni.parser.XMLErrorHandler;org.apache.xerces.xni.parser.XMLPullParserConfiguration;org.apache.xerces.xpointer.ShortHandPointer;org.apache.xerces.xpointer.XPointerHandler;org.apache.xerces.xpointer.XPointerHandler$1;org.apache.xerces.xpointer.XPointerHandler$Scanner;org.apache.xerces.xpointer.XPointerHandler$Tokens;org.apache.xerces.xpointer.XPointerPart;org.apache.xerces.xpointer.XPointerProcessor;org.apache.xerces.xs.datatypes.XSQName
2,100,org.apache.xerces.dom.ASDOMImplementationImpl;org.apache.xerces.dom.ASModelImpl;org.apache.xerces.dom.AttrImpl;org.apache.xerces.dom.AttrNSImpl;org.apache.xerces.dom.AttributeMap;org.apache.xerces.dom.CDATASectionImpl;org.apache.xerces.dom.CharacterDataImpl;org.apache.xerces.dom.CharacterDataImpl$1;org.apache.xerces.dom.ChildNode;org.apache.xerces.dom.CommentImpl;org.apache.xerces.dom.CoreDOMImplementationImpl;org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder;org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder;org.apache.xerces.dom.CoreDocumentImpl;org.apache.xerces.dom.DOMImplementationImpl;org.apache.xerces.dom.DOMImplementationListImpl;org.apache.xerces.dom.DOMImplementationSourceImpl;org.apache.xerces.dom.DOMMessageFormatter;org.apache.xerces.dom.DOMNormalizer;org.apache.xerces.dom.DOMNormalizer$1;org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy;org.apache.xerces.dom.DOMOutputImpl;org.apache.xerces.dom.DOMXSImplementationSourceImpl;org.apache.xerces.dom.DeepNodeListImpl;org.apache.xerces.dom.DeferredAttrImpl;org.apache.xerces.dom.DeferredAttrNSImpl;org.apache.xerces.dom.DeferredCDATASectionImpl;org.apache.xerces.dom.DeferredCommentImpl;org.apache.xerces.dom.DeferredDOMImplementationImpl;org.apache.xerces.dom.DeferredDocumentImpl;org.apache.xerces.dom.DeferredDocumentImpl$IntVector;org.apache.xerces.dom.DeferredDocumentImpl$RefCount;org.apache.xerces.dom.DeferredDocumentTypeImpl;org.apache.xerces.dom.DeferredElementDefinitionImpl;org.apache.xerces.dom.DeferredElementImpl;org.apache.xerces.dom.DeferredElementNSImpl;org.apache.xerces.dom.DeferredEntityImpl;org.apache.xerces.dom.DeferredEntityReferenceImpl;org.apache.xerces.dom.DeferredNode;org.apache.xerces.dom.DeferredNotationImpl;org.apache.xerces.dom.DeferredProcessingInstructionImpl;org.apache.xerces.dom.DeferredTextImpl;org.apache.xerces.dom.DocumentFragmentImpl;org.apache.xerces.dom.DocumentImpl;org.apache.xerces.dom.DocumentImpl$EnclosingAttr;org.apache.xerces.dom.DocumentImpl$LEntry;org.apache.xerces.dom.DocumentTypeImpl;org.apache.xerces.dom.ElementDefinitionImpl;org.apache.xerces.dom.ElementImpl;org.apache.xerces.dom.ElementNSImpl;org.apache.xerces.dom.EntityImpl;org.apache.xerces.dom.EntityReferenceImpl;org.apache.xerces.dom.LCount;org.apache.xerces.dom.NamedNodeMapImpl;org.apache.xerces.dom.NodeImpl;org.apache.xerces.dom.NodeIteratorImpl;org.apache.xerces.dom.NodeListCache;org.apache.xerces.dom.NotationImpl;org.apache.xerces.dom.ObjectFactory;org.apache.xerces.dom.ObjectFactory$ConfigurationError;org.apache.xerces.dom.PSVIDOMImplementationImpl;org.apache.xerces.dom.PSVIDocumentImpl;org.apache.xerces.dom.ParentNode;org.apache.xerces.dom.ParentNode$1;org.apache.xerces.dom.ParentNode$UserDataRecord;org.apache.xerces.dom.ProcessingInstructionImpl;org.apache.xerces.dom.RangeExceptionImpl;org.apache.xerces.dom.RangeImpl;org.apache.xerces.dom.SecuritySupport;org.apache.xerces.dom.SecuritySupport$1;org.apache.xerces.dom.SecuritySupport$2;org.apache.xerces.dom.SecuritySupport$3;org.apache.xerces.dom.SecuritySupport$4;org.apache.xerces.dom.SecuritySupport$5;org.apache.xerces.dom.SecuritySupport$6;org.apache.xerces.dom.SecuritySupport$7;org.apache.xerces.dom.SecuritySupport$8;org.apache.xerces.dom.TextImpl;org.apache.xerces.dom.TreeWalkerImpl;org.apache.xerces.dom.events.EventImpl;org.apache.xerces.dom.events.MouseEventImpl;org.apache.xerces.dom.events.MutationEventImpl;org.apache.xerces.dom.events.UIEventImpl;org.apache.xerces.dom3.as.ASAttributeDeclaration;org.apache.xerces.dom3.as.ASContentModel;org.apache.xerces.dom3.as.ASDataType;org.apache.xerces.dom3.as.ASElementDeclaration;org.apache.xerces.dom3.as.ASEntityDeclaration;org.apache.xerces.dom3.as.ASModel;org.apache.xerces.dom3.as.ASNamedObjectMap;org.apache.xerces.dom3.as.ASNotationDeclaration;org.apache.xerces.dom3.as.ASObject;org.apache.xerces.dom3.as.ASObjectList;org.apache.xerces.dom3.as.DOMASBuilder;org.apache.xerces.dom3.as.DOMASWriter;org.apache.xerces.dom3.as.DOMImplementationAS;org.apache.xerces.dom3.as.DocumentAS;org.apache.xerces.impl.RevalidationHandler;org.apache.xerces.jaxp.validation.DOMResultBuilder;org.apache.xerces.parsers.AbstractDOMParser
3,71,org.apache.xerces.dom.DOMInputImpl;org.apache.xerces.dom.DOMStringListImpl;org.apache.xerces.impl.XMLEntityDescription;org.apache.xerces.impl.dtd.XMLDTDDescription;org.apache.xerces.impl.xs.FilePathToURI;org.apache.xerces.impl.xs.XMLSchemaLoader;org.apache.xerces.impl.xs.XMLSchemaLoader$LocationArray;org.apache.xerces.impl.xs.XSLoaderImpl;org.apache.xerces.impl.xs.traversers.XSDHandler$1;org.apache.xerces.impl.xs.traversers.XSDHandler$XSAnnotationGrammarPool;org.apache.xerces.impl.xs.util.XSGrammarPool;org.apache.xerces.jaxp.JAXPValidatorComponent$2;org.apache.xerces.jaxp.validation.AbstractXMLSchema;org.apache.xerces.jaxp.validation.DraconianErrorHandler;org.apache.xerces.jaxp.validation.EmptyXMLSchema;org.apache.xerces.jaxp.validation.ReadOnlyGrammarPool;org.apache.xerces.jaxp.validation.SimpleXMLSchema;org.apache.xerces.jaxp.validation.SoftReferenceGrammarPool;org.apache.xerces.jaxp.validation.SoftReferenceGrammarPool$Entry;org.apache.xerces.jaxp.validation.SoftReferenceGrammarPool$SoftGrammarReference;org.apache.xerces.jaxp.validation.WeakReferenceXMLSchema;org.apache.xerces.jaxp.validation.XMLSchema;org.apache.xerces.jaxp.validation.XMLSchemaFactory;org.apache.xerces.jaxp.validation.XMLSchemaFactory$XMLGrammarPoolImplExtension;org.apache.xerces.jaxp.validation.XMLSchemaFactory$XMLGrammarPoolWrapper;org.apache.xerces.parsers.CachingParserPool;org.apache.xerces.parsers.CachingParserPool$ShadowedGrammarPool;org.apache.xerces.parsers.CachingParserPool$SynchronizedGrammarPool;org.apache.xerces.parsers.DOMASBuilderImpl;org.apache.xerces.parsers.ObjectFactory;org.apache.xerces.parsers.ObjectFactory$ConfigurationError;org.apache.xerces.parsers.SecureProcessingConfiguration;org.apache.xerces.parsers.SecureProcessingConfiguration$ExternalEntityMonitor;org.apache.xerces.parsers.SecureProcessingConfiguration$ExternalEntityMonitor$InputStreamMonitor;org.apache.xerces.parsers.SecureProcessingConfiguration$ExternalEntityMonitor$ReaderMonitor;org.apache.xerces.parsers.SecuritySupport;org.apache.xerces.parsers.SecuritySupport$1;org.apache.xerces.parsers.SecuritySupport$2;org.apache.xerces.parsers.SecuritySupport$3;org.apache.xerces.parsers.SecuritySupport$4;org.apache.xerces.parsers.SecuritySupport$5;org.apache.xerces.parsers.SecuritySupport$6;org.apache.xerces.parsers.SecuritySupport$7;org.apache.xerces.parsers.SecuritySupport$8;org.apache.xerces.parsers.XMLDocumentParser;org.apache.xerces.parsers.XMLGrammarCachingConfiguration;org.apache.xerces.parsers.XMLGrammarPreparser;org.apache.xerces.parsers.XMLGrammarPreparser$XMLGrammarLoaderContainer;org.apache.xerces.util.DOMEntityResolverWrapper;org.apache.xerces.util.DOMInputSource;org.apache.xerces.util.EntityResolver2Wrapper;org.apache.xerces.util.HTTPInputSource;org.apache.xerces.util.SAXInputSource;org.apache.xerces.util.SecurityManager;org.apache.xerces.util.StAXInputSource;org.apache.xerces.util.XMLEntityDescriptionImpl;org.apache.xerces.util.XMLGrammarPoolImpl;org.apache.xerces.util.XMLGrammarPoolImpl$Entry;org.apache.xerces.util.XMLResourceIdentifierImpl;org.apache.xerces.xni.grammars.Grammar;org.apache.xerces.xni.grammars.XMLDTDDescription;org.apache.xerces.xni.grammars.XMLGrammarDescription;org.apache.xerces.xni.grammars.XMLGrammarLoader;org.apache.xerces.xni.grammars.XMLGrammarPool;org.apache.xerces.xni.grammars.XMLSchemaDescription;org.apache.xerces.xni.grammars.XSGrammar;org.apache.xerces.xni.parser.XMLEntityResolver;org.apache.xerces.xni.parser.XMLInputSource;org.apache.xerces.xs.LSInputList;org.apache.xerces.xs.XSLoader;org.apache.xerces.xs.XSModel
4,62,org.apache.xerces.impl.dv.InvalidDatatypeValueException;org.apache.xerces.impl.dv.ValidationContext;org.apache.xerces.impl.dv.dtd.DTDDVFactoryImpl;org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator;org.apache.xerces.impl.dv.dtd.IDDatatypeValidator;org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator;org.apache.xerces.impl.dv.dtd.ListDatatypeValidator;org.apache.xerces.impl.dv.dtd.NMTOKENDatatypeValidator;org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator;org.apache.xerces.impl.dv.dtd.StringDatatypeValidator;org.apache.xerces.impl.dv.dtd.XML11DTDDVFactoryImpl;org.apache.xerces.impl.dv.dtd.XML11IDDatatypeValidator;org.apache.xerces.impl.dv.dtd.XML11IDREFDatatypeValidator;org.apache.xerces.impl.dv.dtd.XML11NMTOKENDatatypeValidator;org.apache.xerces.impl.dv.util.ByteListImpl;org.apache.xerces.impl.dv.util.HexBin;org.apache.xerces.impl.dv.xs.AbstractDateTimeDV;org.apache.xerces.impl.dv.xs.AbstractDateTimeDV$DateTimeData;org.apache.xerces.impl.dv.xs.AnyAtomicDV;org.apache.xerces.impl.dv.xs.AnySimpleDV;org.apache.xerces.impl.dv.xs.AnyURIDV;org.apache.xerces.impl.dv.xs.Base64BinaryDV;org.apache.xerces.impl.dv.xs.Base64BinaryDV$XBase64;org.apache.xerces.impl.dv.xs.BooleanDV;org.apache.xerces.impl.dv.xs.DateDV;org.apache.xerces.impl.dv.xs.DateTimeDV;org.apache.xerces.impl.dv.xs.DayDV;org.apache.xerces.impl.dv.xs.DayTimeDurationDV;org.apache.xerces.impl.dv.xs.DecimalDV;org.apache.xerces.impl.dv.xs.DecimalDV$XDecimal;org.apache.xerces.impl.dv.xs.DoubleDV;org.apache.xerces.impl.dv.xs.DoubleDV$XDouble;org.apache.xerces.impl.dv.xs.DurationDV;org.apache.xerces.impl.dv.xs.EntityDV;org.apache.xerces.impl.dv.xs.FloatDV;org.apache.xerces.impl.dv.xs.FloatDV$XFloat;org.apache.xerces.impl.dv.xs.HexBinaryDV;org.apache.xerces.impl.dv.xs.HexBinaryDV$XHex;org.apache.xerces.impl.dv.xs.IDDV;org.apache.xerces.impl.dv.xs.IDREFDV;org.apache.xerces.impl.dv.xs.IntegerDV;org.apache.xerces.impl.dv.xs.ListDV;org.apache.xerces.impl.dv.xs.MonthDV;org.apache.xerces.impl.dv.xs.MonthDayDV;org.apache.xerces.impl.dv.xs.PrecisionDecimalDV;org.apache.xerces.impl.dv.xs.PrecisionDecimalDV$XPrecisionDecimal;org.apache.xerces.impl.dv.xs.QNameDV;org.apache.xerces.impl.dv.xs.SchemaDateTimeException;org.apache.xerces.impl.dv.xs.StringDV;org.apache.xerces.impl.dv.xs.TimeDV;org.apache.xerces.impl.dv.xs.TypeValidator;org.apache.xerces.impl.dv.xs.TypeValidator$1;org.apache.xerces.impl.dv.xs.UnionDV;org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$ValidationContextImpl;org.apache.xerces.impl.dv.xs.YearDV;org.apache.xerces.impl.dv.xs.YearMonthDV;org.apache.xerces.impl.dv.xs.YearMonthDurationDV;org.apache.xerces.xs.datatypes.ByteList;org.apache.xerces.xs.datatypes.XSDateTime;org.apache.xerces.xs.datatypes.XSDecimal;org.apache.xerces.xs.datatypes.XSDouble;org.apache.xerces.xs.datatypes.XSFloat
5,56,org.apache.xerces.impl.xs.opti.AttrImpl;org.apache.xerces.impl.xs.opti.DefaultDocument;org.apache.xerces.impl.xs.opti.DefaultElement;org.apache.xerces.impl.xs.opti.DefaultNode;org.apache.xerces.impl.xs.opti.DefaultText;org.apache.xerces.impl.xs.opti.ElementImpl;org.apache.xerces.impl.xs.opti.NamedNodeMapImpl;org.apache.xerces.impl.xs.opti.NodeImpl;org.apache.xerces.impl.xs.opti.SchemaDOM;org.apache.xerces.impl.xs.opti.SchemaDOMImplementation;org.apache.xerces.impl.xs.opti.SchemaDOMParser;org.apache.xerces.impl.xs.opti.SchemaDOMParser$BooleanStack;org.apache.xerces.impl.xs.opti.TextImpl;org.apache.xerces.impl.xs.traversers.StAXSchemaParser;org.apache.xerces.impl.xs.traversers.XSDHandler$SAX2XNIUtil;org.apache.xerces.jaxp.DefaultValidationErrorHandler;org.apache.xerces.jaxp.DocumentBuilderFactoryImpl;org.apache.xerces.jaxp.DocumentBuilderImpl;org.apache.xerces.jaxp.JAXPConstants;org.apache.xerces.jaxp.SAXParserFactoryImpl;org.apache.xerces.jaxp.SAXParserImpl;org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser;org.apache.xerces.jaxp.validation.JAXPValidationMessageFormatter;org.apache.xerces.jaxp.validation.StreamValidatorHelper;org.apache.xerces.jaxp.validation.Util;org.apache.xerces.jaxp.validation.ValidatorHandlerImpl;org.apache.xerces.jaxp.validation.ValidatorHandlerImpl$1;org.apache.xerces.jaxp.validation.ValidatorHandlerImpl$ResolutionForwarder;org.apache.xerces.jaxp.validation.ValidatorHandlerImpl$XMLSchemaTypeInfoProvider;org.apache.xerces.jaxp.validation.ValidatorHelper;org.apache.xerces.jaxp.validation.ValidatorImpl;org.apache.xerces.jaxp.validation.XMLSchemaValidatorComponentManager;org.apache.xerces.jaxp.validation.XSGrammarPoolContainer;org.apache.xerces.parsers.AbstractSAXParser;org.apache.xerces.parsers.AbstractSAXParser$LocatorProxy;org.apache.xerces.parsers.DOMParser;org.apache.xerces.parsers.DOMParserImpl;org.apache.xerces.parsers.SAXParser;org.apache.xerces.parsers.XMLGrammarParser;org.apache.xerces.parsers.XMLParser;org.apache.xerces.util.DOMErrorHandlerWrapper;org.apache.xerces.util.DefaultErrorHandler;org.apache.xerces.util.EntityResolverWrapper;org.apache.xerces.util.ErrorHandlerWrapper;org.apache.xerces.util.ErrorHandlerWrapper$1;org.apache.xerces.util.JAXPNamespaceContextWrapper;org.apache.xerces.util.LocatorProxy;org.apache.xerces.util.SAXMessageFormatter;org.apache.xerces.util.StAXLocationWrapper;org.apache.xerces.util.XMLLocatorWrapper;org.apache.xerces.xni.XMLLocator;org.apache.xerces.xni.XNIException;org.apache.xerces.xni.parser.XMLParseException;org.apache.xerces.xni.parser.XMLParserConfiguration;org.apache.xerces.xpointer.XPointerErrorHandler;org.apache.xerces.xs.PSVIProvider
