source,target,flow_type,weight,evidence_method,evidence_statement
org.jfree.chart.ChartTheme,org.jfree.chart.util.ParamChecks,argument_passing_flow,3,<org.jfree.chart.ChartFactory: void setChartTheme(org.jfree.chart.ChartTheme)>,"staticinvoke <org.jfree.chart.util.ParamChecks: void nullNotPermitted(java.lang.Object,java.lang.String)>(r0, ""theme"")"
org.jfree.chart.renderer.category.StandardBarPainter,org.jfree.chart.renderer.category.BarRenderer,argument_passing_flow,3,<org.jfree.chart.ChartFactory: void setChartTheme(org.jfree.chart.ChartTheme)>,staticinvoke <org.jfree.chart.renderer.category.BarRenderer: void setDefaultBarPainter(org.jfree.chart.renderer.category.BarPainter)>($r5)
org.jfree.chart.renderer.xy.StandardXYBarPainter,org.jfree.chart.renderer.xy.XYBarRenderer,argument_passing_flow,3,<org.jfree.chart.ChartFactory: void setChartTheme(org.jfree.chart.ChartTheme)>,staticinvoke <org.jfree.chart.renderer.xy.XYBarRenderer: void setDefaultBarPainter(org.jfree.chart.renderer.xy.XYBarPainter)>($r6)
org.jfree.chart.renderer.category.GradientBarPainter,org.jfree.chart.renderer.category.BarRenderer,argument_passing_flow,3,<org.jfree.chart.ChartFactory: void setChartTheme(org.jfree.chart.ChartTheme)>,staticinvoke <org.jfree.chart.renderer.category.BarRenderer: void setDefaultBarPainter(org.jfree.chart.renderer.category.BarPainter)>($r3)
org.jfree.chart.renderer.xy.GradientXYBarPainter,org.jfree.chart.renderer.xy.XYBarRenderer,argument_passing_flow,3,<org.jfree.chart.ChartFactory: void setChartTheme(org.jfree.chart.ChartTheme)>,staticinvoke <org.jfree.chart.renderer.xy.XYBarRenderer: void setDefaultBarPainter(org.jfree.chart.renderer.xy.XYBarPainter)>($r4)
org.jfree.data.general.PieDataset,org.jfree.chart.plot.PiePlot,argument_passing_flow,3,"<org.jfree.chart.ChartFactory: org.jfree.chart.JFreeChart createPieChart(java.lang.String,org.jfree.data.general.PieDataset,boolean,boolean,java.util.Locale)>",specialinvoke $r0.<org.jfree.chart.plot.PiePlot: void <init>(org.jfree.data.general.PieDataset)>(r1)
org.jfree.chart.labels.StandardPieSectionLabelGenerator,org.jfree.chart.plot.PiePlot,argument_passing_flow,3,"<org.jfree.chart.ChartFactory: org.jfree.chart.JFreeChart createPieChart(java.lang.String,org.jfree.data.general.PieDataset,boolean,boolean,java.util.Locale)>",virtualinvoke $r0.<org.jfree.chart.plot.PiePlot: void setLabelGenerator(org.jfree.chart.labels.PieSectionLabelGenerator)>($r2)
org.jfree.chart.labels.StandardPieToolTipGenerator,org.jfree.chart.plot.PiePlot,argument_passing_flow,3,"<org.jfree.chart.ChartFactory: org.jfree.chart.JFreeChart createPieChart(java.lang.String,org.jfree.data.general.PieDataset,boolean,boolean,java.util.Locale)>",virtualinvoke $r0.<org.jfree.chart.plot.PiePlot: void setToolTipGenerator(org.jfree.chart.labels.PieToolTipGenerator)>($r9)
org.jfree.chart.plot.PiePlot,org.jfree.chart.JFreeChart,argument_passing_flow,3,"<org.jfree.chart.ChartFactory: org.jfree.chart.JFreeChart createPieChart(java.lang.String,org.jfree.data.general.PieDataset,boolean,boolean,java.util.Locale)>","specialinvoke $r5.<org.jfree.chart.JFreeChart: void <init>(java.lang.String,java.awt.Font,org.jfree.chart.plot.Plot,boolean)>(r6, $r7, $r0, z1)"
org.jfree.chart.JFreeChart,org.jfree.chart.ChartTheme,argument_passing_flow,3,"<org.jfree.chart.ChartFactory: org.jfree.chart.JFreeChart createPieChart(java.lang.String,org.jfree.data.general.PieDataset,boolean,boolean,java.util.Locale)>",interfaceinvoke $r8.<org.jfree.chart.ChartTheme: void apply(org.jfree.chart.JFreeChart)>($r5)
