class_id,class_name,package,class_file_path
org.jfree.chart.ChartColor,org.jfree.chart.ChartColor,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartColor.class
org.jfree.chart.ChartFactory,org.jfree.chart.ChartFactory,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartFactory.class
org.jfree.chart.ChartFrame,org.jfree.chart.ChartFrame,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartFrame.class
org.jfree.chart.ChartHints,org.jfree.chart.ChartHints,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartHints.class
org.jfree.chart.ChartHints$Key,org.jfree.chart.ChartHints$Key,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartHints$Key.class
org.jfree.chart.ChartMouseEvent,org.jfree.chart.ChartMouseEvent,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartMouseEvent.class
org.jfree.chart.ChartMouseListener,org.jfree.chart.ChartMouseListener,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartMouseListener.class
org.jfree.chart.ChartPanel,org.jfree.chart.ChartPanel,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartPanel.class
org.jfree.chart.ChartRenderingInfo,org.jfree.chart.ChartRenderingInfo,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartRenderingInfo.class
org.jfree.chart.ChartTheme,org.jfree.chart.ChartTheme,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartTheme.class
org.jfree.chart.ChartTransferable,org.jfree.chart.ChartTransferable,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartTransferable.class
org.jfree.chart.ChartUtilities,org.jfree.chart.ChartUtilities,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ChartUtilities.class
org.jfree.chart.ClipPath,org.jfree.chart.ClipPath,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/ClipPath.class
org.jfree.chart.DrawableLegendItem,org.jfree.chart.DrawableLegendItem,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/DrawableLegendItem.class
org.jfree.chart.Effect3D,org.jfree.chart.Effect3D,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/Effect3D.class
org.jfree.chart.HashUtilities,org.jfree.chart.HashUtilities,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/HashUtilities.class
org.jfree.chart.JFreeChart,org.jfree.chart.JFreeChart,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/JFreeChart.class
org.jfree.chart.JFreeChart$1,org.jfree.chart.JFreeChart$1,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/JFreeChart$1.class
org.jfree.chart.JFreeChartInfo,org.jfree.chart.JFreeChartInfo,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/JFreeChartInfo.class
org.jfree.chart.LegendItem,org.jfree.chart.LegendItem,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/LegendItem.class
org.jfree.chart.LegendItemCollection,org.jfree.chart.LegendItemCollection,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/LegendItemCollection.class
org.jfree.chart.LegendItemSource,org.jfree.chart.LegendItemSource,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/LegendItemSource.class
org.jfree.chart.LegendRenderingOrder,org.jfree.chart.LegendRenderingOrder,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/LegendRenderingOrder.class
org.jfree.chart.MouseWheelHandler,org.jfree.chart.MouseWheelHandler,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/MouseWheelHandler.class
org.jfree.chart.PaintMap,org.jfree.chart.PaintMap,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/PaintMap.class
org.jfree.chart.PolarChartPanel,org.jfree.chart.PolarChartPanel,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/PolarChartPanel.class
org.jfree.chart.StandardChartTheme,org.jfree.chart.StandardChartTheme,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/StandardChartTheme.class
org.jfree.chart.StandardChartTheme$1,org.jfree.chart.StandardChartTheme$1,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/StandardChartTheme$1.class
org.jfree.chart.StrokeMap,org.jfree.chart.StrokeMap,org.jfree.chart,/Users/zhuwenkai/Desktop/validation-subjects/jfreechart/target/classes/org/jfree/chart/StrokeMap.class
