subject,algorithm,class_count,raw_edge_count,g_ssa_edge_count,new_ssa_edge_count,new_ssa_edge_ratio,ssa_flow_evidence_count,ssa_weight_share,cross_raw_cluster_ssa_edge_ratio,raw_cluster_count,ssa_cluster_count,cluster_count_delta,ari_raw_vs_ssa,nmi_raw_vs_ssa,raw_max_cluster_ratio,ssa_max_cluster_ratio,max_cluster_ratio,raw_singleton_ratio,ssa_singleton_ratio,singleton_ratio,raw_cluster_size_distribution,ssa_cluster_size_distribution,cluster_size_distribution,raw_weighted_modularity,ssa_weighted_modularity,raw_internal_edge_weight_ratio,ssa_internal_edge_weight_ratio
xerces-j,leiden,814,3780,4148,368,0.08871745419479267,7668,0.39813773170182937,0.35703953712632597,31,30,-1,0.533355157720885,0.754347359508546,0.14496314496314497,0.18796068796068796,0.18796068796068796,0.013513513513513514,0.013513513513513514,0.013513513513513514,"{""1"": 11, ""100"": 1, ""11"": 4, ""112"": 1, ""118"": 1, ""16"": 1, ""2"": 1, ""23"": 1, ""34"": 1, ""4"": 1, ""46"": 2, ""5"": 1, ""55"": 1, ""56"": 1, ""62"": 1, ""71"": 1, ""9"": 1}","{""1"": 11, ""104"": 1, ""11"": 3, ""112"": 1, ""15"": 1, ""153"": 1, ""17"": 1, ""2"": 1, ""23"": 1, ""31"": 1, ""32"": 1, ""35"": 1, ""4"": 1, ""44"": 1, ""5"": 1, ""88"": 1, ""9"": 1, ""96"": 1}","{""1"": 11, ""104"": 1, ""11"": 3, ""112"": 1, ""15"": 1, ""153"": 1, ""17"": 1, ""2"": 1, ""23"": 1, ""31"": 1, ""32"": 1, ""35"": 1, ""4"": 1, ""44"": 1, ""5"": 1, ""88"": 1, ""9"": 1, ""96"": 1}",0.6615191429343901,0.6442682286279218,0.7912005751258088,0.7852506966198792
