subject,seed,solution_id,coupling,cohesion,imbalance,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,feasible,is_injected_seed,injected_seed_name,injected_seed_category,label_vector,selection_rule,selected_weighted_modularity,selected_cluster_count,selected_max_cluster_ratio,selected_singleton_ratio,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_cv,cluster_size_distribution,mojofm_vs_reference,pairwise_f1,reference_coverage_ratio,ari_vs_reference,nmi_vs_reference,pairwise_precision,pairwise_recall
daytrader,20,seed20_solution038,0.41789667896678967,7.94973544973545,0.7442672801251328,0.41789667896678967,-7.94973544973545,0.7442672801251328,True,False,,,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 2, 0, 1, 1, 1, 4, 6, 2, 6, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 7, 8, 8, 8, 0, 0]",highest_weighted_modularity_among_feasible_pareto_solutions,0.324596763898912,9,0.24528301886792453,0.018867924528301886,0.324596763898912,0.5821033210332104,1.3929359823399559,9,5.888888888888889,13,1,0.24528301886792453,0.018867924528301886,0.7442672801251328,"{""1"": 1, ""13"": 2, ""2"": 2, ""3"": 1, ""4"": 1, ""7"": 1, ""8"": 1}",26.086956521739136,0.1818181818181818,1.0,0.045853208185874746,0.41123326024298873,0.16666666666666666,0.2
