subject,stage,seed,profile,budget,status,available_candidate_count,solution_id,label_vector,is_injected_seed,injected_seed_name,injected_seed_category,projected_membership,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_cv,coupling,cohesion,imbalance,f_semantic,q_loss,gain_imbalance,gain_semantic,equals_leiden,equals_conservative,realised_modularity_loss,permitted_modularity_loss,above_leiden_modularity,exact_leiden_modularity,baseline_weighted_modularity,baseline_imbalance,baseline_semantic
jpetstore,stage3a,0,budgeted_semantic_0.000,0,selected,1,seed0_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194638,0.74814814814814812,2.9705882352941178,4,6,7,4,0.29166666666666669,0,0.20412414523193148,0.25185185185185183,5.477380952380952,0.20412414523193148,0.59878563847962096,0,0,-1.8541243364555779e-16,True,True,0,0,False,True,0.44206980643194638,0.20412414523193148,0.59878563847962085
jpetstore,stage3a,0,budgeted_semantic_0.005,0.0050000000000000001,selected,1,seed0_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194638,0.74814814814814812,2.9705882352941178,4,6,7,4,0.29166666666666669,0,0.20412414523193148,0.25185185185185183,5.477380952380952,0.20412414523193148,0.59878563847962096,0,0,-1.8541243364555779e-16,True,True,0,0.0050000000000000001,False,True,0.44206980643194638,0.20412414523193148,0.59878563847962085
jpetstore,stage3a,0,budgeted_semantic_0.010,0.01,selected,1,seed0_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194638,0.74814814814814812,2.9705882352941178,4,6,7,4,0.29166666666666669,0,0.20412414523193148,0.25185185185185183,5.477380952380952,0.20412414523193148,0.59878563847962096,0,0,-1.8541243364555779e-16,True,True,0,0.01,False,True,0.44206980643194638,0.20412414523193148,0.59878563847962085
jpetstore,stage3a,0,budgeted_semantic_0.025,0.025000000000000001,selected,2,seed0_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.01_4,raw_leiden_perturbation,True,0.43705532693187016,0.74814814814814812,2.9705882352941178,4,6,7,5,0.29166666666666669,0,0.16666666666666666,0.25185185185185183,4.9690476190476192,0.16666666666666666,0.55222241383003656,0.011343184780135315,0.18350341907227391,0.077762761257623297,False,False,0.011343184780135315,0.025000000000000001,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085
jpetstore,stage3a,0,budgeted_semantic_0.050,0.050000000000000003,selected,2,seed0_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.01_4,raw_leiden_perturbation,True,0.43705532693187016,0.74814814814814812,2.9705882352941178,4,6,7,5,0.29166666666666669,0,0.16666666666666666,0.25185185185185183,4.9690476190476192,0.16666666666666666,0.55222241383003656,0.011343184780135315,0.18350341907227391,0.077762761257623297,False,False,0.011343184780135315,0.050000000000000003,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085
jpetstore,stage3a,0,budgeted_semantic_0.100,0.10000000000000001,selected,7,seed0_solution012,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.40678859929888739,0.68395061728395057,2.1640625,4,6,8,4,0.33333333333333331,0,0.26352313834736496,0.31604938271604938,6.1755952380952372,0.26352313834736496,0.49757698863012234,0.079809131091359189,-0.29099444873580588,0.16902317514908644,False,False,0.079809131091359189,0.10000000000000001,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085
jpetstore,stage3a,0,budgeted_semantic_0.150,0.14999999999999999,selected,14,seed0_solution014,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.39453436976070722,0.66913580246913584,2.0223880597014925,4,6,8,5,0.33333333333333331,0,0.20412414523193148,0.33086419753086421,5.6767857142857148,0.20412414523193148,0.43158261015741339,0.1075292543838479,0,0.27923687138982389,False,False,0.1075292543838479,0.14999999999999999,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085
jpetstore,stage3a,0,budgeted_semantic_0.200,0.20000000000000001,selected,28,seed0_solution018,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 1, 0, 0]",False,,,False,0.35552202408169481,0.64938271604938269,1.852112676056338,4,6,7,5,0.29166666666666669,0,0.11785113019775793,0.35061728395061731,4.7321428571428568,0.11785113019775793,0.38658197457799703,0.19577854241799481,0.4226497308103741,0.35439003587399165,False,False,0.19577854241799481,0.20000000000000001,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085
jpetstore,stage3a,1,budgeted_semantic_0.000,0,selected,1,seed1_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194638,0.74814814814814812,2.9705882352941178,4,6,7,4,0.29166666666666669,0,0.20412414523193148,0.25185185185185183,5.477380952380952,0.20412414523193148,0.59878563847962096,0,0,-1.8541243364555779e-16,True,True,0,0,False,True,0.44206980643194638,0.20412414523193148,0.59878563847962085
jpetstore,stage3a,1,budgeted_semantic_0.005,0.0050000000000000001,selected,1,seed1_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194638,0.74814814814814812,2.9705882352941178,4,6,7,4,0.29166666666666669,0,0.20412414523193148,0.25185185185185183,5.477380952380952,0.20412414523193148,0.59878563847962096,0,0,-1.8541243364555779e-16,True,True,0,0.0050000000000000001,False,True,0.44206980643194638,0.20412414523193148,0.59878563847962085
