profile_family,stage,subject,metric,reference,n,median_change,mean_change,iqr_change,std_change
stage3_semantic,stage3a,xerces,cluster_count,leiden,30,0,-0.36666666666666664,1,0.5560534167675355
stage3_semantic,stage3a,xerces,cluster_count,conservative,30,0,0.033333333333333333,0,0.5560534167675355
stage3_semantic,stage3a,xerces,max_cluster_ratio,leiden,30,0,0.00028665028665028256,0,0.0010039313933131149
stage3_semantic,stage3a,xerces,max_cluster_ratio,conservative,30,0,4.0950040950040362e-05,0,0.00039292618547266125
stage3_semantic,stage3a,xerces,singleton_ratio,leiden,30,0,-0.00085995085995086058,0.00122850122850123,0.0013744530478800217
stage3_semantic,stage3a,xerces,singleton_ratio,conservative,30,0,-4.0950040950040945e-05,0,0.0016913219945476872
stage3_semantic,stage3b,daytrader,coupling,leiden,19,0.0096863468634686423,0.0082540299087201386,0.013607011070110697,0.009909396612086745
stage3_semantic,stage3b,daytrader,coupling,conservative,19,0,-0.013691979025053407,0,0.057644125831876898
stage3_semantic,stage3b,daytrader,cohesion,leiden,19,0.48548522184885812,0.42023404515031365,0.55702978839342521,0.80469235662616645
stage3_semantic,stage3b,daytrader,cohesion,conservative,19,0,0.049300030113427221,0,0.80296413689544943
stage3_semantic,stage3b,daytrader,imbalance,leiden,19,-0.092272602206623255,-0.093182388765401025,0.08379606998455924,0.077631026578084822
stage3_semantic,stage3b,daytrader,imbalance,conservative,19,0,0.058029247817888895,0.026272333337517995,0.12737775284662525
stage3_semantic,stage3b,daytrader,weighted_modularity,leiden,19,-0.0096058187865089018,-0.0074336378772362323,0.0088288345406516977,0.005274031714757741
stage3_semantic,stage3b,daytrader,weighted_modularity,conservative,19,0,0.01064205159494302,0,0.039988366581635092
stage3_semantic,stage3b,daytrader,cluster_count,leiden,19,-1,-0.94736842105263153,1,0.84811452387872432
stage3_semantic,stage3b,daytrader,cluster_count,conservative,19,0,0.47368421052631576,0.5,0.90482785671772814
stage3_semantic,stage3b,daytrader,max_cluster_ratio,leiden,19,0,-0.00099304865938430959,0.028301886792452824,0.014714406336241551
stage3_semantic,stage3b,daytrader,max_cluster_ratio,conservative,19,0,0.00099304865938430959,0,0.016002160827900454
stage3_semantic,stage3b,daytrader,singleton_ratio,leiden,19,-0.037735849056603772,-0.028798411122144985,0.01886792452830189,0.018193851153474078
stage3_semantic,stage3b,daytrader,singleton_ratio,conservative,19,0,0.0069513406156901684,0,0.014356337929295889
stage3_semantic,stage3b,jpetstore,coupling,leiden,30,0.014814814814814836,0.015637860082304538,0.014814814814814836,0.020712475757033433
stage3_semantic,stage3b,jpetstore,coupling,conservative,30,0.014814814814814836,0.014732510288065855,0.014814814814814836,0.021878841106919258
stage3_semantic,stage3b,jpetstore,cohesion,leiden,30,-0.3422619047619051,0.11189285714285677,0.16607142857142865,1.134991437728438
stage3_semantic,stage3b,jpetstore,cohesion,conservative,30,-0.34226190476190421,0.083361111111111594,0.2982142857142851,1.1788128497833845
stage3_semantic,stage3b,jpetstore,imbalance,leiden,30,0.059398993115433479,0.033536421730103669,0.096856471680698303,0.064726445472263333
stage3_semantic,stage3b,jpetstore,imbalance,conservative,30,0.059398993115433479,0.03014304594351868,0.096856471680698303,0.073544806090880405
stage3_semantic,stage3b,jpetstore,weighted_modularity,leiden,30,-0.011862520957171191,-0.012794289488391021,0.015177564395671417,0.0070667902943213909
stage3_semantic,stage3b,jpetstore,weighted_modularity,conservative,30,-0.011862520957171191,-0.012336534064929149,0.015177564395671417,0.0071705982362452181
stage3_semantic,stage3b,jpetstore,cluster_count,leiden,30,0,0.13333333333333333,0,0.34574590364176044
stage3_semantic,stage3b,jpetstore,cluster_count,conservative,30,0,0.13333333333333333,0,0.34574590364176044
stage3_semantic,stage3b,jpetstore,max_cluster_ratio,leiden,30,0,0.01805555555555554,0.04166666666666663,0.026085929815803842
stage3_semantic,stage3b,jpetstore,max_cluster_ratio,conservative,30,0,0.015277777777777763,0.04166666666666663,0.029933141761839067
stage3_semantic,stage3b,jpetstore,singleton_ratio,leiden,30,0,0,0,0
stage3_semantic,stage3b,jpetstore,singleton_ratio,conservative,30,0,0,0,0
stage3_semantic,stage3b,xerces,coupling,leiden,30,0.00058950395398993383,0.0020924994009106144,0.0020201294033069667,0.0040475502225190045
stage3_semantic,stage3b,xerces,coupling,conservative,30,0,0.00097387970285166638,0,0.0033472987671379377
stage3_semantic,stage3b,xerces,cohesion,leiden,30,0.00076283704180113432,0.088799022382444789,0.18422755530771129,0.16774641137114243
stage3_semantic,stage3b,xerces,cohesion,conservative,30,0,-0.01158343803537208,0,0.20399688723656645
stage3_semantic,stage3b,xerces,imbalance,leiden,30,-5.3391021040627429e-05,-0.010096930783467422,0.024905081931378359,0.020706788989989174
stage3_semantic,stage3b,xerces,imbalance,conservative,30,0,0.00090614724276507632,0,0.023825266926095802
stage3_semantic,stage3b,xerces,weighted_modularity,leiden,30,-0.00089775360861987785,-0.0023698112424829147,0.0023801755250064671,0.0043623505085159968
stage3_semantic,stage3b,xerces,weighted_modularity,conservative,30,0,-0.001194008823626173,0,0.0037888889959035495
stage3_semantic,stage3b,xerces,cluster_count,leiden,30,0,-0.33333333333333331,0.75,0.6064784348631227
stage3_semantic,stage3b,xerces,cluster_count,conservative,30,0,0.033333333333333333,0,0.71839540228413812
stage3_semantic,stage3b,xerces,max_cluster_ratio,leiden,30,0,8.1900081900077945e-05,0,0.00063984085965870417
stage3_semantic,stage3b,xerces,max_cluster_ratio,conservative,30,0,4.0950040950040362e-05,0,0.0002242926115909739
stage3_semantic,stage3b,xerces,singleton_ratio,leiden,30,0,-0.00081900081900081927,0.00122850122850123,0.0014185510299499408
stage3_semantic,stage3b,xerces,singleton_ratio,conservative,30,0,-0.00016380016380016378,0,0.0013197231203441768
