profile_family,stage,subject,seed,budget,solution_id,status,coupling_change_vs_leiden,coupling_change_vs_conservative,cohesion_change_vs_leiden,cohesion_change_vs_conservative,imbalance_change_vs_leiden,imbalance_change_vs_conservative,weighted_modularity_change_vs_leiden,weighted_modularity_change_vs_conservative,cluster_count_change_vs_leiden,cluster_count_change_vs_conservative,max_cluster_ratio_change_vs_leiden,max_cluster_ratio_change_vs_conservative,singleton_ratio_change_vs_leiden,singleton_ratio_change_vs_conservative
stage2_balance,stage2,xerces,15,0.050000000000000003,seed15_solution021,selected,0.025161754133716741,0.023608914450035934,0.52557588177976022,0.50552777064728716,-0.064357295807353276,-0.06908244407844677,-0.025559795356923654,-0.023885121203836235,-2,-2,0.0012285012285012109,0.0012285012285012109,-0.006142506142506143,-0.006142506142506143
stage2_balance,stage2,xerces,16,0.050000000000000003,seed16_solution022,selected,0.028612508986340768,0.028612508986340768,0.80055397273960516,0.53433763260933098,-0.11555679851641498,-0.083590622375230073,-0.027516592079822932,-0.027516592079822932,-3,-2,-0.0012285012285012387,-0.0012285012285012387,-0.0085995085995086012,-0.0073710073710073704
stage2_balance,stage2,xerces,17,0.050000000000000003,seed17_solution018,selected,0.014320632638389647,0.014320632638389647,0.59324785541896929,0.32933951593002853,-0.073775199101904665,-0.040254809543492254,-0.01259518781775204,-0.01259518781775204,-2,-1,0,0,-0.0049140049140049148,-0.0036855036855036848
stage2_balance,stage2,xerces,18,0.050000000000000003,seed18_solution020,selected,0.020330697340043141,0.010381020848310579,0.23261511976294891,-0.026085364421017943,-0.047808546721550105,-0.0083364616789260992,-0.018326302030977626,-0.0091016714723025638,-1,0,0.0012285012285012109,0.0012285012285012109,-0.0036855036855036865,-0.0024570024570024565
stage2_balance,stage2,xerces,19,0.050000000000000003,seed19_solution014,selected,0.023321351545650598,0.023321351545650598,-7.0855821174840425,-7.0855821174840425,-0.086254688301337978,-0.086254688301337756,-0.021603975024820588,-0.021603975024820588,-2,-2,-0.0012285012285012387,-0.0012285012285012387,-0.0073710073710073721,-0.0073710073710073721
stage2_balance,stage2,xerces,20,0.050000000000000003,seed20_solution022,selected,0.03580158159597413,0.031976994967649192,0.82296223924385181,0.90000661154966988,-0.1282773386467182,-0.11565299525986994,-0.032178624731960204,-0.028571773044440363,-3,-3,-0.0012285012285012387,-0.0012285012285012387,-0.0098280098280098295,-0.0085995085995085978
stage2_balance,stage2,xerces,21,0.050000000000000003,seed21_solution022,selected,0.032350826743350103,0.032350826743350103,0.49163024356918861,0.49163024356918861,-0.090430872277708074,-0.090430872277707852,-0.027919128876659594,-0.027919128876659594,-2,-2,-0.0036855036855036882,-0.0036855036855036882,-0.0049140049140049148,-0.0049140049140049148
stage2_balance,stage2,xerces,22,0.050000000000000003,seed22_solution014,selected,0.029935298346513289,0.029935298346513289,0.20173087105713705,0.20173087105713705,-0.04895284387514609,-0.048952843875145868,-0.028950124788036047,-0.028950124788036047,-1,-1,-0.0024570024570024496,-0.0024570024570024496,-0.0073710073710073721,-0.0073710073710073721
stage2_balance,stage2,xerces,23,0.050000000000000003,seed23_solution015,selected,0.016362329259525521,0.016362329259525521,-4.452242765314649,-5.3143393410198438,-0.13105921331300063,-0.036431674718315321,-0.013769383853580508,-0.013769383853580508,-3,0,-0.0061425061425061378,-0.0073710073710073487,-0.0073710073710073721,-0.0036855036855036856
stage2_balance,stage2,xerces,24,0.050000000000000003,seed24_solution014,selected,0.033328540618260238,0.033501078360891445,0.21049041385177425,-0.054208107779318837,-0.068094364734379242,-0.035457282149977898,-0.029440480525675716,-0.02996615171682393,-1,0,-0.0012285012285012387,-0.0024570024570024496,-0.0024570024570024582,-0.0012285012285012283
stage2_balance,stage2,xerces,25,0.050000000000000003,seed25_solution022,selected,0.022947519769949687,0.022947519769949687,0.47472500282698249,0.47472500282698249,-0.092721320275948704,-0.092721320275948482,-0.01907900155099973,-0.01907900155099973,-2,-2,0,0,-0.0085995085995086012,-0.0085995085995086012
stage2_balance,stage2,xerces,26,0.050000000000000003,seed26_solution022,selected,0.029992810927390368,0.029992810927390368,0.16265759860445783,0.16265759860445783,-0.062368190361273834,-0.062368190361273612,-0.027410054055003852,-0.027410054055003852,-1,-1,-0.0049140049140049269,-0.0049140049140049269,-0.0073710073710073721,-0.0073710073710073721
stage2_balance,stage2,xerces,27,0.050000000000000003,seed27_solution024,selected,0.033846153846153831,0.033846153846153831,-4.3841664004030898,-4.3841664004030898,-0.11672045790416097,-0.11672045790416075,-0.028455867208371011,-0.028455867208371011,-3,-3,0,0,-0.006142506142506143,-0.006142506142506143
stage2_balance,stage2,xerces,28,0.050000000000000003,seed28_solution020,selected,0.010524802300503233,0,-4.6114472547619316,0,-0.050635408610032018,0,-0.0094138808536545771,0,-1,0,0.0024570024570024496,0,-0.006142506142506143,0
stage2_balance,stage2,xerces,29,0.050000000000000003,seed29_solution019,selected,0.032005751258087717,0.032005751258087717,-4.4653862780342086,-4.7339229557798079,-0.11083817932558593,-0.080882620106826231,-0.028815742156752755,-0.028815742156752755,-2,-1,-0.0036855036855036882,-0.0036855036855036882,-0.012285012285012286,-0.011056511056511056
stage3_balance,stage3a,jpetstore,0,0.050000000000000003,seed0_solution001,selected,0,0,-0.50833333333333375,-0.50833333333333286,-0.037457478565264823,-0.037457478565264823,-0.0050144795000762188,-0.0050144795000762188,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,1,0.050000000000000003,seed1_solution001,selected,0,0,-0.50833333333333375,-0.50833333333333286,-0.037457478565264823,-0.037457478565264823,-0.0050144795000762188,-0.0050144795000762188,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,2,0.050000000000000003,seed2_solution001,selected,0,0,-0.50833333333333375,-0.50833333333333286,-0.037457478565264823,-0.037457478565264823,-0.0050144795000762188,-0.0050144795000762188,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,3,0.050000000000000003,seed3_solution002,selected,0.012345679012345678,0.012345679012345678,-0.65238095238095273,-0.65238095238095184,-0.086273015034173547,-0.086273015034173547,-0.017360158512421897,-0.017360158512421897,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,4,0.050000000000000003,seed4_solution001,selected,0,0,-0.50833333333333375,-0.50833333333333286,-0.037457478565264823,-0.037457478565264823,-0.0050144795000762188,-0.0050144795000762188,0,0,0,0,0,0
