stage,subject,baseline,weighted_modularity,imbalance,coupling,cohesion,cluster_count,max_cluster_ratio,singleton_ratio,semantic_objective,relative_modularity_loss_definition,reference_status,mojofm_vs_reference,pairwise_precision,pairwise_recall,pairwise_f1,ari_vs_reference,nmi_vs_reference,reference_coverage_ratio
stage2,jpetstore,raw_leiden,0.44206980643194638,0.20412414523193148,0.25185185185185183,5.4773809523809529,4,0.29166666666666669,0,,"(Q_L-Q(x))/abs(Q_L), unclamped",unavailable,,,,,,,
stage2,daytrader,raw_leiden,0.32459676389891207,0.89299317480748908,0.41789667896678967,6.5407774044137676,11,0.24528301886792453,0.075471698113207544,,"(Q_L-Q(x))/abs(Q_L), unclamped",available,23.913043478260864,0.16748768472906403,0.18888888888888888,0.17754569190600519,0.045357977013112109,0.42103708599805811,1
stage2,xerces,raw_leiden,0.66151914293437164,1.3145261655890892,0.20879942487419123,8.0687653361834233,31,0.14496314496314497,0.013513513513513514,,"(Q_L-Q(x))/abs(Q_L), unclamped",unavailable,,,,,,,
stage3a,jpetstore,raw_leiden,0.44206980643194638,0.20412414523193148,0.25185185185185183,5.4773809523809529,4,0.29166666666666669,0,0.59878563847962085,"(Q_L-Q(x))/abs(Q_L), unclamped",unavailable,,,,,,,
stage3a,daytrader,raw_leiden,0.32459676389891207,0.89299317480748908,0.41789667896678967,6.5407774044137676,11,0.24528301886792453,0.075471698113207544,0.56454601982754504,"(Q_L-Q(x))/abs(Q_L), unclamped",available,23.913043478260864,0.16748768472906403,0.18888888888888888,0.17754569190600519,0.045357977013112109,0.42103708599805811,1
stage3a,xerces,raw_leiden,0.66151914293437164,1.3145261655890892,0.20879942487419123,8.0687653361834233,31,0.14496314496314497,0.013513513513513514,0.38397989914667097,"(Q_L-Q(x))/abs(Q_L), unclamped",unavailable,,,,,,,
stage3b,jpetstore,raw_leiden,0.44206980643194638,0.20412414523193148,0.25185185185185183,5.4773809523809529,4,0.29166666666666669,0,0.51226006853751849,"(Q_L-Q(x))/abs(Q_L), unclamped",unavailable,,,,,,,
stage3b,daytrader,raw_leiden,0.32459676389891207,0.89299317480748908,0.41789667896678967,6.5407774044137676,11,0.24528301886792453,0.075471698113207544,0.56870880469639773,"(Q_L-Q(x))/abs(Q_L), unclamped",available,23.913043478260864,0.16748768472906403,0.18888888888888888,0.17754569190600519,0.045357977013112109,0.42103708599805811,1
stage3b,xerces,raw_leiden,0.66151914293437164,1.3145261655890892,0.20879942487419123,8.0687653361834233,31,0.14496314496314497,0.013513513513513514,0.38873194738704031,"(Q_L-Q(x))/abs(Q_L), unclamped",unavailable,,,,,,,
