stage2_seed,matching_scope,match_found,stage2_solution_id,stage2_imbalance,stage2_weighted_modularity,stage2_coupling,stage2_cohesion,stage2_cluster_count,stage2_singleton_ratio,stage2_max_cluster_ratio,leiden_seed,leiden_resolution,leiden_imbalance,leiden_weighted_modularity,leiden_coupling,leiden_cohesion,leiden_cluster_count,leiden_singleton_ratio,leiden_max_cluster_ratio,leiden_stage2_feasible,imbalance_gap,cluster_count_difference,stage2_minus_leiden_modularity,stage2_minus_leiden_coupling,stage2_minus_leiden_cohesion
0,pooled_all_seeds,True,seed0_solution039,0.6670818690439126,0.3216794561280484,0.4225092250922509,7.351755651755651,9,0.0188679245283018,0.2264150943396226,29,1.75,0.6484090670731918,0.3061187083849621,0.5202952029520295,8.181009070294785,14,0.07547169811320754,0.16981132075471697,True,0.018672801970720854,-5,0.0155607477430863,-0.09778597785977855,-0.8292534185391336
1,pooled_all_seeds,True,seed1_solution029,0.731238580191551,0.3144780972140901,0.4303505535055351,5.668242251575585,9,0.0377358490566037,0.2452830188679245,0,1.25,0.7356071203629408,0.31911425923530445,0.4833948339483395,7.9703907203907205,13,0.07547169811320754,0.18867924528301888,True,0.004368540171389879,-4,-0.004636162021214363,-0.0530442804428044,-2.302148468815136
2,pooled_all_seeds,True,seed2_solution042,0.7044586680224328,0.324596763898912,0.4178966789667896,7.772061272061273,9,0.0188679245283018,0.2452830188679245,2,1.75,0.7072326344902382,0.3055102267466401,0.5216789667896679,8.767857142857142,14,0.07547169811320754,0.16981132075471697,True,0.0027739664678053666,-5,0.019086537152271932,-0.10378228782287824,-0.9957958707958694
3,pooled_all_seeds,True,seed3_solution047,0.4769518739533788,0.2915974855666451,0.4515682656826568,5.040611471861472,8,0.0,0.2264150943396226,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.07475346631882673,-8,0.07134159988970712,-0.21263837638376387,-4.9962932900432895
4,pooled_all_seeds,True,seed4_solution036,0.7827346608562845,0.3202020797306681,0.4220479704797047,6.9924525474525465,10,0.0377358490566037,0.2452830188679245,0,1.25,0.7356071203629408,0.31911425923530445,0.4833948339483395,7.9703907203907205,13,0.07547169811320754,0.18867924528301888,True,0.04712754049334367,-3,0.001087820495363656,-0.06134686346863477,-0.977938172938174
5,pooled_all_seeds,True,seed5_solution036,0.6998957355091098,0.2639563561226019,0.422970479704797,7.744797178130511,9,0.0188679245283018,0.2830188679245283,0,1.5,0.6929950064983758,0.3084043441333859,0.518450184501845,8.610714285714286,14,0.07547169811320754,0.16981132075471697,True,0.006900729010734019,-5,-0.044447988010784034,-0.09547970479704798,-0.8659171075837744
6,pooled_all_seeds,True,seed6_solution069,0.335933845561601,0.1629220224397815,0.613929889298893,13.658417508417507,6,0.0,0.2264150943396226,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.21577149471060453,-10,-0.0573338632371565,-0.05027675276752763,3.621512746512746
7,pooled_all_seeds,True,seed7_solution046,0.5027514186594048,0.2542787322476545,0.5027675276752768,6.024138207471541,9,0.0,0.2075471698113207,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.048953921612800766,-7,0.034022846570716525,-0.1614391143911439,-4.01276655443322
8,pooled_all_seeds,True,seed8_solution044,0.6960704432338384,0.3016022215111449,0.4428044280442804,7.055858585858585,10,0.0188679245283018,0.2264150943396226,0,1.5,0.6929950064983758,0.3084043441333859,0.518450184501845,8.610714285714286,14,0.07547169811320754,0.16981132075471697,True,0.003075436735462622,-4,-0.0068021226222410025,-0.0756457564575646,-1.5548556998557004
9,pooled_all_seeds,True,seed9_solution045,0.7089922350209786,0.3093188750153183,0.4349630996309963,7.509518876185543,9,0.0188679245283018,0.2452830188679245,2,1.75,0.7072326344902382,0.3055102267466401,0.5216789667896679,8.767857142857142,14,0.07547169811320754,0.16981132075471697,True,0.0017596005307404239,-5,0.0038086482686782164,-0.08671586715867158,-1.2583382666715996
10,pooled_all_seeds,True,seed10_solution034,0.6220694913899825,0.2952269934369086,0.4547970479704797,6.240295121545122,8,0.0188679245283018,0.2452830188679245,7,2.5,0.6212104767228048,0.2843410228959301,0.5622693726937269,11.771708683473392,17,0.09433962264150944,0.1320754716981132,True,0.0008590146671776377,-9,0.010885970540978507,-0.10747232472324719,-5.53141356192827
11,pooled_all_seeds,True,seed11_solution037,0.9358186239726222,0.316515234167563,0.415590405904059,6.772379136015499,11,0.0754716981132075,0.2641509433962264,0,1.0,0.8929931748074893,0.324596763898912,0.41789667896678967,6.5407774044137685,11,0.07547169811320754,0.24528301886792453,True,0.04282544916513287,0,-0.008081529731349013,-0.0023062730627306793,0.2316017316017307
12,pooled_all_seeds,True,seed12_solution041,0.5228832626623026,0.2774492236965729,0.4663284132841328,7.500559757702613,7,0.0,0.2641509433962264,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.028822077609902963,-9,0.05719333801963489,-0.19787822878228783,-2.5363450042021487
13,pooled_all_seeds,True,seed13_solution041,0.5552429799834777,0.2799032556746231,0.4460332103321033,5.716221873364731,7,0.0,0.2641509433962264,29,2.0,0.5552429799834778,0.2945030917675413,0.544280442804428,9.146349206349207,15,0.07547169811320754,0.1320754716981132,True,1.1102230246251565e-16,-8,-0.014599836092918206,-0.0982472324723247,-3.430127332984476
