stage2_seed,matching_scope,match_found,stage2_solution_id,stage2_imbalance,stage2_weighted_modularity,stage2_coupling,stage2_cohesion,stage2_cluster_count,stage2_singleton_ratio,stage2_max_cluster_ratio,leiden_seed,leiden_resolution,leiden_imbalance,leiden_weighted_modularity,leiden_coupling,leiden_cohesion,leiden_cluster_count,leiden_singleton_ratio,leiden_max_cluster_ratio,leiden_stage2_feasible,imbalance_gap,cluster_count_difference,stage2_minus_leiden_modularity,stage2_minus_leiden_coupling,stage2_minus_leiden_cohesion
14,pooled_all_seeds,True,seed14_solution036,0.653331686535124,0.3233561847265152,0.4188191881918819,8.68452380952381,8,0.0,0.2452830188679245,29,1.75,0.6484090670731918,0.3061187083849621,0.5202952029520295,8.181009070294785,14,0.07547169811320754,0.16981132075471697,True,0.004922619461932176,-6,0.017237476341553093,-0.10147601476014756,0.5035147392290256
15,pooled_all_seeds,True,seed15_solution035,0.8095636963367899,0.1426988373320081,0.415590405904059,4.4393939393939394,10,0.0,0.2830188679245283,22,1.0,0.8342524894126091,0.31537390558407413,0.41420664206642066,7.082885632885632,12,0.07547169811320754,0.24528301886792453,True,0.02468879307581917,-2,-0.17267506825206602,0.0013837638376383299,-2.6434916934916926
16,pooled_all_seeds,True,seed16_solution042,0.6426183534311849,0.3126535033223947,0.4358856088560885,7.639658489658491,9,0.0377358490566037,0.2075471698113207,29,1.75,0.6484090670731918,0.3061187083849621,0.5202952029520295,8.181009070294785,14,0.07547169811320754,0.16981132075471697,True,0.005790713642006895,-5,0.006534794937432642,-0.08440959409594095,-0.5413505806362933
17,pooled_all_seeds,True,seed17_solution038,0.8312600291287053,0.324596763898912,0.4178966789667896,7.0012043512043505,10,0.0566037735849056,0.2452830188679245,22,1.0,0.8342524894126091,0.31537390558407413,0.41420664206642066,7.082885632885632,12,0.07547169811320754,0.24528301886792453,True,0.002992460283903764,-2,0.009222858314837878,0.0036900369003689537,-0.08168128168128153
18,pooled_all_seeds,True,seed18_solution039,0.4180852793615158,0.1572161241676994,0.3999077490774907,6.495537958773253,4,0.0,0.3396226415094339,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.13362006091068973,-12,-0.0630397615092386,-0.26429889298892995,-3.541366803131508
19,pooled_all_seeds,True,seed19_solution053,0.4059893356858493,0.1722984904549228,0.5046125461254612,5.080898268398268,8,0.0,0.2075471698113207,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.14571600458635625,-8,-0.0479573952220152,-0.1595940959409594,-4.956006493506493
20,pooled_all_seeds,True,seed20_solution049,0.4116495137598382,0.269597257492409,0.5009225092250923,5.951851851851852,9,0.0,0.1886792452830188,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.1400558265123673,-7,0.04934137181547099,-0.16328413284132837,-4.08505291005291
21,pooled_all_seeds,True,seed21_solution036,0.5987408170800917,0.2908870938916955,0.4363468634686346,7.234480103230103,8,0.0,0.2641509433962264,0,2.5,0.6014104698305369,0.2859247772021078,0.5618081180811808,11.107843137254903,17,0.09433962264150944,0.1509433962264151,True,0.002669652750445173,-9,0.004962316689587687,-0.1254612546125462,-3.8733630340248
22,pooled_all_seeds,True,seed22_solution044,0.6203502725574942,0.2107927196661266,0.445110701107011,6.386263736263737,10,0.0,0.2452830188679245,7,2.5,0.6212104767228048,0.2843410228959301,0.5622693726937269,11.771708683473392,17,0.09433962264150944,0.1320754716981132,True,0.0008602041653106296,-7,-0.07354830322980352,-0.11715867158671589,-5.385444947209655
23,pooled_all_seeds,True,seed23_solution029,0.8482176148297745,0.324596763898912,0.4178966789667896,7.154761904761905,10,0.0566037735849056,0.2452830188679245,29,1.0,0.8544899527716416,0.31250319133726384,0.4174354243542435,8.53566341066341,12,0.07547169811320754,0.24528301886792453,True,0.006272337941867101,-2,0.01209357256164817,0.00046125461254609146,-1.3809015059015053
24,pooled_all_seeds,True,seed24_solution051,0.52729013632008,0.1252555197369319,0.4432656826568266,5.611212121212121,10,0.0,0.2075471698113207,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.024415203952125486,-6,-0.0950003659400061,-0.22094095940959407,-4.42569264069264
25,pooled_all_seeds,True,seed25_solution039,0.6525138288977578,0.3223032561852371,0.4215867158671587,6.044011544011544,9,0.0188679245283018,0.2264150943396226,29,1.75,0.6484090670731918,0.3061187083849621,0.5202952029520295,8.181009070294785,14,0.07547169811320754,0.16981132075471697,True,0.004104761824565983,-5,0.016184547800275007,-0.09870848708487079,-2.136997526283241
26,pooled_all_seeds,True,seed26_solution044,0.2467301288796607,0.1409266877493498,0.4474169741697417,6.751448714684009,4,0.0,0.3396226415094339,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.3049752113925448,-12,-0.07932919792758819,-0.21678966789667897,-3.2854560472207526
27,pooled_all_seeds,True,seed27_solution043,1.0861764501603213,0.1368551796680328,0.4838560885608856,21.135315664727425,13,0.0754716981132075,0.3396226415094339,0,0.75,1.110004987176055,0.3058079785133643,0.32656826568265684,6.306470588235294,10,0.07547169811320754,0.32075471698113206,True,0.02382853701573362,3,-0.1689527988453315,0.15728782287822873,14.828845076492131
28,pooled_all_seeds,True,seed28_solution057,0.3692525620902061,0.2221943039310469,0.518450184501845,5.208134920634921,8,0.0,0.1886792452830188,0,2.75,0.5517053402722055,0.220255885676938,0.6642066420664207,10.036904761904761,16,0.07547169811320754,0.1320754716981132,True,0.1824527781819994,-8,0.001938418254108898,-0.14575645756457567,-4.828769841269841
29,pooled_all_seeds,True,seed29_solution059,0.6574057128371451,0.1658814558625291,0.5465867158671587,15.189810806477473,9,0.0,0.2264150943396226,29,1.75,0.6484090670731918,0.3061187083849621,0.5202952029520295,8.181009070294785,14,0.07547169811320754,0.16981132075471697,True,0.008996645763953315,-5,-0.140237252522433,0.02629151291512921,7.008801736182688
