subject,seed,resolution,n_iterations,input_graph,weight_column,class_count,coupling,cohesion,imbalance,weighted_modularity,cluster_count,singleton_count,singleton_ratio,max_cluster_size,max_cluster_ratio,stage2_feasible
daytrader,2,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,2,2.75,-1,G_raw,raw_weight,53,0.566420664206642,11.119607843137254,0.5809360120128548,0.28312916575890856,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,2,3.0,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,3,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,3,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,3,0.75,-1,G_raw,raw_weight,53,0.31642066420664205,6.256465237166992,1.2541139138025559,0.30412305881591994,9,4,0.07547169811320754,20,0.37735849056603776,True
daytrader,3,1.0,-1,G_raw,raw_weight,53,0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,3,1.25,-1,G_raw,raw_weight,53,0.4833948339483395,7.9703907203907205,0.7356071203629408,0.31911425923530445,13,4,0.07547169811320754,10,0.18867924528301888,True
daytrader,3,1.5,-1,G_raw,raw_weight,53,0.4833948339483395,7.9703907203907205,0.7356071203629408,0.31911425923530445,13,4,0.07547169811320754,10,0.18867924528301888,True
daytrader,3,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,3,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,3,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,3,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,3,2.75,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,3,3.0,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,4,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,4,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,4,0.75,-1,G_raw,raw_weight,53,0.31642066420664205,6.256465237166992,1.2541139138025559,0.30412305881591994,9,4,0.07547169811320754,20,0.37735849056603776,True
daytrader,4,1.0,-1,G_raw,raw_weight,53,0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,4,1.25,-1,G_raw,raw_weight,53,0.4833948339483395,7.9703907203907205,0.7356071203629408,0.31911425923530445,13,4,0.07547169811320754,10,0.18867924528301888,True
daytrader,4,1.5,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,4,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,4,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,4,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,4,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,4,2.75,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,4,3.0,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,5,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,5,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,5,0.75,-1,G_raw,raw_weight,53,0.32656826568265684,6.306470588235294,1.110004987176055,0.3058079785133643,10,4,0.07547169811320754,17,0.32075471698113206,True
daytrader,5,1.0,-1,G_raw,raw_weight,53,0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,5,1.25,-1,G_raw,raw_weight,53,0.4833948339483395,7.9703907203907205,0.7356071203629408,0.31911425923530445,13,4,0.07547169811320754,10,0.18867924528301888,True
daytrader,5,1.5,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,5,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,5,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,5,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,5,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,5,2.75,-1,G_raw,raw_weight,53,0.6642066420664207,10.036904761904761,0.5517053402722055,0.220255885676938,16,4,0.07547169811320754,7,0.1320754716981132,True
daytrader,5,3.0,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,6,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,6,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,6,0.75,-1,G_raw,raw_weight,53,0.32795202952029523,5.494911707373008,1.1912221975595922,0.30746970782669064,9,4,0.07547169811320754,20,0.37735849056603776,True
daytrader,6,1.0,-1,G_raw,raw_weight,53,0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,6,1.25,-1,G_raw,raw_weight,53,0.4833948339483395,7.9703907203907205,0.7356071203629408,0.31911425923530445,13,4,0.07547169811320754,10,0.18867924528301888,True
daytrader,6,1.5,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,6,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,6,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,6,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,6,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,6,2.75,-1,G_raw,raw_weight,53,0.5701107011070111,11.566106442577032,0.5597130933657104,0.2799045322095289,17,5,0.09433962264150944,7,0.1320754716981132,True
daytrader,6,3.0,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,7,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,7,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,7,0.75,-1,G_raw,raw_weight,53,0.32656826568265684,6.306470588235294,1.110004987176055,0.3058079785133643,10,4,0.07547169811320754,17,0.32075471698113206,True
daytrader,7,1.0,-1,G_raw,raw_weight,53,0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,7,1.25,-1,G_raw,raw_weight,53,0.4833948339483395,7.9703907203907205,0.7356071203629408,0.31911425923530445,13,4,0.07547169811320754,10,0.18867924528301888,True
daytrader,7,1.5,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,7,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,7,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,7,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,7,2.5,-1,G_raw,raw_weight,53,0.5622693726937269,11.771708683473392,0.6212104767228048,0.2843410228959301,17,5,0.09433962264150944,7,0.1320754716981132,True
daytrader,7,2.75,-1,G_raw,raw_weight,53,0.6642066420664207,10.036904761904761,0.5517053402722055,0.220255885676938,16,4,0.07547169811320754,7,0.1320754716981132,True
daytrader,7,3.0,-1,G_raw,raw_weight,53,0.6642066420664207,10.036904761904761,0.5517053402722055,0.220255885676938,16,4,0.07547169811320754,7,0.1320754716981132,True
daytrader,8,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,8,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,8,0.75,-1,G_raw,raw_weight,53,0.32656826568265684,6.306470588235294,1.110004987176055,0.3058079785133643,10,4,0.07547169811320754,17,0.32075471698113206,True
daytrader,8,1.0,-1,G_raw,raw_weight,53,0.4077490774907749,6.322857950130677,0.8797391114622466,0.3222938949292629,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,8,1.25,-1,G_raw,raw_weight,53,0.5055350553505535,7.716910866910867,0.690163817289505,0.31334113012486203,13,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,8,1.5,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,8,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,8,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,8,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,8,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,8,2.75,-1,G_raw,raw_weight,53,0.6642066420664207,10.036904761904761,0.5517053402722055,0.220255885676938,16,4,0.07547169811320754,7,0.1320754716981132,True
daytrader,8,3.0,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,9,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,9,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,9,0.75,-1,G_raw,raw_weight,53,0.32656826568265684,6.306470588235294,1.110004987176055,0.3058079785133643,10,4,0.07547169811320754,17,0.32075471698113206,True
daytrader,9,1.0,-1,G_raw,raw_weight,53,0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,9,1.25,-1,G_raw,raw_weight,53,0.4833948339483395,7.9703907203907205,0.7356071203629408,0.31911425923530445,13,4,0.07547169811320754,10,0.18867924528301888,True
daytrader,9,1.5,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,9,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,9,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,9,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,9,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,9,2.75,-1,G_raw,raw_weight,53,0.6642066420664207,10.036904761904761,0.5517053402722055,0.220255885676938,16,4,0.07547169811320754,7,0.1320754716981132,True
daytrader,9,3.0,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,10,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,10,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,10,0.75,-1,G_raw,raw_weight,53,0.31642066420664205,6.256465237166992,1.2541139138025559,0.30412305881591994,9,4,0.07547169811320754,20,0.37735849056603776,True
daytrader,10,1.0,-1,G_raw,raw_weight,53,0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,10,1.25,-1,G_raw,raw_weight,53,0.4275830258302583,7.330921855921855,0.8644310331287024,0.3241306159025613,12,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,10,1.5,-1,G_raw,raw_weight,53,0.5216789667896679,8.767857142857142,0.7072326344902382,0.3055102267466401,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,10,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,10,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,10,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,10,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,10,2.75,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,10,3.0,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,11,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,11,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,11,0.75,-1,G_raw,raw_weight,53,0.31642066420664205,6.256465237166992,1.2541139138025559,0.30412305881591994,9,4,0.07547169811320754,20,0.37735849056603776,True
daytrader,11,1.0,-1,G_raw,raw_weight,53,0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,11,1.25,-1,G_raw,raw_weight,53,0.4833948339483395,7.9703907203907205,0.7356071203629408,0.31911425923530445,13,4,0.07547169811320754,10,0.18867924528301888,True
daytrader,11,1.5,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,11,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,11,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,11,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,11,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,11,2.75,-1,G_raw,raw_weight,53,0.6642066420664207,10.036904761904761,0.5517053402722055,0.220255885676938,16,4,0.07547169811320754,7,0.1320754716981132,True
daytrader,11,3.0,-1,G_raw,raw_weight,53,0.6642066420664207,10.036904761904761,0.5517053402722055,0.220255885676938,16,4,0.07547169811320754,7,0.1320754716981132,True
daytrader,12,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
daytrader,12,0.5,-1,G_raw,raw_weight,53,0.03505535055350553,5.83798076923077,1.9106976204879758,0.09660858716520754,8,4,0.07547169811320754,40,0.7547169811320755,False
daytrader,12,0.75,-1,G_raw,raw_weight,53,0.31642066420664205,6.256465237166992,1.2541139138025559,0.30412305881591994,9,4,0.07547169811320754,20,0.37735849056603776,True
daytrader,12,1.0,-1,G_raw,raw_weight,53,0.42297047970479706,6.32983682983683,0.8752764909240153,0.3207882220081428,11,4,0.07547169811320754,13,0.24528301886792453,True
daytrader,12,1.25,-1,G_raw,raw_weight,53,0.4833948339483395,7.9703907203907205,0.7356071203629408,0.31911425923530445,13,4,0.07547169811320754,10,0.18867924528301888,True
daytrader,12,1.5,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,12,1.75,-1,G_raw,raw_weight,53,0.518450184501845,8.610714285714286,0.6929950064983758,0.3084043441333859,14,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,12,2.0,-1,G_raw,raw_weight,53,0.5424354243542435,9.547407407407407,0.610224967124386,0.2967887275159651,15,4,0.07547169811320754,9,0.16981132075471697,True
daytrader,12,2.25,-1,G_raw,raw_weight,53,0.5452029520295203,8.793750000000001,0.5915628455317314,0.2953360307934259,16,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,12,2.5,-1,G_raw,raw_weight,53,0.5618081180811808,11.107843137254903,0.6014104698305369,0.2859247772021078,17,5,0.09433962264150944,8,0.1509433962264151,True
daytrader,12,2.75,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,12,3.0,-1,G_raw,raw_weight,53,0.6605166051660517,9.5625,0.5719813732537403,0.2234805192263177,16,4,0.07547169811320754,8,0.1509433962264151,True
daytrader,13,0.25,-1,G_raw,raw_weight,53,0.0009225092250922509,4.892479613409846,1.96643243783606,0.036333161993981615,7,4,0.07547169811320754,44,0.8301886792452831,False
