class_id,input_hash,embedding_sha256
org.apache.xerces.dom.ASDOMImplementationImpl,7eb08569cb6c35d043be338c87f802c8a82fcdd8114e7d11658aa934cca9150d,b5576962c63041f85a68612a6a2dcdfc1c8f31be2dc57cc9c48c752d80790df1
org.apache.xerces.dom.ASModelImpl,ca6058b24723802a65e47757a35fadf73fc14185b279f5cb25cdf6aa38b3f02f,840273bf6594a6f6c310d751f309270ef63bbfafbedda4ed87b9bc0fdd7653b8
org.apache.xerces.dom.AttrImpl,f304a71c2aa6e66bff48299c94b28538521f73199b44fce01d6c34f2ebc1dedf,282c4f3741d5bf631aeacf3ef971db2672221fe29822b98f664780fdb9955479
org.apache.xerces.dom.AttrNSImpl,8c93ad3b01daf545ad180559bdf72bb26e2ad6cf4393aaa4c2f4eb3627b52ff9,9292329e51c23a6a2aab077f8a1a9e9574cec664db15558d7c1359c9787076f7
org.apache.xerces.dom.AttributeMap,f8c72c64c0b1aa48147c849247a3da68b418ad60b3ad6d95c65f83cfa73347bb,be8643c03cab54c80af19617df98ffece91844ba85a2d37c52eae577d4a29a1d
org.apache.xerces.dom.CDATASectionImpl,2944b67e8504fc19387bba868babc7b140c5c1a6b469c1df65564c67366faa18,c8160ea157b7d3c97e0a12aea82e704c40a06f53740c855ba8d09ad664ecddfe
org.apache.xerces.dom.CharacterDataImpl,ff0367dfc1934a12ca4e927ad13e842901c04a5661c1067c27a6974c88f52a0c,744767954b59c881f99902ea3ddd6f3546ce4a74bc94d852b7da9315d11a8112
org.apache.xerces.dom.CharacterDataImpl$1,e7ceb8aed12d83507ec1ee331d0d740b7c99f924386c42c8e80ae9ea72e7ac08,874f8384b4e4c8ae7ac82854c54e8d1c718a38373ae323abdc3df89b3bb7ac8a
org.apache.xerces.dom.ChildNode,f2c7f4a273af34c0e898de56519219ad17ea72ee7d7957d9c524ad1d9a615349,d1c71b434a2363d0045eea50b4fc88fd205b9e7a8351679c0af8a4ea7b2fdd24
org.apache.xerces.dom.CommentImpl,c419d2c7f9564311549e07592a606f27abe4d4efcfef3fa33612ab438a786d66,f55c6f8046560b803b9965af3dd815305a7dd598ae2166dea0b931398aa794fd
org.apache.xerces.dom.CoreDOMImplementationImpl,8a886053a4c55ca15251df711ec74d4a575606ec742d3431d4497f567de42cb8,2ce6df7993a0fdc81b8b93a69d34638668ca8b4df90ea85a12b1af8a026b9be4
org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,d4c1e4d22cf69731eaf96bb474d6c3055764f5fa67d0815f60bf2f6026b080f5,50ef3ca215800d9ffb337f039b2ab98e01168dc1f8b76e33b4b2850be15221f3
org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,f263555e81ff266c1935394a4cb5cf4bba04abac097afd4a05c8449e6d071fc0,3b6d543bbfa8aa7d7dfb591d36c3aed09b146f5669b63d835317f67db9c98987
org.apache.xerces.dom.CoreDocumentImpl,483a6d2dce2e7da493044c58f374672b70df9016f68c2cfd85419f3db10b7ce5,1c0245f77f8ca656397d28a093b4f79ea591a6aea0ea99143584de8cf0a3a551
org.apache.xerces.dom.DOMConfigurationImpl,7d3de21c1b788b836a70610108d8c66a8d04ad1576235e23afba0e2ad15e480e,67b07370b40eb47c906d130b4607c6181ebe8b14ae60db32d752c3aedef21494
org.apache.xerces.dom.DOMErrorImpl,e0a4cf247e56a9ae4036cb9d7ef057e5fa45b1aeadf592277901558196803010,fdfdf732f95c41c812f40f7179570f0f0811767e9b37b9e9ef68607e3f3bd015
