subject,seed,hypervolume,solution_count
xerces-j,0,111.80045242348197,100
xerces-j,1,97.23933866707624,100
xerces-j,2,112.12694106164501,100
xerces-j,3,84.15792687389512,100
xerces-j,4,121.25143510213661,100
xerces-j,5,103.62390417246982,100
xerces-j,6,70.25187232911152,100
xerces-j,7,72.73258018509948,100
xerces-j,8,96.8144693411568,100
xerces-j,9,83.85910823602951,100
