subject,class_id,model_token_count,model_max_sequence_length,tokenizer_truncated,declaration_token_count,body_section_token_count,contract_body_tokens_truncated,declaration_section_affected,body_section_affected
easymock,org.easymock.Capture,117,32768,false,63,45,0,false,false
easymock,org.easymock.Capture$1,31,32768,false,6,16,0,false,false
easymock,org.easymock.CaptureType,39,32768,false,19,11,0,false,false
easymock,org.easymock.ConstructorArgs,73,32768,false,35,29,0,false,false
easymock,org.easymock.EasyMock,1155,32768,false,1027,119,0,false,false
easymock,org.easymock.EasyMockExtension,40,32768,false,23,8,0,false,false
easymock,org.easymock.EasyMockListener,56,32768,false,39,8,0,false,false
easymock,org.easymock.EasyMockRule,33,32768,false,18,6,0,false,false
easymock,org.easymock.EasyMockRunner,53,32768,false,27,17,0,false,false
easymock,org.easymock.EasyMockSupport,307,32768,false,252,46,0,false,false
easymock,org.easymock.EasyMockSupport$ObjectMockingHelper,33,32768,false,19,5,0,false,false
easymock,org.easymock.IAnswer,21,32768,false,10,3,0,false,false
easymock,org.easymock.IArgumentMatcher,30,32768,false,19,3,0,false,false
easymock,org.easymock.IExpectationSetters,153,32768,false,142,3,0,false,false
easymock,org.easymock.IMockBuilder,249,32768,false,230,10,0,false,false
easymock,org.easymock.IMocksControl,137,32768,false,122,6,0,false,false
easymock,org.easymock.LogicalOperator,52,32768,false,30,13,0,false,false
easymock,org.easymock.LogicalOperator$1,30,32768,false,16,5,0,false,false
easymock,org.easymock.LogicalOperator$2,30,32768,false,16,5,0,false,false
easymock,org.easymock.LogicalOperator$3,30,32768,false,16,5,0,false,false
easymock,org.easymock.LogicalOperator$4,30,32768,false,16,5,0,false,false
easymock,org.easymock.LogicalOperator$5,30,32768,false,16,5,0,false,false
easymock,org.easymock.Mock,46,32768,false,35,3,0,false,false
easymock,org.easymock.MockType,37,32768,false,19,9,0,false,false
easymock,org.easymock.Preview,25,32768,false,14,3,0,false,false
easymock,org.easymock.TestSubject,29,32768,false,18,3,0,false,false
easymock,org.easymock.internal.AndroidClassProxyFactory,58,32768,false,34,15,0,false,false
easymock,org.easymock.internal.AndroidClassProxyFactory$MockHandler,55,32768,false,29,17,0,false,false
easymock,org.easymock.internal.AndroidSupport,38,32768,false,11,18,0,false,false
easymock,org.easymock.internal.ArgumentToString,50,32768,false,26,15,0,false,false
easymock,org.easymock.internal.AssertionErrorWrapper,27,32768,false,14,4,0,false,false
easymock,org.easymock.internal.BridgeMethodResolver,235,32768,false,155,71,0,false,false
easymock,org.easymock.internal.ClassInstantiatorFactory,89,32768,false,57,23,0,false,false
easymock,org.easymock.internal.ClassMockingData,68,32768,false,36,23,0,false,false
easymock,org.easymock.internal.ClassProxyFactory,181,32768,false,108,64,0,false,false
easymock,org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,85,32768,false,60,16,0,false,false
easymock,org.easymock.internal.DefaultClassInstantiator,166,32768,false,86,71,0,false,false
easymock,org.easymock.internal.EasyMockProperties,98,32768,false,47,42,0,false,false
easymock,org.easymock.internal.EasyMockStatement,31,32768,false,13,9,0,false,false
easymock,org.easymock.internal.ErrorMessage,51,32768,false,29,13,0,false,false
easymock,org.easymock.internal.ExpectedInvocation,88,32768,false,47,32,0,false,false
easymock,org.easymock.internal.ExpectedInvocationAndResult,37,32768,false,21,7,0,false,false
easymock,org.easymock.internal.ExpectedInvocationAndResults,45,32768,false,26,10,0,false,false
easymock,org.easymock.internal.IClassInstantiator,24,32768,false,13,3,0,false,false
easymock,org.easymock.internal.IMocksBehavior,94,32768,false,83,3,0,false,false
easymock,org.easymock.internal.IMocksControlState,145,32768,false,134,3,0,false,false
easymock,org.easymock.internal.IProxyFactory,40,32768,false,29,3,0,false,false
easymock,org.easymock.internal.IgnoreAnimalSniffer,31,32768,false,20,3,0,false,false
easymock,org.easymock.internal.Injection,51,32768,false,32,10,0,false,false
easymock,org.easymock.internal.InjectionPlan,99,32768,false,51,39,0,false,false
easymock,org.easymock.internal.InjectionTarget,48,32768,false,25,14,0,false,false
easymock,org.easymock.internal.Injector,188,32768,false,115,64,0,false,false
easymock,org.easymock.internal.Invocation,191,32768,false,123,59,0,false,false
easymock,org.easymock.internal.JavaProxyFactory,49,32768,false,33,7,0,false,false
easymock,org.easymock.internal.LastControl,141,32768,false,87,45,0,false,false
easymock,org.easymock.internal.LinkedClassLoader,35,32768,false,14,12,0,false,false
easymock,org.easymock.internal.MethodSerializationWrapper,47,32768,false,14,24,0,false,false
easymock,org.easymock.internal.MockBuilder,274,32768,false,188,77,0,false,false
easymock,org.easymock.internal.MockInvocationHandler,46,32768,false,28,9,0,false,false
easymock,org.easymock.internal.MocksBehavior,205,32768,false,116,80,0,false,false
easymock,org.easymock.internal.MocksControl,429,32768,false,313,107,0,false,false
easymock,org.easymock.internal.ObjectMethodsFilter,112,32768,false,62,41,0,false,false
easymock,org.easymock.internal.ObjenesisClassInstantiator,32,32768,false,20,3,0,false,false
easymock,org.easymock.internal.PrimitiveUtils,62,32768,false,36,17,0,false,false
easymock,org.easymock.internal.PrimitiveUtils$1,18,32768,false,7,3,0,false,false
easymock,org.easymock.internal.PrimitiveUtils$PrimitiveEntry,22,32768,false,8,5,0,false,false
easymock,org.easymock.internal.Range,80,32768,false,43,28,0,false,false
easymock,org.easymock.internal.RecordState,372,32768,false,244,119,0,false,false
easymock,org.easymock.internal.ReflectionUtils,165,32768,false,86,70,0,false,false
easymock,org.easymock.internal.ReplayState,222,32768,false,159,54,0,false,false
easymock,org.easymock.internal.Result,84,32768,false,56,19,0,false,false
easymock,org.easymock.internal.Result$1DelegatingAnswer,78,32768,false,33,36,0,false,false
easymock,org.easymock.internal.Result$1ReturningAnswer,41,32768,false,21,11,0,false,false
easymock,org.easymock.internal.Result$1ThrowingAnswer,42,32768,false,22,11,0,false,false
easymock,org.easymock.internal.Results,92,32768,false,46,37,0,false,false
easymock,org.easymock.internal.RuntimeExceptionWrapper,27,32768,false,13,5,0,false,false
easymock,org.easymock.internal.ThrowableWrapper,25,32768,false,13,3,0,false,false
easymock,org.easymock.internal.UnorderedBehavior,84,32768,false,48,27,0,false,false
easymock,org.easymock.internal.classinfoprovider.ClassInfoProvider,31,32768,false,20,3,0,false,false
easymock,org.easymock.internal.classinfoprovider.DefaultClassInfoProvider,46,32768,false,29,8,0,false,false
easymock,org.easymock.internal.classinfoprovider.JdkClassInfoProvider,50,32768,false,30,11,0,false,false
easymock,org.easymock.internal.matchers.And,46,32768,false,23,14,0,false,false
easymock,org.easymock.internal.matchers.Any,38,32768,false,23,6,0,false,false
easymock,org.easymock.internal.matchers.ArrayEquals,36,32768,false,20,7,0,false,false
easymock,org.easymock.internal.matchers.Captures,57,32768,false,36,12,0,false,false
easymock,org.easymock.internal.matchers.Compare,46,32768,false,23,14,0,false,false
easymock,org.easymock.internal.matchers.CompareEqual,36,32768,false,19,8,0,false,false
easymock,org.easymock.internal.matchers.CompareTo,54,32768,false,35,10,0,false,false
easymock,org.easymock.internal.matchers.Contains,40,32768,false,23,8,0,false,false
easymock,org.easymock.internal.matchers.EndsWith,42,32768,false,24,9,0,false,false
easymock,org.easymock.internal.matchers.Equals,65,32768,false,37,19,0,false,false
easymock,org.easymock.internal.matchers.EqualsWithDelta,46,32768,false,25,12,0,false,false
easymock,org.easymock.internal.matchers.Find,41,32768,false,23,9,0,false,false
easymock,org.easymock.internal.matchers.GreaterOrEqual,37,32768,false,20,8,0,false,false
easymock,org.easymock.internal.matchers.GreaterThan,35,32768,false,19,7,0,false,false
easymock,org.easymock.internal.matchers.InstanceOf,41,32768,false,24,8,0,false,false
easymock,org.easymock.internal.matchers.LessOrEqual,37,32768,false,20,8,0,false,false
easymock,org.easymock.internal.matchers.LessThan,35,32768,false,19,7,0,false,false
easymock,org.easymock.internal.matchers.Matches,41,32768,false,23,9,0,false,false
easymock,org.easymock.internal.matchers.Not,40,32768,false,23,8,0,false,false
easymock,org.easymock.internal.matchers.NotNull,42,32768,false,24,9,0,false,false
easymock,org.easymock.internal.matchers.Null,39,32768,false,23,7,0,false,false
easymock,org.easymock.internal.matchers.Or,46,32768,false,23,14,0,false,false
easymock,org.easymock.internal.matchers.Same,40,32768,false,23,8,0,false,false
easymock,org.easymock.internal.matchers.StartsWith,42,32768,false,24,9,0,false,false
