subject,class_id,stage3_declaration_hash,exact_match
xerces,org.apache.xerces.dom.SecuritySupport$3,4fca8db224a9024ef00ffcdfd6d5856875d3a490da46338d7c9e28d1c10d9acd,True
xerces,org.apache.xerces.dom.SecuritySupport$4,9fc60181c994bf6466552898914e871526e3f9118f5c555c76d2abc645d03db1,True
xerces,org.apache.xerces.dom.SecuritySupport$5,aeef6608bf43e6e58ab7fb2053b0830edb89d0212b9abda34204c37cf6fc8f6c,True
xerces,org.apache.xerces.dom.SecuritySupport$6,ac6f2adf67ceeeb5aba35428a01e51f7a2706280647196db3db720e62c3120f1,True
xerces,org.apache.xerces.dom.SecuritySupport$7,3ae36f6f14cea8ebbd4bf828cab530eb868c1f884d3bb1dbf5b049de6045c285,True
xerces,org.apache.xerces.dom.SecuritySupport$8,3fb44aac69d888d2755eca62a1e593fa088043d6451fd19b3a90cfbc8a92ff23,True
xerces,org.apache.xerces.dom.TextImpl,118ae1402b20a420826051b0f94a2c305a0ed4ac5f96128eb51a54a1b20735f3,True
xerces,org.apache.xerces.dom.TreeWalkerImpl,792954df8a121f5cc716d0f1f5d04af451d5e1d47e5e9a4b18aa8dd3bfd8ca28,True
xerces,org.apache.xerces.dom.events.EventImpl,cee84309e3af28858e4029db41ccaadfdc106aecfc788d8fd8687295097812ef,True
xerces,org.apache.xerces.dom.events.MouseEventImpl,8928a1a71a9a9563a329ba3938e13c31a60e6c33e1342053ac5e12b7197e608d,True
xerces,org.apache.xerces.dom.events.MutationEventImpl,c3752433542f10507d6b8b02eb1387d65935d7ba380268acbad16215fb45582d,True
xerces,org.apache.xerces.dom.events.UIEventImpl,660fb151c2c31d36c192855b129534e41143ea17e00838b271366b723c5b9bc5,True
xerces,org.apache.xerces.dom3.as.ASAttributeDeclaration,7f7c2545f20e6c72197e0a1ea8fb5db35c2c52fd84a4f1a294965094e5c50a01,True
xerces,org.apache.xerces.dom3.as.ASContentModel,d0d87f060de4581202c82b44da9ee3044aadf0c296ada26e7a8ffcb242d25745,True
xerces,org.apache.xerces.dom3.as.ASDataType,6181528876b24785359f6ed9f3dde459cbfe06bbecf3d5641c314fbc26350ef3,True
xerces,org.apache.xerces.dom3.as.ASElementDeclaration,3ff27bc2947cfb67014876ace37eafebe7fe0a4b951014674a957c7704fd860e,True
xerces,org.apache.xerces.dom3.as.ASEntityDeclaration,5a4e2757cfc6e70f162d3b32c37a08b47263a580e800b57c39b9770152e9b6b3,True
xerces,org.apache.xerces.dom3.as.ASModel,ba35372c5bb400b899193488d1340936f4cba63b004685a024ec75001481aa1c,True
xerces,org.apache.xerces.dom3.as.ASNamedObjectMap,19c08e57e191389e6331dac8e350a1d8215c5dac53361c84b0a6c1507dc764db,True
xerces,org.apache.xerces.dom3.as.ASNotationDeclaration,740f81e42d72a57fda0cc690828e42a874e452409d6a76dbafd9567a30e6124f,True
xerces,org.apache.xerces.dom3.as.ASObject,1657bd0dd07c554b23f1f30b9134ba1bf175a5bcea21ad18866617a49d6db074,True
xerces,org.apache.xerces.dom3.as.ASObjectList,817e6c5ed4fd9bbd207be1179a80a1edc904be3b0cf7b0ff1ab962965782004c,True
xerces,org.apache.xerces.dom3.as.CharacterDataEditAS,ee5f3b81440b85dfee5daaa0df9adcc6f4ce5c0b295a97d937300aaf919aa8b3,True
xerces,org.apache.xerces.dom3.as.DOMASBuilder,f0b7161760ccd438da2ef92b771dd1a29c82e41795eea63a82a424b98db730d3,True
xerces,org.apache.xerces.dom3.as.DOMASException,78e5f6d76c5e706da01d9e97d87affe34e7dc7b73c3d2ab67846929764ce2e8e,True
xerces,org.apache.xerces.dom3.as.DOMASWriter,3f051b86630f06e169294639dfd7815724c5c9d78308856bf1e38c1e0577b91f,True
xerces,org.apache.xerces.dom3.as.DOMImplementationAS,f013c5d7e4a21d8abe7461ac4d8dd9b470c65b6d8046f4873862189fd8134193,True
xerces,org.apache.xerces.dom3.as.DocumentAS,33ada529ce2e548f0e53ca8c97dc0ceaa44533ffe5eabe20595ba935b5208812,True
xerces,org.apache.xerces.dom3.as.DocumentEditAS,e9b96677892261bc7b294b0fca0ec8aeb22a35a022c58acf09c07d1146b56d45,True
xerces,org.apache.xerces.dom3.as.ElementEditAS,857446f29200894e66419793400b1ee8113f4d258f68ae1071c60487496d9d41,True
xerces,org.apache.xerces.dom3.as.NodeEditAS,638b38e2bc5caf60c08c3d074d1d335c89a9a24107e7ce3a3b9ab2e5ec423439,True
