subject,n_seeds,n_seed_noise_pairs,ssa_effect_ari_mean,ssa_effect_ari_std,ssa_effect_dist_mean,ssa_effect_dist_std,seed_noise_ari_mean,seed_noise_ari_std,seed_noise_dist_mean,seed_noise_dist_std,seed_noise_dist_2std_low,seed_noise_dist_2std_high,ssa_effect_dist_in_seed_noise_band,distinct_raw_partitions_across_seeds,seed_noise_identical_pair_frac,reseeds_ge_mean_ssa_effect_frac,mannwhitney_u,mannwhitney_p,distinguishable_p05,verdict
xerces-j,30,435,0.7175348476884835,0.06417023701897837,0.28246515231151664,0.06417023701897835,0.7842334222337443,0.10887424560657782,0.21576657776625585,0.10887424560657782,-0.0019819134468997968,0.4335150689794115,True,28,0.03218390804597701,0.3724137931034483,8658.0,0.0027377689853183007,True,"SSA-effect distance 0.2825 vs seed-noise 0.2158+/-0.1089: same order of magnitude, and SSA-effect lies within the seed-noise +/-2std band [-0.0020, 0.4335]. 37% of pure reseeds move the raw partition >= the mean SSA effect (3% of reseed pairs are identical). Mann-Whitney p=0.00274: distributions separable by shape, but effect magnitudes overlap -> SSA effect is comparable to seed noise, not clearly beyond it."
