summary,stage,subject,budget,seed_count,eligible_seed_count,availability_rate,unavailable_seed_count,eligible_candidate_count_median,eligible_candidate_count_min,eligible_candidate_count_max,median_gain,mean_gain,iqr_gain,std_gain,min_gain,max_gain,bootstrap_mean_ci_low,bootstrap_mean_ci_high,positive_count,at_least_5pct_count,at_least_10pct_count,at_least_20pct_count,at_least_30pct_count,median_realised_modularity_loss,mean_realised_modularity_loss,max_realised_modularity_loss,median_coupling,median_cohesion,median_cluster_count,median_singleton_ratio
stage3_balance,stage3b,daytrader,0,30,4,0.13333333333333333,26,1,1,1,0.11839441492302449,0.1545818685183139,0.066317140214369533,0.083633020061402705,0.10332957161348442,0.27820907261372219,0.10332957161348442,0.23448919736366275,4,4,4,1,0,0,0,0,0.41789667896678967,7.4063825063825064,9.5,0.037735849056603772
stage3_balance,stage3b,daytrader,0.0050000000000000001,30,6,0.20000000000000001,24,1,1,1,0.11839441492302449,0.13845287979819307,0.062219389658721272,0.082364261705960978,0.036144275763816805,0.27820907261372219,0.081889583245084219,0.20292198167003692,6,5,5,1,0,0,0.0013962103174928566,0.0045553532774785148,0.41789667896678967,7.2322727272727274,9.5,0.037735849056603772
stage3_balance,stage3b,daytrader,0.01,30,9,0.29999999999999999,21,1,1,1,0.10332957161348442,0.099647428319877246,0.097572613139453632,0.099833391578378561,-0.033803656406766795,0.27820907261372219,0.038929546152156373,0.1620292596043878,7,6,6,1,0,0.0038219086274786239,0.0039452053996412344,0.0096671806459753123,0.41789667896678967,7.1948551448551452,10,0.037735849056603772
stage3_balance,stage3b,daytrader,0.025000000000000001,30,10,0.33333333333333331,20,1,1,2,0.11839441492302449,0.1203091077142511,0.08793303300036287,0.10672434319126373,-0.033803656406766795,0.27820907261372219,0.057783728497083221,0.18287040013264619,8,8,7,2,0,0.0066432781501989217,0.0053950130351925838,0.011802953114272216,0.41789667896678967,7.1105588855588859,10,0.037735849056603772
stage3_balance,stage3b,daytrader,0.050000000000000003,30,19,0.6333333333333333,11,1,1,3,0.11839229650760019,0.13446883053310263,0.081872004746889299,0.091750857121910973,-0.033803656406766795,0.29732653387224017,0.094939483841453162,0.17603309837909994,18,17,12,4,0,0.032421989575123218,0.023466175380756245,0.045315277966673839,0.42850553505535055,7.0262626262626258,10,0.037735849056603772
stage3_balance,stage3b,daytrader,0.10000000000000001,30,24,0.80000000000000004,6,2,1,5,0.1908505604001384,0.18455267871215555,0.17568990611277052,0.11137332782698836,-0.033803656406766795,0.36332336083601824,0.14138905730921045,0.22777969109146348,22,22,19,12,3,0.062078486442908212,0.054317712950476139,0.088717635280064072,0.43703874538745391,6.9855157468793827,10,0.018867924528301886
stage3_balance,stage3b,daytrader,0.14999999999999999,30,25,0.83333333333333337,5,3,1,7,0.23205980515593333,0.22169198376176033,0.16857156818038882,0.140036890874564,-0.033803656406766795,0.58650012955607489,0.1683030440026749,0.27590393084313092,23,23,20,17,5,0.080473101294343138,0.081494994846551816,0.13798656662368028,0.44926199261992622,6.5967002694275427,10,0.018867924528301886
stage3_balance,stage3b,daytrader,0.20000000000000001,30,26,0.8666666666666667,4,3.5,1,8,0.25268934084924055,0.25458187235144641,0.14387841998105877,0.14874773131662175,-0.033803656406766795,0.58650012955607489,0.19884072504644684,0.30976770624266986,24,24,22,19,9,0.087044771912805907,0.099107533941730594,0.19965851236581772,0.45779520295202952,6.5137915956097778,9,0.018867924528301886
stage3_balance,stage3b,jpetstore,0,30,26,0.8666666666666667,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25185185185185183,5.477380952380952,4,0
stage3_balance,stage3b,jpetstore,0.0050000000000000001,30,28,0.93333333333333335,2,2,1,2,0,0.026443712884970556,0,0.17155084509865443,-0.52752523165194676,0.4226497308103741,-0.03768037368942477,0.090567799459365883,3,3,3,3,3,0,0.00069743593784939932,0.0049234248832928165,0.25185185185185183,5.477380952380952,4,0
