subject,seed,solution_id,coupling,cohesion,imbalance,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,feasible,is_injected_seed,injected_seed_name,injected_seed_category,label_vector,selection_rule,selected_weighted_modularity,selected_cluster_count,selected_max_cluster_ratio,selected_singleton_ratio,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_cv,cluster_size_distribution
xerces-j,10,seed10_solution021,0.20879942487419123,8.33523677194499,1.282242235417184,0.20879942487419123,-8.33523677194499,1.282242235417184,True,True,raw_leiden_perturb_0.005_0,raw_leiden_perturbation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 5, 5, 5, 1, 1, 6, 0, 7, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 6, 6, 1, 6, 6, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 3, 6, 1, 1, 6, 1, 1, 1, 1, 1, 8, 8, 8, 8, 8, 8, 1, 8, 1, 1, 1, 1, 9, 1, 9, 10, 11, 11, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 4, 10, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 9, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 1, 9, 10, 10, 10, 10, 10, 10, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 10, 10, 10, 6, 6, 6, 6, 6, 6, 1, 4, 4, 1, 4, 12, 12, 12, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 4, 4, 3, 4, 9, 9, 9, 9, 9, 9, 2, 14, 9, 9, 9, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 4, 3, 9, 1, 9, 9, 9, 9, 9, 9, 4, 4, 12, 4, 4, 4, 4, 4, 12, 4, 4, 4, 8, 8, 9, 8, 8, 8, 8, 4, 8, 8, 8, 15, 15, 15, 15, 15, 1, 15, 15, 15, 15, 15, 15, 15, 1, 15, 9, 9, 9, 2, 9, 15, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 3, 15, 3, 9, 9, 9, 9, 9, 9, 9, 4, 9, 4, 9, 9, 9, 9, 9, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 15, 15, 15, 1, 1, 3, 1, 1, 1, 1, 15, 15, 15, 1, 1, 1, 16, 16, 16, 16, 16, 16, 16, 16, 3, 2, 1, 0, 2, 2, 3, 3, 15, 3, 3, 3, 3, 3, 4, 1, 1, 1, 1, 1, 4, 4, 4, 4, 15, 15, 15, 15, 15, 15, 15, 15, 3, 3, 3, 3, 3, 15, 15, 0, 17, 15, 1, 15, 1, 1, 3, 3, 3, 3, 15, 15, 1, 1, 18, 1, 1, 1, 1, 3, 3, 15, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 15, 3, 3, 15, 1, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 1, 20, 20, 20, 20, 20, 3, 15, 21, 3, 9, 9, 16, 15, 2, 3, 15, 1, 15, 15, 3, 1, 15, 15, 6, 2, 2, 1, 2, 3, 2, 15, 3, 2, 2, 2, 2, 3, 15, 9, 9, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 3, 21, 3, 3, 15, 3, 6, 22, 1, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 1, 6, 15, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 3, 1, 3, 15, 15, 1, 2, 2, 2, 2, 1, 15, 1, 1, 1, 1, 2, 1, 1, 4, 4, 4, 3, 15, 4, 4, 9, 9, 9, 9, 9, 24, 9, 4, 9, 9, 4, 3, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 4, 9, 10, 9, 10, 10, 10, 10, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 25, 26, 27, 27, 2, 28, 29, 2, 27, 27, 27, 27, 27, 27, 27, 27, 27, 2, 2, 2, 2, 2, 2, 2]",highest_weighted_modularity_among_feasible_pareto_solutions,0.6615191429343901,30,0.14496314496314497,0.012285012285012284,0.6615191429343901,0.7912005751258088,3.789285222421154,30,27.133333333333333,118,1,0.14496314496314497,0.012285012285012284,1.282242235417184,"{""1"": 10, ""100"": 1, ""11"": 4, ""112"": 1, ""118"": 1, ""16"": 1, ""2"": 1, ""23"": 1, ""34"": 1, ""4"": 1, ""46"": 1, ""47"": 1, ""5"": 1, ""55"": 1, ""56"": 1, ""62"": 1, ""71"": 1, ""9"": 1}"
