variant,source,target,type_weight,call_weight,raw_weight
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,5,24,29
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,3,42,45
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,3,8,11
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,4,52,56
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,7,42,49
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,0,2,2
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.util.Log,0,142,142
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0,14,14
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,0,4,4
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,2,0,2
full,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,2,0,2
full,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,6,6,12
full,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,4,0,4
full,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,4,0,4
full,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.util.Log,0,2,2
full,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0,14,14
full,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0,2,2
full,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,1,16,17
full,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,0,2,2
full,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.Log,0,2,2
full,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0,14,14
full,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0,2,2
full,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,0,12,12
full,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,4,0,4
full,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,4,2,6
full,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.util.FinancialUtils,0,4,4
full,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.util.Log,0,2,2
full,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0,10,10
full,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0,2,2
full,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,0,18,18
full,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,4,2,6
full,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.util.Log,0,2,2
full,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0,16,16
full,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,0,34,34
full,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,0,18,18
full,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,0,16,16
full,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,0,16,16
full,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.util.Log,0,2,2
full,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0,16,16
full,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,0,12,12
full,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,0,4,4
full,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,0,16,16
full,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,com.ibm.websphere.samples.daytrader.util.TradeConfig,0,2,2
full,com.ibm.websphere.samples.daytrader.util.FinancialUtils,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,0,10,10
full,com.ibm.websphere.samples.daytrader.util.FinancialUtils,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,0,2,2
full,com.ibm.websphere.samples.daytrader.util.FinancialUtils,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,0,2,2
full,com.ibm.websphere.samples.daytrader.util.FinancialUtils,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,0,4,4
full,com.ibm.websphere.samples.daytrader.util.FinancialUtils,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,0,8,8
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.util.TradeConfig,0,30,30
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,0,6,6
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0,22,22
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,0,4,4
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,0,4,4
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,0,4,4
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,0,12,12
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,0,16,16
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,0,4,4
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,0,8,8
full,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,0,40,40
full,com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,0,2,2
full,com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0,34,34
full,com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,0,28,28
full,com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,0,4,4
full,com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,0,2,2
full,com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,0,78,78
full,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,6,4,10
full,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,0,22,22
full,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,6,4,10
full,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,6,10,16
full,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,0,2,2
full,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,0,2,2
full,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,3,4,7
full,com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,1,4,5
full,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,1,2,3
