subject,comparison_type,observation_id,ari,partition_distance
xerces-j,seed_variation,seed_02_vs_13,0.69009610946,0.30990389054
xerces-j,seed_variation,seed_02_vs_14,0.705916572881,0.294083427119
xerces-j,seed_variation,seed_02_vs_15,0.69710750285,0.30289249715
xerces-j,seed_variation,seed_02_vs_16,0.634034306056,0.365965693944
xerces-j,seed_variation,seed_02_vs_17,0.621703406878,0.378296593122
xerces-j,seed_variation,seed_02_vs_18,0.823727302144,0.176272697856
xerces-j,seed_variation,seed_02_vs_19,0.678060916811,0.321939083189
xerces-j,seed_variation,seed_02_vs_20,0.683075757808,0.316924242192
xerces-j,seed_variation,seed_02_vs_21,0.578070352457,0.421929647543
xerces-j,seed_variation,seed_02_vs_22,0.766767643646,0.233232356354
xerces-j,seed_variation,seed_02_vs_23,0.621703406878,0.378296593122
xerces-j,seed_variation,seed_02_vs_24,0.686050663075,0.313949336925
xerces-j,seed_variation,seed_02_vs_25,0.632624292036,0.367375707964
xerces-j,seed_variation,seed_02_vs_26,0.69710750285,0.30289249715
xerces-j,seed_variation,seed_02_vs_27,0.632624292036,0.367375707964
xerces-j,seed_variation,seed_02_vs_28,0.766767643646,0.233232356354
xerces-j,seed_variation,seed_02_vs_29,0.69009610946,0.30990389054
xerces-j,seed_variation,seed_03_vs_04,0.707195720717,0.292804279283
xerces-j,seed_variation,seed_03_vs_05,0.945437662713,0.0545623372873
xerces-j,seed_variation,seed_03_vs_06,0.618831575885,0.381168424115
xerces-j,seed_variation,seed_03_vs_07,0.6720527063,0.3279472937
xerces-j,seed_variation,seed_03_vs_08,0.736095822484,0.263904177516
xerces-j,seed_variation,seed_03_vs_09,0.728317213091,0.271682786909
xerces-j,seed_variation,seed_03_vs_10,0.713625575489,0.286374424511
xerces-j,seed_variation,seed_03_vs_11,0.702683525689,0.297316474311
xerces-j,seed_variation,seed_03_vs_12,0.730737084151,0.269262915849
xerces-j,seed_variation,seed_03_vs_13,0.743352009953,0.256647990047
xerces-j,seed_variation,seed_03_vs_14,0.922232405809,0.0777675941908
xerces-j,seed_variation,seed_03_vs_15,0.751785409752,0.248214590248
xerces-j,seed_variation,seed_03_vs_16,0.785439817808,0.214560182192
xerces-j,seed_variation,seed_03_vs_17,0.707195720717,0.292804279283
xerces-j,seed_variation,seed_03_vs_18,0.779843211194,0.220156788806
xerces-j,seed_variation,seed_03_vs_19,0.712797575775,0.287202424225
xerces-j,seed_variation,seed_03_vs_20,0.655919833476,0.344080166524
xerces-j,seed_variation,seed_03_vs_21,0.629239699528,0.370760300472
xerces-j,seed_variation,seed_03_vs_22,1,0
xerces-j,seed_variation,seed_03_vs_23,0.707195720717,0.292804279283
xerces-j,seed_variation,seed_03_vs_24,0.80190824889,0.19809175111
xerces-j,seed_variation,seed_03_vs_25,0.713625575489,0.286374424511
xerces-j,seed_variation,seed_03_vs_26,0.751785409752,0.248214590248
xerces-j,seed_variation,seed_03_vs_27,0.713625575489,0.286374424511
xerces-j,seed_variation,seed_03_vs_28,1,0
xerces-j,seed_variation,seed_03_vs_29,0.743352009953,0.256647990047
xerces-j,seed_variation,seed_04_vs_05,0.695004934401,0.304995065599
xerces-j,seed_variation,seed_04_vs_06,0.843173273235,0.156826726765
xerces-j,seed_variation,seed_04_vs_07,0.866376894501,0.133623105499
xerces-j,seed_variation,seed_04_vs_08,0.885772680826,0.114227319174
xerces-j,seed_variation,seed_04_vs_09,0.920651695527,0.079348304473
xerces-j,seed_variation,seed_04_vs_10,0.953382140603,0.0466178593973
xerces-j,seed_variation,seed_04_vs_11,0.938188702745,0.0618112972553
xerces-j,seed_variation,seed_04_vs_12,0.913432281436,0.0865677185638
xerces-j,seed_variation,seed_04_vs_13,0.873061280845,0.126938719155
xerces-j,seed_variation,seed_04_vs_14,0.693443374361,0.306556625639
xerces-j,seed_variation,seed_04_vs_15,0.800866435148,0.199133564852
xerces-j,seed_variation,seed_04_vs_16,0.652516528305,0.347483471695
xerces-j,seed_variation,seed_04_vs_17,1,0
xerces-j,seed_variation,seed_04_vs_18,0.680828404459,0.319171595541
xerces-j,seed_variation,seed_04_vs_19,0.700086620651,0.299913379349
xerces-j,seed_variation,seed_04_vs_20,0.895896250194,0.104103749806
xerces-j,seed_variation,seed_04_vs_21,0.857761583173,0.142238416827
xerces-j,seed_variation,seed_04_vs_22,0.707195720717,0.292804279283
xerces-j,seed_variation,seed_04_vs_23,1,0
xerces-j,seed_variation,seed_04_vs_24,0.748480751506,0.251519248494
xerces-j,seed_variation,seed_04_vs_25,0.953382140603,0.0466178593973
xerces-j,seed_variation,seed_04_vs_26,0.800866435148,0.199133564852
xerces-j,seed_variation,seed_04_vs_27,0.953382140603,0.0466178593973
xerces-j,seed_variation,seed_04_vs_28,0.707195720717,0.292804279283
xerces-j,seed_variation,seed_04_vs_29,0.873061280845,0.126938719155
xerces-j,seed_variation,seed_05_vs_06,0.609510754063,0.390489245937
xerces-j,seed_variation,seed_05_vs_07,0.668678538142,0.331321461858
xerces-j,seed_variation,seed_05_vs_08,0.731449128385,0.268550871615
xerces-j,seed_variation,seed_05_vs_09,0.718784836206,0.281215163794
xerces-j,seed_variation,seed_05_vs_10,0.703444071818,0.296555928182
xerces-j,seed_variation,seed_05_vs_11,0.687881987465,0.312118012535
xerces-j,seed_variation,seed_05_vs_12,0.717211172196,0.282788827804
xerces-j,seed_variation,seed_05_vs_13,0.739789074485,0.260210925515
xerces-j,seed_variation,seed_05_vs_14,0.880627657145,0.119372342855
xerces-j,seed_variation,seed_05_vs_15,0.755574128785,0.244425871215
xerces-j,seed_variation,seed_05_vs_16,0.753542422046,0.246457577954
xerces-j,seed_variation,seed_05_vs_17,0.695004934401,0.304995065599
xerces-j,seed_variation,seed_05_vs_18,0.811081106411,0.188918893589
xerces-j,seed_variation,seed_05_vs_19,0.698315495516,0.301684504484
xerces-j,seed_variation,seed_05_vs_20,0.651568310802,0.348431689198
xerces-j,seed_variation,seed_05_vs_21,0.618580258229,0.381419741771
xerces-j,seed_variation,seed_05_vs_22,0.945437662713,0.0545623372873
xerces-j,seed_variation,seed_05_vs_23,0.695004934401,0.304995065599
xerces-j,seed_variation,seed_05_vs_24,0.779479544984,0.220520455016
xerces-j,seed_variation,seed_05_vs_25,0.703444071818,0.296555928182
xerces-j,seed_variation,seed_05_vs_26,0.755574128785,0.244425871215
xerces-j,seed_variation,seed_05_vs_27,0.703444071818,0.296555928182
xerces-j,seed_variation,seed_05_vs_28,0.945437662713,0.0545623372873
xerces-j,seed_variation,seed_05_vs_29,0.739789074485,0.260210925515
xerces-j,seed_variation,seed_06_vs_07,0.836163064754,0.163836935246
xerces-j,seed_variation,seed_06_vs_08,0.789206897463,0.210793102537
xerces-j,seed_variation,seed_06_vs_09,0.855425373353,0.144574626647
xerces-j,seed_variation,seed_06_vs_10,0.886523004667,0.113476995333
xerces-j,seed_variation,seed_06_vs_11,0.813702393399,0.186297606601
xerces-j,seed_variation,seed_06_vs_12,0.810636247601,0.189363752399
xerces-j,seed_variation,seed_06_vs_13,0.810938864336,0.189061135664
xerces-j,seed_variation,seed_06_vs_14,0.585763389641,0.414236610359
xerces-j,seed_variation,seed_06_vs_15,0.742912920235,0.257087079765
xerces-j,seed_variation,seed_06_vs_16,0.764139699345,0.235860300655
xerces-j,seed_variation,seed_06_vs_17,0.843173273235,0.156826726765
xerces-j,seed_variation,seed_06_vs_18,0.595265308367,0.404734691633
xerces-j,seed_variation,seed_06_vs_19,0.602930832619,0.397069167381
xerces-j,seed_variation,seed_06_vs_20,0.864024247865,0.135975752135
xerces-j,seed_variation,seed_06_vs_21,0.926955104565,0.0730448954353
xerces-j,seed_variation,seed_06_vs_22,0.618831575885,0.381168424115
xerces-j,seed_variation,seed_06_vs_23,0.843173273235,0.156826726765
xerces-j,seed_variation,seed_06_vs_24,0.689662750988,0.310337249012
xerces-j,seed_variation,seed_06_vs_25,0.886523004667,0.113476995333
xerces-j,seed_variation,seed_06_vs_26,0.742912920235,0.257087079765
xerces-j,seed_variation,seed_06_vs_27,0.886523004667,0.113476995333
xerces-j,seed_variation,seed_06_vs_28,0.618831575885,0.381168424115
xerces-j,seed_variation,seed_06_vs_29,0.810938864336,0.189061135664
xerces-j,seed_variation,seed_07_vs_08,0.858367122342,0.141632877658
xerces-j,seed_variation,seed_07_vs_09,0.946140086958,0.0538599130422
xerces-j,seed_variation,seed_07_vs_10,0.913478494172,0.0865215058281
xerces-j,seed_variation,seed_07_vs_11,0.834050108979,0.165949891021
xerces-j,seed_variation,seed_07_vs_12,0.874743673722,0.125256326278
xerces-j,seed_variation,seed_07_vs_13,0.881341666063,0.118658333937
xerces-j,seed_variation,seed_07_vs_14,0.635984395071,0.364015604929
xerces-j,seed_variation,seed_07_vs_15,0.806183824856,0.193816175144
xerces-j,seed_variation,seed_07_vs_16,0.642568395215,0.357431604785
xerces-j,seed_variation,seed_07_vs_17,0.866376894501,0.133623105499
xerces-j,seed_variation,seed_07_vs_18,0.648555610639,0.351444389361
xerces-j,seed_variation,seed_07_vs_19,0.655012963195,0.344987036805
xerces-j,seed_variation,seed_07_vs_20,0.962978999247,0.0370210007527
xerces-j,seed_variation,seed_07_vs_21,0.819128788697,0.180871211303
xerces-j,seed_variation,seed_07_vs_22,0.6720527063,0.3279472937
xerces-j,seed_variation,seed_07_vs_23,0.866376894501,0.133623105499
xerces-j,seed_variation,seed_07_vs_24,0.750350850643,0.249649149357
xerces-j,seed_variation,seed_07_vs_25,0.913478494172,0.0865215058281
xerces-j,seed_variation,seed_07_vs_26,0.806183824856,0.193816175144
xerces-j,seed_variation,seed_07_vs_27,0.913478494172,0.0865215058281
xerces-j,seed_variation,seed_07_vs_28,0.6720527063,0.3279472937
xerces-j,seed_variation,seed_07_vs_29,0.881341666063,0.118658333937
xerces-j,seed_variation,seed_08_vs_09,0.912521645589,0.0874783544108
xerces-j,seed_variation,seed_08_vs_10,0.895395068521,0.104604931479
xerces-j,seed_variation,seed_08_vs_11,0.860954876232,0.139045123768
xerces-j,seed_variation,seed_08_vs_12,0.866770063544,0.133229936456
xerces-j,seed_variation,seed_08_vs_13,0.978898224823,0.0211017751767
xerces-j,seed_variation,seed_08_vs_14,0.721391875162,0.278608124838
xerces-j,seed_variation,seed_08_vs_15,0.902062114107,0.0979378858926
xerces-j,seed_variation,seed_08_vs_16,0.661687508916,0.338312491084
xerces-j,seed_variation,seed_08_vs_17,0.885772680826,0.114227319174
xerces-j,seed_variation,seed_08_vs_18,0.758996440363,0.241003559637
xerces-j,seed_variation,seed_08_vs_19,0.680567536602,0.319432463398
xerces-j,seed_variation,seed_08_vs_20,0.837793459237,0.162206540763
xerces-j,seed_variation,seed_08_vs_21,0.798516110471,0.201483889529
xerces-j,seed_variation,seed_08_vs_22,0.736095822484,0.263904177516
xerces-j,seed_variation,seed_08_vs_23,0.885772680826,0.114227319174
xerces-j,seed_variation,seed_08_vs_24,0.776420616037,0.223579383963
xerces-j,seed_variation,seed_08_vs_25,0.895395068521,0.104604931479
xerces-j,seed_variation,seed_08_vs_26,0.902062114107,0.0979378858926
xerces-j,seed_variation,seed_08_vs_27,0.895395068521,0.104604931479
xerces-j,seed_variation,seed_08_vs_28,0.736095822484,0.263904177516
xerces-j,seed_variation,seed_08_vs_29,0.978898224823,0.0211017751767
xerces-j,seed_variation,seed_09_vs_10,0.96739625564,0.0326037443596
xerces-j,seed_variation,seed_09_vs_11,0.887263196119,0.112736803881
xerces-j,seed_variation,seed_09_vs_12,0.927744894918,0.0722551050822
xerces-j,seed_variation,seed_09_vs_13,0.934719193516,0.0652808064842
xerces-j,seed_variation,seed_09_vs_14,0.692977067065,0.307022932935
xerces-j,seed_variation,seed_09_vs_15,0.859695004143,0.140304995857
xerces-j,seed_variation,seed_09_vs_16,0.670273213765,0.329726786235
xerces-j,seed_variation,seed_09_vs_17,0.920651695527,0.079348304473
xerces-j,seed_variation,seed_09_vs_18,0.695738119884,0.304261880116
xerces-j,seed_variation,seed_09_vs_19,0.709416576103,0.290583423897
xerces-j,seed_variation,seed_09_vs_20,0.909843962348,0.090156037652
xerces-j,seed_variation,seed_09_vs_21,0.844182536642,0.155817463358
xerces-j,seed_variation,seed_09_vs_22,0.728317213091,0.271682786909
xerces-j,seed_variation,seed_09_vs_23,0.920651695527,0.079348304473
xerces-j,seed_variation,seed_09_vs_24,0.808206217465,0.191793782535
xerces-j,seed_variation,seed_09_vs_25,0.96739625564,0.0326037443596
xerces-j,seed_variation,seed_09_vs_26,0.859695004143,0.140304995857
xerces-j,seed_variation,seed_09_vs_27,0.96739625564,0.0326037443596
xerces-j,seed_variation,seed_09_vs_28,0.728317213091,0.271682786909
xerces-j,seed_variation,seed_09_vs_29,0.934719193516,0.0652808064842
xerces-j,seed_variation,seed_10_vs_11,0.919337530296,0.0806624697039
xerces-j,seed_variation,seed_10_vs_12,0.916485597802,0.0835144021976
xerces-j,seed_variation,seed_10_vs_13,0.917629914831,0.0823700851686
xerces-j,seed_variation,seed_10_vs_14,0.678763836442,0.321236163558
xerces-j,seed_variation,seed_10_vs_15,0.843946416774,0.156053583226
xerces-j,seed_variation,seed_10_vs_16,0.657833062167,0.342166937833
xerces-j,seed_variation,seed_10_vs_17,0.953382140603,0.0466178593973
xerces-j,seed_variation,seed_10_vs_18,0.683539619234,0.316460380766
xerces-j,seed_variation,seed_10_vs_19,0.693876974389,0.306123025611
xerces-j,seed_variation,seed_10_vs_20,0.942866824412,0.0571331755882
xerces-j,seed_variation,seed_10_vs_21,0.814587042331,0.185412957669
xerces-j,seed_variation,seed_10_vs_22,0.713625575489,0.286374424511
xerces-j,seed_variation,seed_10_vs_23,0.953382140603,0.0466178593973
xerces-j,seed_variation,seed_10_vs_24,0.793029948699,0.206970051301
xerces-j,seed_variation,seed_10_vs_25,1,0
xerces-j,seed_variation,seed_10_vs_26,0.843946416774,0.156053583226
xerces-j,seed_variation,seed_10_vs_27,1,0
xerces-j,seed_variation,seed_10_vs_28,0.713625575489,0.286374424511
xerces-j,seed_variation,seed_10_vs_29,0.917629914831,0.0823700851686
xerces-j,seed_variation,seed_11_vs_12,0.960077976281,0.0399220237194
xerces-j,seed_variation,seed_11_vs_13,0.841561565529,0.158438434471
xerces-j,seed_variation,seed_11_vs_14,0.726068424218,0.273931575782
xerces-j,seed_variation,seed_11_vs_15,0.771475867011,0.228524132989
xerces-j,seed_variation,seed_11_vs_16,0.65691693368,0.34308306632
xerces-j,seed_variation,seed_11_vs_17,0.938188702745,0.0618112972553
xerces-j,seed_variation,seed_11_vs_18,0.663132934131,0.336867065869
xerces-j,seed_variation,seed_11_vs_19,0.693703470509,0.306296529491
xerces-j,seed_variation,seed_11_vs_20,0.862969158349,0.137030841651
xerces-j,seed_variation,seed_11_vs_21,0.802793911632,0.197206088368
xerces-j,seed_variation,seed_11_vs_22,0.702683525689,0.297316474311
xerces-j,seed_variation,seed_11_vs_23,0.938188702745,0.0618112972553
xerces-j,seed_variation,seed_11_vs_24,0.719325586729,0.280674413271
xerces-j,seed_variation,seed_11_vs_25,0.919337530296,0.0806624697039
xerces-j,seed_variation,seed_11_vs_26,0.771475867011,0.228524132989
xerces-j,seed_variation,seed_11_vs_27,0.919337530296,0.0806624697039
xerces-j,seed_variation,seed_11_vs_28,0.702683525689,0.297316474311
xerces-j,seed_variation,seed_11_vs_29,0.841561565529,0.158438434471
xerces-j,seed_variation,seed_12_vs_13,0.873704646538,0.126295353462
xerces-j,seed_variation,seed_12_vs_14,0.725114186974,0.274885813026
xerces-j,seed_variation,seed_12_vs_15,0.802250499978,0.197749500022
xerces-j,seed_variation,seed_12_vs_16,0.685109151333,0.314890848667
xerces-j,seed_variation,seed_12_vs_17,0.913432281436,0.0865677185638
xerces-j,seed_variation,seed_12_vs_18,0.665547396425,0.334452603575
xerces-j,seed_variation,seed_12_vs_19,0.712872813518,0.287127186482
xerces-j,seed_variation,seed_12_vs_20,0.860124396553,0.139875603447
xerces-j,seed_variation,seed_12_vs_21,0.820638093055,0.179361906945
xerces-j,seed_variation,seed_12_vs_22,0.730737084151,0.269262915849
xerces-j,seed_variation,seed_12_vs_23,0.913432281436,0.0865677185638
xerces-j,seed_variation,seed_12_vs_24,0.75138402425,0.24861597575
xerces-j,seed_variation,seed_12_vs_25,0.916485597802,0.0835144021976
xerces-j,seed_variation,seed_12_vs_26,0.802250499978,0.197749500022
xerces-j,seed_variation,seed_12_vs_27,0.916485597802,0.0835144021976
xerces-j,seed_variation,seed_12_vs_28,0.730737084151,0.269262915849
xerces-j,seed_variation,seed_12_vs_29,0.873704646538,0.126295353462
xerces-j,seed_variation,seed_13_vs_14,0.702799924398,0.297200075602
xerces-j,seed_variation,seed_13_vs_15,0.923604846939,0.0763951530605
xerces-j,seed_variation,seed_13_vs_16,0.669005732662,0.330994267338
xerces-j,seed_variation,seed_13_vs_17,0.873061280845,0.126938719155
xerces-j,seed_variation,seed_13_vs_18,0.741176245669,0.258823754331
xerces-j,seed_variation,seed_13_vs_19,0.673118461513,0.326881538487
xerces-j,seed_variation,seed_13_vs_20,0.860838091166,0.139161908834
xerces-j,seed_variation,seed_13_vs_21,0.787260595224,0.212739404776
xerces-j,seed_variation,seed_13_vs_22,0.743352009953,0.256647990047
xerces-j,seed_variation,seed_13_vs_23,0.873061280845,0.126938719155
xerces-j,seed_variation,seed_13_vs_24,0.80065266897,0.19934733103
xerces-j,seed_variation,seed_13_vs_25,0.917629914831,0.0823700851686
xerces-j,seed_variation,seed_13_vs_26,0.923604846939,0.0763951530605
xerces-j,seed_variation,seed_13_vs_27,0.917629914831,0.0823700851686
xerces-j,seed_variation,seed_13_vs_28,0.743352009953,0.256647990047
xerces-j,seed_variation,seed_13_vs_29,1,0
xerces-j,seed_variation,seed_14_vs_15,0.707646548404,0.292353451596
xerces-j,seed_variation,seed_14_vs_16,0.759138659332,0.240861340668
xerces-j,seed_variation,seed_14_vs_17,0.693443374361,0.306556625639
xerces-j,seed_variation,seed_14_vs_18,0.785521022845,0.214478977155
xerces-j,seed_variation,seed_14_vs_19,0.706644388586,0.293355611414
xerces-j,seed_variation,seed_14_vs_20,0.620505098474,0.379494901526
xerces-j,seed_variation,seed_14_vs_21,0.615633084539,0.384366915461
xerces-j,seed_variation,seed_14_vs_22,0.922232405809,0.0777675941908
xerces-j,seed_variation,seed_14_vs_23,0.693443374361,0.306556625639
xerces-j,seed_variation,seed_14_vs_24,0.788864868048,0.211135131952
xerces-j,seed_variation,seed_14_vs_25,0.678763836442,0.321236163558
xerces-j,seed_variation,seed_14_vs_26,0.707646548404,0.292353451596
xerces-j,seed_variation,seed_14_vs_27,0.678763836442,0.321236163558
xerces-j,seed_variation,seed_14_vs_28,0.922232405809,0.0777675941908
xerces-j,seed_variation,seed_14_vs_29,0.702799924398,0.297200075602
xerces-j,seed_variation,seed_15_vs_16,0.654421206809,0.345578793191
xerces-j,seed_variation,seed_15_vs_17,0.800866435148,0.199133564852
xerces-j,seed_variation,seed_15_vs_18,0.777363706832,0.222636293168
xerces-j,seed_variation,seed_15_vs_19,0.670282363553,0.329717636447
xerces-j,seed_variation,seed_15_vs_20,0.78706618787,0.21293381213
xerces-j,seed_variation,seed_15_vs_21,0.71942515471,0.28057484529
xerces-j,seed_variation,seed_15_vs_22,0.751785409752,0.248214590248
xerces-j,seed_variation,seed_15_vs_23,0.800866435148,0.199133564852
xerces-j,seed_variation,seed_15_vs_24,0.769620044979,0.230379955021
xerces-j,seed_variation,seed_15_vs_25,0.843946416774,0.156053583226
xerces-j,seed_variation,seed_15_vs_26,1,0
xerces-j,seed_variation,seed_15_vs_27,0.843946416774,0.156053583226
xerces-j,seed_variation,seed_15_vs_28,0.751785409752,0.248214590248
xerces-j,seed_variation,seed_15_vs_29,0.923604846939,0.0763951530605
xerces-j,seed_variation,seed_16_vs_17,0.652516528305,0.347483471695
xerces-j,seed_variation,seed_16_vs_18,0.643937365973,0.356062634027
xerces-j,seed_variation,seed_16_vs_19,0.690360351983,0.309639648017
xerces-j,seed_variation,seed_16_vs_20,0.629321280481,0.370678719519
xerces-j,seed_variation,seed_16_vs_21,0.775133598233,0.224866401767
xerces-j,seed_variation,seed_16_vs_22,0.785439817808,0.214560182192
xerces-j,seed_variation,seed_16_vs_23,0.652516528305,0.347483471695
xerces-j,seed_variation,seed_16_vs_24,0.793637643057,0.206362356943
xerces-j,seed_variation,seed_16_vs_25,0.657833062167,0.342166937833
xerces-j,seed_variation,seed_16_vs_26,0.654421206809,0.345578793191
xerces-j,seed_variation,seed_16_vs_27,0.657833062167,0.342166937833
xerces-j,seed_variation,seed_16_vs_28,0.785439817808,0.214560182192
xerces-j,seed_variation,seed_16_vs_29,0.669005732662,0.330994267338
xerces-j,seed_variation,seed_17_vs_18,0.680828404459,0.319171595541
xerces-j,seed_variation,seed_17_vs_19,0.700086620651,0.299913379349
xerces-j,seed_variation,seed_17_vs_20,0.895896250194,0.104103749806
xerces-j,seed_variation,seed_17_vs_21,0.857761583173,0.142238416827
xerces-j,seed_variation,seed_17_vs_22,0.707195720717,0.292804279283
xerces-j,seed_variation,seed_17_vs_23,1,0
xerces-j,seed_variation,seed_17_vs_24,0.748480751506,0.251519248494
xerces-j,seed_variation,seed_17_vs_25,0.953382140603,0.0466178593973
xerces-j,seed_variation,seed_17_vs_26,0.800866435148,0.199133564852
xerces-j,seed_variation,seed_17_vs_27,0.953382140603,0.0466178593973
xerces-j,seed_variation,seed_17_vs_28,0.707195720717,0.292804279283
xerces-j,seed_variation,seed_17_vs_29,0.873061280845,0.126938719155
xerces-j,seed_variation,seed_18_vs_19,0.716930509969,0.283069490031
xerces-j,seed_variation,seed_18_vs_20,0.640008893387,0.359991106613
xerces-j,seed_variation,seed_18_vs_21,0.606598074478,0.393401925522
xerces-j,seed_variation,seed_18_vs_22,0.779843211194,0.220156788806
xerces-j,seed_variation,seed_18_vs_23,0.680828404459,0.319171595541
xerces-j,seed_variation,seed_18_vs_24,0.709351667142,0.290648332858
xerces-j,seed_variation,seed_18_vs_25,0.683539619234,0.316460380766
xerces-j,seed_variation,seed_18_vs_26,0.777363706832,0.222636293168
xerces-j,seed_variation,seed_18_vs_27,0.683539619234,0.316460380766
xerces-j,seed_variation,seed_18_vs_28,0.779843211194,0.220156788806
xerces-j,seed_variation,seed_18_vs_29,0.741176245669,0.258823754331
xerces-j,seed_variation,seed_19_vs_20,0.637783778249,0.362216221751
xerces-j,seed_variation,seed_19_vs_21,0.626029070675,0.373970929325
xerces-j,seed_variation,seed_19_vs_22,0.712797575775,0.287202424225
xerces-j,seed_variation,seed_19_vs_23,0.700086620651,0.299913379349
xerces-j,seed_variation,seed_19_vs_24,0.716906749756,0.283093250244
xerces-j,seed_variation,seed_19_vs_25,0.693876974389,0.306123025611
xerces-j,seed_variation,seed_19_vs_26,0.670282363553,0.329717636447
xerces-j,seed_variation,seed_19_vs_27,0.693876974389,0.306123025611
xerces-j,seed_variation,seed_19_vs_28,0.712797575775,0.287202424225
xerces-j,seed_variation,seed_19_vs_29,0.673118461513,0.326881538487
xerces-j,seed_variation,seed_20_vs_21,0.785959841336,0.214040158664
xerces-j,seed_variation,seed_20_vs_22,0.655919833476,0.344080166524
xerces-j,seed_variation,seed_20_vs_23,0.895896250194,0.104103749806
xerces-j,seed_variation,seed_20_vs_24,0.734511075178,0.265488924822
xerces-j,seed_variation,seed_20_vs_25,0.942866824412,0.0571331755882
xerces-j,seed_variation,seed_20_vs_26,0.78706618787,0.21293381213
xerces-j,seed_variation,seed_20_vs_27,0.942866824412,0.0571331755882
xerces-j,seed_variation,seed_20_vs_28,0.655919833476,0.344080166524
xerces-j,seed_variation,seed_20_vs_29,0.860838091166,0.139161908834
xerces-j,seed_variation,seed_21_vs_22,0.629239699528,0.370760300472
xerces-j,seed_variation,seed_21_vs_23,0.857761583173,0.142238416827
xerces-j,seed_variation,seed_21_vs_24,0.664648553473,0.335351446527
xerces-j,seed_variation,seed_21_vs_25,0.814587042331,0.185412957669
xerces-j,seed_variation,seed_21_vs_26,0.71942515471,0.28057484529
xerces-j,seed_variation,seed_21_vs_27,0.814587042331,0.185412957669
xerces-j,seed_variation,seed_21_vs_28,0.629239699528,0.370760300472
xerces-j,seed_variation,seed_21_vs_29,0.787260595224,0.212739404776
xerces-j,seed_variation,seed_22_vs_23,0.707195720717,0.292804279283
xerces-j,seed_variation,seed_22_vs_24,0.80190824889,0.19809175111
xerces-j,seed_variation,seed_22_vs_25,0.713625575489,0.286374424511
xerces-j,seed_variation,seed_22_vs_26,0.751785409752,0.248214590248
xerces-j,seed_variation,seed_22_vs_27,0.713625575489,0.286374424511
xerces-j,seed_variation,seed_22_vs_28,1,0
xerces-j,seed_variation,seed_22_vs_29,0.743352009953,0.256647990047
xerces-j,seed_variation,seed_23_vs_24,0.748480751506,0.251519248494
xerces-j,seed_variation,seed_23_vs_25,0.953382140603,0.0466178593973
xerces-j,seed_variation,seed_23_vs_26,0.800866435148,0.199133564852
xerces-j,seed_variation,seed_23_vs_27,0.953382140603,0.0466178593973
xerces-j,seed_variation,seed_23_vs_28,0.707195720717,0.292804279283
xerces-j,seed_variation,seed_23_vs_29,0.873061280845,0.126938719155
xerces-j,seed_variation,seed_24_vs_25,0.793029948699,0.206970051301
xerces-j,seed_variation,seed_24_vs_26,0.769620044979,0.230379955021
xerces-j,seed_variation,seed_24_vs_27,0.793029948699,0.206970051301
xerces-j,seed_variation,seed_24_vs_28,0.80190824889,0.19809175111
xerces-j,seed_variation,seed_24_vs_29,0.80065266897,0.19934733103
xerces-j,seed_variation,seed_25_vs_26,0.843946416774,0.156053583226
xerces-j,seed_variation,seed_25_vs_27,1,0
xerces-j,seed_variation,seed_25_vs_28,0.713625575489,0.286374424511
xerces-j,seed_variation,seed_25_vs_29,0.917629914831,0.0823700851686
xerces-j,seed_variation,seed_26_vs_27,0.843946416774,0.156053583226
xerces-j,seed_variation,seed_26_vs_28,0.751785409752,0.248214590248
xerces-j,seed_variation,seed_26_vs_29,0.923604846939,0.0763951530605
xerces-j,seed_variation,seed_27_vs_28,0.713625575489,0.286374424511
xerces-j,seed_variation,seed_27_vs_29,0.917629914831,0.0823700851686
xerces-j,seed_variation,seed_28_vs_29,0.743352009953,0.256647990047
xerces-j,ssa_effect,seed_00,0.880857303877,0.119142696123
xerces-j,ssa_effect,seed_01,0.729047885019,0.270952114981
xerces-j,ssa_effect,seed_02,0.605573188078,0.394426811922
xerces-j,ssa_effect,seed_03,0.736619486359,0.263380513641
xerces-j,ssa_effect,seed_04,0.763198084649,0.236801915351
xerces-j,ssa_effect,seed_05,0.597213223425,0.402786776575
xerces-j,ssa_effect,seed_06,0.755188241267,0.244811758733
xerces-j,ssa_effect,seed_07,0.76805397386,0.23194602614
xerces-j,ssa_effect,seed_08,0.740305715236,0.259694284764
xerces-j,ssa_effect,seed_09,0.70901541372,0.29098458628
xerces-j,ssa_effect,seed_10,0.730685183063,0.269314816937
xerces-j,ssa_effect,seed_11,0.714891009182,0.285108990818
xerces-j,ssa_effect,seed_12,0.690882731408,0.309117268592
xerces-j,ssa_effect,seed_13,0.64489701594,0.35510298406
xerces-j,ssa_effect,seed_14,0.736455328828,0.263544671172
xerces-j,ssa_effect,seed_15,0.6324888025,0.3675111975
xerces-j,ssa_effect,seed_16,0.742553656482,0.257446343518
xerces-j,ssa_effect,seed_17,0.650494404935,0.349505595065
xerces-j,ssa_effect,seed_18,0.653141375153,0.346858624847
xerces-j,ssa_effect,seed_19,0.657836041088,0.342163958912
xerces-j,ssa_effect,seed_20,0.779968729565,0.220031270435
xerces-j,ssa_effect,seed_21,0.690408089426,0.309591910574
xerces-j,ssa_effect,seed_22,0.797052940244,0.202947059756
xerces-j,ssa_effect,seed_23,0.820237815041,0.179762184959
