source_report,stage,subject,seed,leiden_present,exact_leiden_candidate_count,candidate_at_or_above_leiden_count,best_q,leiden_q,best_q_loss,tolerance,front_size,population_size_limit_plausible,projection_size,selector_eligibility,mapping_scope_ok,explanation
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,11,False,0,0,0.17239093285766807,0.32459676389891207,0.46890741981840856,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,12,False,0,0,0.30005814616494875,0.32459676389891207,0.075597234671154298,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,14,False,0,0,0.31639768657834177,0.32459676389891207,0.02525927006198897,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,15,False,0,0,0.19694082664996393,0.32459676389891207,0.39327544648197277,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,16,False,0,0,0.28224452706934816,0.32459676389891207,0.13047646045773117,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,17,False,0,0,0.31109368404569654,0.32459676389891207,0.041599551674583977,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,19,False,0,0,0.27010404184992037,0.32459676389891207,0.16787820492863001,9.9999999999999998e-13,85,False,85,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,22,False,0,0,0.31455468930842445,0.32459676389891207,0.030937075495968223,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,23,False,0,0,0.19502655618115222,0.32459676389891207,0.3991728264983917,9.9999999999999998e-13,98,False,98,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,25,False,0,0,0.31432267908933703,0.32459676389891207,0.031651839920297707,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,26,False,0,0,0.14385601622390762,0.32459676389891207,0.55681623409927727,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,27,False,0,0,0.26974746309963099,0.32459676389891207,0.16897673328734289,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,28,False,0,0,0.32186604298007926,0.32459676389891207,0.0084126560167532213,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,daytrader,29,False,0,0,0.32146031763592542,0.32459676389891207,0.0096625925203721961,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,xerces,0,False,0,0,0.6544470652200316,0.66151914293437164,0.010690662227807445,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,xerces,9,False,0,0,0.66093701762537338,0.66151914293437164,0.00087998256016608145,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,xerces,15,False,0,0,0.65984446878128422,0.66151914293437164,0.0025315581128293376,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,xerces,18,False,0,0,0.65229451237569658,0.66151914293437164,0.013944616202270997,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,xerces,20,False,0,0,0.6579122912468518,0.66151914293437164,0.0054523768904412061,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage2_budgeted_balance_per_seed.csv,stage2,xerces,28,False,0,0,0.65210526208071706,0.66151914293437164,0.014230700583956517,9.9999999999999998e-13,100,True,100,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,jpetstore,10,False,0,0,0.43991159884164005,0.44206980643194638,0.0048820515649457006,9.9999999999999998e-13,100,True,38,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,jpetstore,28,False,0,0,0.43991159884164005,0.44206980643194638,0.0048820515649457006,9.9999999999999998e-13,100,True,53,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,0,False,0,0,0.31773815460709953,0.32459676389891207,0.021129629295837605,9.9999999999999998e-13,100,True,70,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,1,False,0,0,0.30159551970289078,0.32459676389891207,0.070860978155606241,9.9999999999999998e-13,100,True,63,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,3,False,0,0,0.28163891763456378,0.32459676389891207,0.13234218896195307,9.9999999999999998e-13,100,True,67,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,6,False,0,0,0.30008559166541848,0.32459676389891207,0.075512682070752263,9.9999999999999998e-13,100,True,63,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,7,False,0,0,0.31305997331191021,0.32459676389891207,0.035541914985309939,9.9999999999999998e-13,100,True,69,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,8,False,0,0,0.31661352735529202,0.32459676389891207,0.024594319572779941,9.9999999999999998e-13,100,True,80,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,9,False,0,0,0.22854198012690458,0.32459676389891207,0.29592033703059795,9.9999999999999998e-13,100,True,69,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,10,False,0,0,0.3190770269672254,0.32459676389891207,0.017004904378546608,9.9999999999999998e-13,98,False,73,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,11,False,0,0,0.31943530776405549,0.32459676389891207,0.015901132447715936,9.9999999999999998e-13,100,True,77,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,12,False,0,0,0.31693915013412127,0.32459676389891207,0.02359115868196263,9.9999999999999998e-13,100,True,68,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,13,False,0,0,0.28909813659944716,0.32459676389891207,0.10936223415499023,9.9999999999999998e-13,100,True,72,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,15,False,0,0,0.32068269512261544,0.32459676389891207,0.012058249531765432,9.9999999999999998e-13,100,True,68,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,16,False,0,0,0.26221941762775558,0.32459676389891207,0.19216872504182583,9.9999999999999998e-13,100,True,75,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,17,False,0,0,0.3035422354338857,0.32459676389891207,0.064863642545688771,9.9999999999999998e-13,100,True,72,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,18,False,0,0,0.31638438933974211,0.32459676389891207,0.025300235469160447,9.9999999999999998e-13,100,True,67,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,19,False,0,0,0.25644352269168447,0.32459676389891207,0.20996278702412544,9.9999999999999998e-13,100,True,78,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,20,False,0,0,0.12611175552484305,0.32459676389891207,0.61148178432204714,9.9999999999999998e-13,100,True,68,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,21,False,0,0,0.3239338167712858,0.32459676389891207,0.0020423713399457268,9.9999999999999998e-13,100,True,69,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,22,False,0,0,0.32286216571805942,0.32459676389891207,0.0053438554347166618,9.9999999999999998e-13,100,True,66,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,24,False,0,0,0.30665081068476735,0.32459676389891207,0.055286913518748315,9.9999999999999998e-13,100,True,71,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,25,False,0,0,0.31378174742310155,0.32459676389891207,0.033318312684037087,9.9999999999999998e-13,100,True,64,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,26,False,0,0,0.31491552317506571,0.32459676389891207,0.02982543820696051,9.9999999999999998e-13,100,True,74,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,27,False,0,0,0.31200651288108822,0.32459676389891207,0.038787358403070168,9.9999999999999998e-13,100,True,70,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,28,False,0,0,0.32282759289770019,0.32459676389891207,0.0054503654933628484,9.9999999999999998e-13,100,True,56,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,daytrader,29,False,0,0,0.321037571826364,0.32459676389891207,0.010964964745170698,9.9999999999999998e-13,100,True,72,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,0,False,0,0,0.66066819406464794,0.66151914293437164,0.0012863556237375905,9.9999999999999998e-13,100,True,76,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,2,False,0,0,0.66032633531467833,0.66151914293437164,0.0018031339416758969,9.9999999999999998e-13,100,True,81,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,4,False,0,0,0.65633221805372011,0.66151914293437164,0.0078409293760469765,9.9999999999999998e-13,100,True,90,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,5,False,0,0,0.66114924649112783,0.66151914293437164,0.00055916211525341769,9.9999999999999998e-13,100,True,82,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,6,False,0,0,0.6577246203771705,0.66151914293437164,0.0057360736990457583,9.9999999999999998e-13,100,True,83,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,9,False,0,0,0.65857917380965547,0.66151914293437164,0.004444269158523563,9.9999999999999998e-13,100,True,77,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,10,False,0,0,0.66067126608819871,0.66151914293437164,0.0012817117315939129,9.9999999999999998e-13,100,True,83,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,11,False,0,0,0.65765948934327223,0.66151914293437164,0.0058345304626843137,9.9999999999999998e-13,100,True,81,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,14,False,0,0,0.66119942260014963,0.66151914293437164,0.00048331229358501834,9.9999999999999998e-13,100,True,89,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,17,False,0,0,0.6614287444034026,0.66151914293437164,0.00013665293277538055,9.9999999999999998e-13,100,True,80,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,18,False,0,0,0.66108640397006324,0.66151914293437164,0.00065415939800147311,9.9999999999999998e-13,100,True,85,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,19,False,0,0,0.66141178170647186,0.66151914293437164,0.00016229496764605917,9.9999999999999998e-13,100,True,85,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,20,False,0,0,0.65361669146578005,0.66151914293437164,0.011945915024526474,9.9999999999999998e-13,100,True,81,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,21,False,0,0,0.66046242389066823,0.66151914293437164,0.0015974126448042171,9.9999999999999998e-13,100,True,90,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,22,False,0,0,0.66061661714596409,0.66151914293437164,0.0013643230102217724,9.9999999999999998e-13,100,True,82,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,23,False,0,0,0.66117486170984163,0.66151914293437164,0.00052044030502706583,9.9999999999999998e-13,100,True,77,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,25,False,0,0,0.66148442245285366,0.66151914293437164,5.2485981530280233e-05,9.9999999999999998e-13,100,True,89,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,26,False,0,0,0.65987095185698752,0.66151914293437164,0.0024915243874471444,9.9999999999999998e-13,100,True,87,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3a,xerces,28,False,0,0,0.66134258964763215,0.66151914293437164,0.00026689066918960622,9.9999999999999998e-13,100,True,89,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,jpetstore,12,False,0,0,0.43705532693187016,0.44206980643194638,0.011343184780135315,9.9999999999999998e-13,100,True,50,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,jpetstore,14,False,0,0,0.43989330894680689,0.44206980643194638,0.0049234248832928165,9.9999999999999998e-13,100,True,52,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,jpetstore,16,False,0,0,0.4376863283036122,0.44206980643194638,0.0099158052971640327,9.9999999999999998e-13,99,False,45,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,jpetstore,19,False,0,0,0.43991159884164005,0.44206980643194638,0.0048820515649457006,9.9999999999999998e-13,100,True,62,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,0,False,0,0,0.31298572153156956,0.32459676389891207,0.035770665818955882,9.9999999999999998e-13,100,True,64,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,1,False,0,0,0.31524954980868997,0.32459676389891207,0.028796387178810775,9.9999999999999998e-13,100,True,77,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,2,False,0,0,0.25698775207309271,0.32459676389891207,0.20828615483940738,9.9999999999999998e-13,100,True,76,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,3,False,0,0,0.16353784415381054,0.32459676389891207,0.49618153246672386,9.9999999999999998e-13,100,True,74,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,4,False,0,0,0.30470196739559646,0.32459676389891207,0.061290803593813288,9.9999999999999998e-13,100,True,74,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,5,False,0,0,0.31327326101904929,0.32459676389891207,0.034884829854277953,9.9999999999999998e-13,100,True,67,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,6,False,0,0,0.31407269100366281,0.32459676389891207,0.032421989575123218,9.9999999999999998e-13,99,False,61,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,7,False,0,0,0.32176264365272805,0.32459676389891207,0.0087312030229193295,9.9999999999999998e-13,100,True,76,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,8,False,0,0,0.15980663900273687,0.32459676389891207,0.5076764257190659,9.9999999999999998e-13,100,True,68,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,9,False,0,0,0.32145882834520229,0.32459676389891207,0.0096671806459753123,9.9999999999999998e-13,100,True,66,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,10,False,0,0,0.32120075553845945,0.32459676389891207,0.010462237268361135,9.9999999999999998e-13,100,True,67,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,11,False,0,0,0.31499094511240316,0.32459676389891207,0.029593082417483391,9.9999999999999998e-13,100,True,67,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,12,False,0,0,0.30174849113574159,0.32459676389891207,0.070389712111504674,9.9999999999999998e-13,100,True,76,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,13,False,0,0,0.30104969465285059,0.32459676389891207,0.072542526189184858,9.9999999999999998e-13,100,True,68,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,15,False,0,0,0.32176264365272805,0.32459676389891207,0.0087312030229193295,9.9999999999999998e-13,100,True,67,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,17,False,0,0,0.32335618472651517,0.32459676389891207,0.0038219086274786239,9.9999999999999998e-13,100,True,74,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,18,False,0,0,0.31295210611238955,0.32459676389891207,0.035874226368285571,9.9999999999999998e-13,100,True,62,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,19,False,0,0,0.31246978867390146,0.32459676389891207,0.037360123617212845,9.9999999999999998e-13,100,True,67,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,20,False,0,0,0.14590549301480099,0.32459676389891207,0.55050231782273784,9.9999999999999998e-13,100,True,59,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,21,False,0,0,0.29887607484239048,0.32459676389891207,0.079238895507078064,9.9999999999999998e-13,100,True,70,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,22,False,0,0,0.28645879430427146,0.32459676389891207,0.11749337589366039,9.9999999999999998e-13,100,True,71,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,23,False,0,0,0.30988757131575007,0.32459676389891207,0.045315277966673839,9.9999999999999998e-13,100,True,64,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,24,False,0,0,0.29950519379501911,0.32459676389891207,0.077300740162976889,9.9999999999999998e-13,100,True,73,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,26,False,0,0,0.32311811096662624,0.32459676389891207,0.0045553532774785148,9.9999999999999998e-13,100,True,72,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,27,False,0,0,0.31384940377309678,0.32459676389891207,0.033109880692348173,9.9999999999999998e-13,100,True,49,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,daytrader,29,False,0,0,0.27098229786495281,0.32459676389891207,0.16517252171576238,9.9999999999999998e-13,100,True,76,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,0,False,0,0,0.65975444195276101,0.66151914293437164,0.0026676491534058412,9.9999999999999998e-13,100,True,90,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,2,False,0,0,0.66051159611366284,0.66151914293437164,0.0015230803695861629,9.9999999999999998e-13,100,True,86,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,3,False,0,0,0.66057151256330482,0.66151914293437164,0.0014325063472287666,9.9999999999999998e-13,100,True,79,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,4,False,0,0,0.66151614119938118,0.66151914293437164,4.5376388915137663e-06,9.9999999999999998e-13,100,True,86,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,5,False,0,0,0.66050210798493547,0.66151914293437164,0.0015374233086057,9.9999999999999998e-13,100,True,78,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,7,False,0,0,0.65864084788676924,0.66151914293437164,0.0043510381798398667,9.9999999999999998e-13,100,True,84,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,8,False,0,0,0.66142909874043931,0.66151914293437164,0.00013611729138012131,9.9999999999999998e-13,100,True,80,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,9,False,0,0,0.65718917742228067,0.66151914293437164,0.0065454878492012761,9.9999999999999998e-13,100,True,84,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,10,False,0,0,0.66067126608819871,0.66151914293437164,0.0012817117315939129,9.9999999999999998e-13,100,True,91,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,12,False,0,0,0.66142452130130991,0.66151914293437164,0.00014303687818013511,9.9999999999999998e-13,100,True,88,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,14,False,0,0,0.66120778693883508,0.66151914293437164,0.00047066815656375408,9.9999999999999998e-13,100,True,86,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,15,False,0,0,0.65993907015470199,0.66151914293437164,0.0023885518605867568,9.9999999999999998e-13,100,True,85,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,16,False,0,0,0.66079980153818252,0.66151914293437164,0.0010874082842081659,9.9999999999999998e-13,100,True,86,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,18,False,0,0,0.65938533191446913,0.66151914293437164,0.0032256224822721446,9.9999999999999998e-13,100,True,82,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,19,False,0,0,0.66139497447129825,0.66151914293437164,0.00018770199532337886,9.9999999999999998e-13,100,True,86,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,20,False,0,0,0.66151256723281693,0.66151914293437164,9.9403042601962052e-06,9.9999999999999998e-13,100,True,86,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
stage3_budgeted_balance_per_seed.csv,stage3b,xerces,21,False,0,0,0.65758467295921563,0.66151914293437164,0.0059476282994675791,9.9999999999999998e-13,100,True,82,False,True,no retained candidate satisfies q_loss <= 0 + tolerance
