kind,stage,subject,seed,solution_id,field,production,reference,absolute_difference,match,rule,budget,projected_only
metric,stage2,xerces,29,seed29_solution019,max_cluster_size,115,115,0,True,,,
metric,stage2,xerces,29,seed29_solution019,min_cluster_size,1,1,0,True,,,
metric,stage2,xerces,29,seed29_solution019,max_cluster_ratio,0.14127764127764128,0.14127764127764128,0,True,,,
metric,stage2,xerces,29,seed29_solution019,singleton_ratio,0.0012285012285012285,0.0012285012285012285,0,True,,,
metric,stage2,xerces,29,seed29_solution019,cluster_size_cv,1.2036879862635033,1.2036879862635033,0,True,,,
metric,stage2,xerces,29,seed29_solution019,coupling,0.24080517613227895,0.24080517613227895,0,True,,,
metric,stage2,xerces,29,seed29_solution019,cohesion,3.6033790581492147,3.6033790581492147,0,True,,,
metric,stage2,xerces,29,seed29_solution019,imbalance,1.2036879862635033,1.2036879862635033,0,True,,,
metric,stage2,xerces,29,seed29_solution018,weighted_modularity,0.6420891314763026,0.6420891314763199,1.7208456881689926e-14,True,,,
metric,stage2,xerces,29,seed29_solution018,internal_edge_weight_ratio,0.7700359453630482,0.7700359453630482,0,True,,,
metric,stage2,xerces,29,seed29_solution018,internal_external_edge_ratio,3.3485056896336127,3.3485056896336127,0,True,,,
metric,stage2,xerces,29,seed29_solution018,cluster_count,29,29,0,True,,,
metric,stage2,xerces,29,seed29_solution018,average_cluster_size,28.06896551724138,28.06896551724138,0,True,,,
metric,stage2,xerces,29,seed29_solution018,max_cluster_size,116,116,0,True,,,
metric,stage2,xerces,29,seed29_solution018,min_cluster_size,1,1,0,True,,,
metric,stage2,xerces,29,seed29_solution018,max_cluster_ratio,0.14250614250614252,0.14250614250614252,0,True,,,
metric,stage2,xerces,29,seed29_solution018,singleton_ratio,0.002457002457002457,0.002457002457002457,0,True,,,
metric,stage2,xerces,29,seed29_solution018,cluster_size_cv,1.2216257232077354,1.2216257232077354,0,True,,,
metric,stage2,xerces,29,seed29_solution018,coupling,0.22996405463695183,0.22996405463695183,0,True,,,
metric,stage2,xerces,29,seed29_solution018,cohesion,8.6628767688819,8.6628767688819,0,True,,,
metric,stage2,xerces,29,seed29_solution018,imbalance,1.2216257232077354,1.2216257232077354,0,True,,,
metric,stage2,xerces,29,seed29_solution065,weighted_modularity,0.009560652050436156,0.009560652050436855,6.9909356081865326e-16,True,,,
metric,stage2,xerces,29,seed29_solution065,internal_edge_weight_ratio,0.2615672178289001,0.2615672178289001,0,True,,,
metric,stage2,xerces,29,seed29_solution065,internal_external_edge_ratio,0.35421940106701977,0.35421940106701977,0,True,,,
metric,stage2,xerces,29,seed29_solution065,cluster_count,4,4,0,True,,,
metric,stage2,xerces,29,seed29_solution065,average_cluster_size,203.5,203.5,0,True,,,
metric,stage2,xerces,29,seed29_solution065,max_cluster_size,215,215,0,True,,,
metric,stage2,xerces,29,seed29_solution065,min_cluster_size,196,196,0,True,,,
metric,stage2,xerces,29,seed29_solution065,max_cluster_ratio,0.2641277641277641,0.2641277641277641,0,True,,,
metric,stage2,xerces,29,seed29_solution065,singleton_ratio,0.0,0.0,0,True,,,
metric,stage2,xerces,29,seed29_solution065,cluster_size_cv,0.03483402181512979,0.03483402181512979,0,True,,,
metric,stage2,xerces,29,seed29_solution065,coupling,0.7384327821711,0.7384327821711,0,True,,,
metric,stage2,xerces,29,seed29_solution065,cohesion,0.1101982495086757,0.1101982495086757,0,True,,,
metric,stage2,xerces,29,seed29_solution065,imbalance,0.03483402181512979,0.03483402181512979,0,True,,,
selection,stage2,xerces,29,,,seed29_solution015,seed29_solution015,0,True,modularity,,False
selection,stage2,xerces,29,,,seed29_solution015,seed29_solution015,0,True,balance,0,False
selection,stage2,xerces,29,,,seed29_solution019,seed29_solution019,0,True,balance,0.050000000000000003,False
selection,stage2,xerces,29,,,seed29_solution019,seed29_solution019,0,True,balance,0.050000000000000003,True
metric,stage3a,jpetstore,0,seed0_solution000,weighted_modularity,0.4420698064319464,0.44206980643194654,1.6653345369377348e-16,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,internal_edge_weight_ratio,0.7481481481481481,0.7481481481481481,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,internal_external_edge_ratio,2.9705882352941178,2.9705882352941178,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,max_cluster_size,7,7,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,min_cluster_size,4,4,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,max_cluster_ratio,0.2916666666666667,0.2916666666666667,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,cluster_size_cv,0.20412414523193148,0.20412414523193148,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,coupling,0.2518518518518518,0.2518518518518518,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,cohesion,5.477380952380952,5.477380952380952,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution000,imbalance,0.20412414523193148,0.20412414523193148,0,True,,,
semantic,stage3a,jpetstore,0,seed0_solution000,f_semantic,0.5987856384796209,0.598785638479621,1.1102230246251565e-16,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,weighted_modularity,0.17057765584514556,0.1705776558451455,5.5511151231257827e-17,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,internal_edge_weight_ratio,0.345679012345679,0.345679012345679,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,internal_external_edge_ratio,0.5283018867924528,0.5283018867924528,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,cluster_count,6,6,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,average_cluster_size,4.0,4.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,max_cluster_size,5,5,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,min_cluster_size,2,2,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,max_cluster_ratio,0.20833333333333334,0.20833333333333334,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,cluster_size_cv,0.28867513459481287,0.28867513459481287,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,coupling,0.654320987654321,0.654320987654321,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,cohesion,8.894444444444444,8.894444444444444,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution099,imbalance,0.28867513459481287,0.28867513459481287,0,True,,,
semantic,stage3a,jpetstore,0,seed0_solution099,f_semantic,0.6107057209347291,0.6107057209347292,1.1102230246251565e-16,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,weighted_modularity,0.43705532693187016,0.43705532693187044,2.7755575615628914e-16,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,internal_edge_weight_ratio,0.7481481481481481,0.7481481481481481,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,internal_external_edge_ratio,2.9705882352941178,2.9705882352941178,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,max_cluster_size,7,7,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,min_cluster_size,5,5,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,max_cluster_ratio,0.2916666666666667,0.2916666666666667,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,cluster_size_cv,0.16666666666666666,0.16666666666666666,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,coupling,0.2518518518518518,0.2518518518518518,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,cohesion,4.969047619047619,4.969047619047619,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution001,imbalance,0.16666666666666666,0.16666666666666666,0,True,,,
semantic,stage3a,jpetstore,0,seed0_solution001,f_semantic,0.5522224138300365,0.5522224138300366,1.1102230246251565e-16,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,weighted_modularity,0.3945343697607072,0.39453436976070766,4.4408920985006262e-16,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,internal_edge_weight_ratio,0.6691358024691358,0.6691358024691358,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,internal_external_edge_ratio,2.0223880597014925,2.0223880597014925,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,max_cluster_size,8,8,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,min_cluster_size,5,5,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,max_cluster_ratio,0.3333333333333333,0.3333333333333333,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,cluster_size_cv,0.20412414523193148,0.20412414523193148,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,coupling,0.3308641975308642,0.3308641975308642,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,cohesion,5.676785714285715,5.676785714285715,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution014,imbalance,0.20412414523193148,0.20412414523193148,0,True,,,
semantic,stage3a,jpetstore,0,seed0_solution014,f_semantic,0.43158261015741317,0.4315826101574134,2.2204460492503131e-16,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,weighted_modularity,0.39177869227251944,0.3917786922725195,5.5511151231257827e-17,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,internal_edge_weight_ratio,0.6790123456790124,0.6790123456790124,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,internal_external_edge_ratio,2.1153846153846154,2.1153846153846154,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,max_cluster_size,6,6,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,min_cluster_size,6,6,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,max_cluster_ratio,0.25,0.25,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,cluster_size_cv,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,coupling,0.32098765432098764,0.32098765432098764,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,cohesion,4.583333333333333,4.583333333333333,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution013,imbalance,0.0,0.0,0,True,,,
semantic,stage3a,jpetstore,0,seed0_solution013,f_semantic,0.7306899473366155,0.7306899473366155,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,weighted_modularity,0.1293247980490779,0.12932479804907782,8.3266726846886741e-17,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,internal_edge_weight_ratio,0.36790123456790125,0.36790123456790125,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,internal_external_edge_ratio,0.58203125,0.58203125,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,cluster_count,5,5,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,average_cluster_size,4.8,4.8,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,max_cluster_size,9,9,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,min_cluster_size,1,1,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,max_cluster_ratio,0.375,0.375,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,singleton_ratio,0.041666666666666664,0.041666666666666664,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,cluster_size_cv,0.5335936864527374,0.5335936864527374,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,coupling,0.6320987654320988,0.6320987654320988,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,cohesion,2.2866666666666666,2.2866666666666666,0,True,,,
metric,stage3a,jpetstore,0,seed0_solution095,imbalance,0.5335936864527374,0.5335936864527374,0,True,,,
semantic,stage3a,jpetstore,0,seed0_solution095,f_semantic,0.14955358192667023,0.14955358192667045,2.2204460492503131e-16,True,,,
selection,stage3a,jpetstore,0,,,seed0_solution000,seed0_solution000,0,True,modularity,,False
selection,stage3a,jpetstore,0,,,seed0_solution000,seed0_solution000,0,True,balance,0,False
selection,stage3a,jpetstore,0,,,seed0_solution001,seed0_solution001,0,True,balance,0.050000000000000003,False
selection,stage3a,jpetstore,0,,,seed0_solution001,seed0_solution001,0,True,semantic,0.050000000000000003,False
selection,stage3a,jpetstore,0,,,seed0_solution001,seed0_solution001,0,True,balance,0.050000000000000003,True
metric,stage3a,jpetstore,7,seed7_solution000,weighted_modularity,0.4420698064319464,0.44206980643194654,1.6653345369377348e-16,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,internal_edge_weight_ratio,0.7481481481481481,0.7481481481481481,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,internal_external_edge_ratio,2.9705882352941178,2.9705882352941178,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,max_cluster_size,7,7,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,min_cluster_size,4,4,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,max_cluster_ratio,0.2916666666666667,0.2916666666666667,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,cluster_size_cv,0.20412414523193148,0.20412414523193148,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,coupling,0.2518518518518518,0.2518518518518518,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,cohesion,5.477380952380952,5.477380952380952,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution000,imbalance,0.20412414523193148,0.20412414523193148,0,True,,,
semantic,stage3a,jpetstore,7,seed7_solution000,f_semantic,0.5987856384796209,0.598785638479621,1.1102230246251565e-16,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,weighted_modularity,0.23013260173754002,0.23013260173754,2.7755575615628914e-17,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,internal_edge_weight_ratio,0.4271604938271605,0.4271604938271605,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,internal_external_edge_ratio,0.7456896551724138,0.7456896551724138,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,cluster_count,6,6,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,average_cluster_size,4.0,4.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,max_cluster_size,6,6,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,min_cluster_size,2,2,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,max_cluster_ratio,0.25,0.25,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,cluster_size_cv,0.3818813079129867,0.3818813079129867,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,coupling,0.5728395061728395,0.5728395061728395,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,cohesion,8.222222222222223,8.222222222222223,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution099,imbalance,0.3818813079129867,0.3818813079129867,0,True,,,
semantic,stage3a,jpetstore,7,seed7_solution099,f_semantic,0.5506012430941389,0.5506012430941392,2.2204460492503131e-16,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,weighted_modularity,0.4247858558146624,0.42478585581466266,2.7755575615628914e-16,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,internal_edge_weight_ratio,0.7358024691358025,0.7358024691358025,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,internal_external_edge_ratio,2.7850467289719627,2.7850467289719627,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,max_cluster_size,7,7,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,min_cluster_size,5,5,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,max_cluster_ratio,0.2916666666666667,0.2916666666666667,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,cluster_size_cv,0.11785113019775793,0.11785113019775793,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,coupling,0.2641975308641975,0.2641975308641975,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,cohesion,4.825,4.825,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution002,imbalance,0.11785113019775793,0.11785113019775793,0,True,,,
semantic,stage3a,jpetstore,7,seed7_solution002,f_semantic,0.5613780787684278,0.5613780787684279,1.1102230246251565e-16,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,weighted_modularity,0.2920499923792105,0.2920499923792104,5.5511151231257827e-17,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,internal_edge_weight_ratio,0.6148148148148148,0.6148148148148148,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,internal_external_edge_ratio,1.5961538461538463,1.5961538461538463,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,max_cluster_size,8,8,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,min_cluster_size,2,2,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,max_cluster_ratio,0.3333333333333333,0.3333333333333333,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,cluster_size_cv,0.39086797998528583,0.39086797998528583,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,coupling,0.3851851851851852,0.3851851851851852,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,cohesion,7.7648809523809526,7.7648809523809526,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution046,imbalance,0.39086797998528583,0.39086797998528583,0,True,,,
semantic,stage3a,jpetstore,7,seed7_solution046,f_semantic,0.3641001090380901,0.3641001090380902,1.1102230246251565e-16,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,weighted_modularity,0.38811156835848193,0.38811156835848193,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,internal_edge_weight_ratio,0.6839506172839506,0.6839506172839506,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,internal_external_edge_ratio,2.1640625,2.1640625,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,max_cluster_size,6,6,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,min_cluster_size,6,6,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,max_cluster_ratio,0.25,0.25,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,cluster_size_cv,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,coupling,0.3160493827160494,0.3160493827160494,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,cohesion,4.616666666666666,4.616666666666666,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution016,imbalance,0.0,0.0,0,True,,,
semantic,stage3a,jpetstore,7,seed7_solution016,f_semantic,0.5005921831689455,0.5005921831689455,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,weighted_modularity,0.22506630086877,0.22506630086876994,5.5511151231257827e-17,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,internal_edge_weight_ratio,0.5135802469135803,0.5135802469135803,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,internal_external_edge_ratio,1.0558375634517767,1.0558375634517767,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,max_cluster_size,7,7,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,min_cluster_size,5,5,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,max_cluster_ratio,0.2916666666666667,0.2916666666666667,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,cluster_size_cv,0.11785113019775793,0.11785113019775793,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,coupling,0.48641975308641977,0.48641975308641977,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,cohesion,3.2738095238095237,3.2738095238095237,0,True,,,
metric,stage3a,jpetstore,7,seed7_solution084,imbalance,0.11785113019775793,0.11785113019775793,0,True,,,
semantic,stage3a,jpetstore,7,seed7_solution084,f_semantic,0.22148077219347206,0.22148077219347218,1.1102230246251565e-16,True,,,
selection,stage3a,jpetstore,7,,,seed7_solution000,seed7_solution000,0,True,modularity,,False
selection,stage3a,jpetstore,7,,,seed7_solution000,seed7_solution000,0,True,balance,0,False
selection,stage3a,jpetstore,7,,,seed7_solution002,seed7_solution002,0,True,balance,0.050000000000000003,False
selection,stage3a,jpetstore,7,,,seed7_solution002,seed7_solution002,0,True,semantic,0.050000000000000003,False
selection,stage3a,jpetstore,7,,,seed7_solution002,seed7_solution002,0,True,balance,0.050000000000000003,True
metric,stage3a,jpetstore,29,seed29_solution000,weighted_modularity,0.4420698064319464,0.44206980643194654,1.6653345369377348e-16,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,internal_edge_weight_ratio,0.7481481481481481,0.7481481481481481,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,internal_external_edge_ratio,2.9705882352941178,2.9705882352941178,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,max_cluster_size,7,7,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,min_cluster_size,4,4,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,max_cluster_ratio,0.2916666666666667,0.2916666666666667,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,cluster_size_cv,0.20412414523193148,0.20412414523193148,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,coupling,0.2518518518518518,0.2518518518518518,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,cohesion,5.477380952380952,5.477380952380952,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution000,imbalance,0.20412414523193148,0.20412414523193148,0,True,,,
semantic,stage3a,jpetstore,29,seed29_solution000,f_semantic,0.5987856384796209,0.598785638479621,1.1102230246251565e-16,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,weighted_modularity,0.015067825026672754,0.015067825026672735,1.9081958235744878e-17,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,internal_edge_weight_ratio,0.291358024691358,0.291358024691358,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,internal_external_edge_ratio,0.41114982578397213,0.41114982578397213,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,max_cluster_size,8,8,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,min_cluster_size,3,3,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,max_cluster_ratio,0.3333333333333333,0.3333333333333333,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,cluster_size_cv,0.35355339059327373,0.35355339059327373,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,coupling,0.7086419753086419,0.7086419753086419,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,cohesion,2.430357142857143,2.430357142857143,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution099,imbalance,0.35355339059327373,0.35355339059327373,0,True,,,
semantic,stage3a,jpetstore,29,seed29_solution099,f_semantic,0.26493028282642406,0.26493028282642417,1.1102230246251565e-16,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,weighted_modularity,0.4345557079713458,0.434555707971346,2.2204460492503131e-16,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,internal_edge_weight_ratio,0.7481481481481481,0.7481481481481481,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,internal_external_edge_ratio,2.9705882352941178,2.9705882352941178,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,cluster_count,4,4,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,average_cluster_size,6.0,6.0,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,max_cluster_size,7,7,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,min_cluster_size,5,5,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,max_cluster_ratio,0.2916666666666667,0.2916666666666667,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,singleton_ratio,0.0,0.0,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,cluster_size_cv,0.11785113019775793,0.11785113019775793,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,coupling,0.2518518518518518,0.2518518518518518,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,cohesion,4.591666666666666,4.591666666666666,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution001,imbalance,0.11785113019775793,0.11785113019775793,0,True,,,
semantic,stage3a,jpetstore,29,seed29_solution001,f_semantic,0.5379325793759364,0.5379325793759366,2.2204460492503131e-16,True,,,
metric,stage3a,jpetstore,29,seed29_solution050,weighted_modularity,0.33513183965858867,0.33513183965858867,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution050,internal_edge_weight_ratio,0.5382716049382716,0.5382716049382716,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution050,internal_external_edge_ratio,1.1657754010695187,1.1657754010695187,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution050,cluster_count,5,5,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution050,average_cluster_size,4.8,4.8,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution050,max_cluster_size,7,7,0,True,,,
metric,stage3a,jpetstore,29,seed29_solution050,min_cluster_size,2,2,0,True,,,
