subject,stage1_profile,stage2_solution_id,selection_rule,seed,population_size,generations,pareto_front_size,stage2_coupling,stage2_cohesion,stage2_imbalance,stage1_cluster_count,stage2_cluster_count,stage1_average_cluster_size,stage2_average_cluster_size,stage1_max_cluster_size,stage2_max_cluster_size,stage1_max_cluster_ratio,stage2_max_cluster_ratio,stage1_singleton_ratio,stage2_singleton_ratio,stage1_cluster_size_distribution,stage2_cluster_size_distribution,stage1_weighted_modularity,stage2_weighted_modularity,stage1_internal_edge_weight_ratio,stage2_internal_edge_weight_ratio,stage1_internal_external_edge_ratio,stage2_internal_external_edge_ratio,ari_stage1_raw_vs_stage2,nmi_stage1_raw_vs_stage2,changed_class_count,changed_partition_ratio
jfreechart,raw_reference_leiden,seed0_solution035,minimum_imbalance_within_5_percent_relative_modularity_band,0,100,100,100,0.36990649102450346,0.7429322331043765,1.1100005334243621,24,21,26.458333333333332,30.238095238095237,94,92,0.14803149606299212,0.14488188976377953,0.02204724409448819,0.009448818897637795,"{""1"": 14, ""2"": 1, ""28"": 1, ""58"": 1, ""59"": 1, ""68"": 1, ""69"": 1, ""76"": 1, ""81"": 1, ""86"": 1, ""94"": 1}","{""1"": 6, ""19"": 1, ""2"": 4, ""29"": 1, ""3"": 1, ""57"": 1, ""60"": 1, ""64"": 1, ""68"": 1, ""69"": 1, ""76"": 1, ""84"": 1, ""92"": 1}",0.5207671795868134,0.49509425557999315,0.6590335130707802,0.6300935089754965,1.93283955560004,1.7033859212104439,0.9470407176360842,0.9598019674501022,484,0.7622047244094489
