subject,seed,stage,profile,profile_id,profile_role,source_front,selected_solution_id,weighted_modularity,Q_best,relative_modularity_loss,band_size,coupling,cohesion,imbalance,f_semantic,cluster_count,max_cluster_ratio,singleton_ratio,feasible,canonical_partition_identifier,canonical_partition_sha256,original_source_solution_id,source_front_row_index_zero_based,stage3_original_four_objective_row_index_zero_based
daytrader,0,stage2,MODULARITY_ANCHOR,P0,historical/reference modularity anchor,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_00/pareto_front.csv,seed0_solution054,0.26605380935036316,0.26605380935036316,0,1,0.53459409594095941,14.832683982683983,0.65929830979834525,0.62899560929106757,10,0.22641509433962265,0,True,sha256:2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,seed0_solution054,54,
daytrader,0,stage2,BALANCE,P1,primary reporting profile,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_00/pareto_front.csv,seed0_solution054,0.26605380935036316,0.26605380935036316,0,1,0.53459409594095941,14.832683982683983,0.65929830979834525,0.62899560929106757,10,0.22641509433962265,0,True,sha256:2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,seed0_solution054,54,
daytrader,0,stage2,COUPLING,P2,descriptive preference sensitivity,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_00/pareto_front.csv,seed0_solution054,0.26605380935036316,0.26605380935036316,0,1,0.53459409594095941,14.832683982683983,0.65929830979834525,0.62899560929106757,10,0.22641509433962265,0,True,sha256:2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,seed0_solution054,54,
daytrader,0,stage2,COHESION,P3,descriptive preference sensitivity,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_00/pareto_front.csv,seed0_solution054,0.26605380935036316,0.26605380935036316,0,1,0.53459409594095941,14.832683982683983,0.65929830979834525,0.62899560929106757,10,0.22641509433962265,0,True,sha256:2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,seed0_solution054,54,
daytrader,0,stage2,SEMANTIC,P4,descriptive preference sensitivity,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_00/pareto_front.csv,seed0_solution054,0.26605380935036316,0.26605380935036316,0,1,0.53459409594095941,14.832683982683983,0.65929830979834525,0.62899560929106757,10,0.22641509433962265,0,True,sha256:2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,2ddef52076a5c058b9f0b7362fa5b80cbfb6a7c9b8e043ea11aaec0c06711861,seed0_solution054,54,
daytrader,0,stage3,MODULARITY_ANCHOR,P0,historical/reference modularity anchor,results/stage3/subjects/daytrader/declaration_method_body/validation/seed_00/projected_front_3d.csv,seed0_solution041,0.25978825690009655,0.25978825690009655,0,1,0.4640221402214022,5.2646103896103904,0.47094279148485602,0.73455240274065903,8,0.22641509433962265,0.018867924528301886,True,sha256:4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,seed0_solution041,27,41
daytrader,0,stage3,BALANCE,P1,primary reporting profile,results/stage3/subjects/daytrader/declaration_method_body/validation/seed_00/projected_front_3d.csv,seed0_solution041,0.25978825690009655,0.25978825690009655,0,1,0.4640221402214022,5.2646103896103904,0.47094279148485602,0.73455240274065903,8,0.22641509433962265,0.018867924528301886,True,sha256:4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,seed0_solution041,27,41
daytrader,0,stage3,COUPLING,P2,descriptive preference sensitivity,results/stage3/subjects/daytrader/declaration_method_body/validation/seed_00/projected_front_3d.csv,seed0_solution041,0.25978825690009655,0.25978825690009655,0,1,0.4640221402214022,5.2646103896103904,0.47094279148485602,0.73455240274065903,8,0.22641509433962265,0.018867924528301886,True,sha256:4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,seed0_solution041,27,41
daytrader,0,stage3,COHESION,P3,descriptive preference sensitivity,results/stage3/subjects/daytrader/declaration_method_body/validation/seed_00/projected_front_3d.csv,seed0_solution041,0.25978825690009655,0.25978825690009655,0,1,0.4640221402214022,5.2646103896103904,0.47094279148485602,0.73455240274065903,8,0.22641509433962265,0.018867924528301886,True,sha256:4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,seed0_solution041,27,41
daytrader,0,stage3,SEMANTIC,P4,descriptive preference sensitivity,results/stage3/subjects/daytrader/declaration_method_body/validation/seed_00/projected_front_3d.csv,seed0_solution041,0.25978825690009655,0.25978825690009655,0,1,0.4640221402214022,5.2646103896103904,0.47094279148485602,0.73455240274065903,8,0.22641509433962265,0.018867924528301886,True,sha256:4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,4a8416d20b7d0243663195821f64cc2c70fd174d241e624542bf78b3e3ecca10,seed0_solution041,27,41
daytrader,1,stage2,MODULARITY_ANCHOR,P0,historical/reference modularity anchor,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_01/pareto_front.csv,seed1_solution064,0.16988764790784439,0.16988764790784439,0,1,0.62177121771217714,16.69781946448613,0.489839810782912,0.81472336863136663,9,0.20754716981132076,0.018867924528301886,True,sha256:166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,seed1_solution064,64,
daytrader,1,stage2,BALANCE,P1,primary reporting profile,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_01/pareto_front.csv,seed1_solution064,0.16988764790784439,0.16988764790784439,0,1,0.62177121771217714,16.69781946448613,0.489839810782912,0.81472336863136663,9,0.20754716981132076,0.018867924528301886,True,sha256:166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,seed1_solution064,64,
daytrader,1,stage2,COUPLING,P2,descriptive preference sensitivity,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_01/pareto_front.csv,seed1_solution064,0.16988764790784439,0.16988764790784439,0,1,0.62177121771217714,16.69781946448613,0.489839810782912,0.81472336863136663,9,0.20754716981132076,0.018867924528301886,True,sha256:166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,seed1_solution064,64,
daytrader,1,stage2,COHESION,P3,descriptive preference sensitivity,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_01/pareto_front.csv,seed1_solution064,0.16988764790784439,0.16988764790784439,0,1,0.62177121771217714,16.69781946448613,0.489839810782912,0.81472336863136663,9,0.20754716981132076,0.018867924528301886,True,sha256:166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,seed1_solution064,64,
daytrader,1,stage2,SEMANTIC,P4,descriptive preference sensitivity,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_01/pareto_front.csv,seed1_solution064,0.16988764790784439,0.16988764790784439,0,1,0.62177121771217714,16.69781946448613,0.489839810782912,0.81472336863136663,9,0.20754716981132076,0.018867924528301886,True,sha256:166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,166d6702b82218c4512524c1a63b4cf9ec2f43dabe612e258e905b0ec3dbe343,seed1_solution064,64,
daytrader,1,stage3,MODULARITY_ANCHOR,P0,historical/reference modularity anchor,results/stage3/subjects/daytrader/declaration_method_body/formal/seed_01/projected_front_3d.csv,seed1_solution032,0.31524954980868986,0.31524954980868986,0,3,0.43035055350553508,7.4663299663299654,0.68602486651689965,0.59601041786308095,9,0.22641509433962265,0.018867924528301886,True,sha256:4aa1dcdc1fcf70f23d286ca8d2b3c119165524841f55bd6f752a692346049a64,4aa1dcdc1fcf70f23d286ca8d2b3c119165524841f55bd6f752a692346049a64,seed1_solution032,24,32
daytrader,1,stage3,BALANCE,P1,primary reporting profile,results/stage3/subjects/daytrader/declaration_method_body/formal/seed_01/projected_front_3d.csv,seed1_solution034,0.31185258404705812,0.31524954980868986,0.010775481721363887,3,0.43680811808118081,7.759499759499759,0.62748260937041089,0.58491299096062366,9,0.22641509433962265,0,True,sha256:5bc3d4b42e5d615341864936efcc5bfe1ca29f2de71b9e854de39ea8008a3290,5bc3d4b42e5d615341864936efcc5bfe1ca29f2de71b9e854de39ea8008a3290,seed1_solution034,26,34
daytrader,1,stage3,COUPLING,P2,descriptive preference sensitivity,results/stage3/subjects/daytrader/declaration_method_body/formal/seed_01/projected_front_3d.csv,seed1_solution032,0.31524954980868986,0.31524954980868986,0,3,0.43035055350553508,7.4663299663299654,0.68602486651689965,0.59601041786308095,9,0.22641509433962265,0.018867924528301886,True,sha256:4aa1dcdc1fcf70f23d286ca8d2b3c119165524841f55bd6f752a692346049a64,4aa1dcdc1fcf70f23d286ca8d2b3c119165524841f55bd6f752a692346049a64,seed1_solution032,24,32
daytrader,1,stage3,COHESION,P3,descriptive preference sensitivity,results/stage3/subjects/daytrader/declaration_method_body/formal/seed_01/projected_front_3d.csv,seed1_solution033,0.31291551211176299,0.31524954980868986,0.0074037780493049982,3,0.4331180811808118,8.373200873200874,0.70445866802243284,0.57301070233859042,9,0.24528301886792453,0.018867924528301886,True,sha256:f8578c782e4426aa412ed7c181e8cc6335da794f0d737d9bdbddfd31cf34031e,f8578c782e4426aa412ed7c181e8cc6335da794f0d737d9bdbddfd31cf34031e,seed1_solution033,25,33
daytrader,1,stage3,SEMANTIC,P4,descriptive preference sensitivity,results/stage3/subjects/daytrader/declaration_method_body/formal/seed_01/projected_front_3d.csv,seed1_solution033,0.31291551211176299,0.31524954980868986,0.0074037780493049982,3,0.4331180811808118,8.373200873200874,0.70445866802243284,0.57301070233859042,9,0.24528301886792453,0.018867924528301886,True,sha256:f8578c782e4426aa412ed7c181e8cc6335da794f0d737d9bdbddfd31cf34031e,f8578c782e4426aa412ed7c181e8cc6335da794f0d737d9bdbddfd31cf34031e,seed1_solution033,25,33
daytrader,2,stage2,MODULARITY_ANCHOR,P0,historical/reference modularity anchor,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_02/pareto_front.csv,seed2_solution040,0.32459676389891201,0.32459676389891201,0,2,0.41789667896678967,7.1547619047619051,0.84821761482977454,0.56275487044467698,10,0.24528301886792453,0.056603773584905662,True,sha256:8a37a78cafdecb50d3aaac29da23cab6bb1df017dab55a7d39c048e6e66b13f6,8a37a78cafdecb50d3aaac29da23cab6bb1df017dab55a7d39c048e6e66b13f6,seed2_solution040,40,
daytrader,2,stage2,BALANCE,P1,primary reporting profile,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_02/pareto_front.csv,seed2_solution041,0.3184115267697879,0.32459676389891201,0.01905514107666938,2,0.42527675276752769,7.0604118104118099,0.83126002912870534,0.57397739909295775,10,0.24528301886792453,0.056603773584905662,True,sha256:e4452809a21c5a8f3afb1051ea77bbce6cbb25b235afda2592cdb34e40567d3b,e4452809a21c5a8f3afb1051ea77bbce6cbb25b235afda2592cdb34e40567d3b,seed2_solution041,41,
daytrader,2,stage2,COUPLING,P2,descriptive preference sensitivity,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_02/pareto_front.csv,seed2_solution040,0.32459676389891201,0.32459676389891201,0,2,0.41789667896678967,7.1547619047619051,0.84821761482977454,0.56275487044467698,10,0.24528301886792453,0.056603773584905662,True,sha256:8a37a78cafdecb50d3aaac29da23cab6bb1df017dab55a7d39c048e6e66b13f6,8a37a78cafdecb50d3aaac29da23cab6bb1df017dab55a7d39c048e6e66b13f6,seed2_solution040,40,
daytrader,2,stage2,COHESION,P3,descriptive preference sensitivity,results/stage2/subjects/daytrader/nsga/robustness_final_30seeds/seed_02/pareto_front.csv,seed2_solution040,0.32459676389891201,0.32459676389891201,0,2,0.41789667896678967,7.1547619047619051,0.84821761482977454,0.56275487044467698,10,0.24528301886792453,0.056603773584905662,True,sha256:8a37a78cafdecb50d3aaac29da23cab6bb1df017dab55a7d39c048e6e66b13f6,8a37a78cafdecb50d3aaac29da23cab6bb1df017dab55a7d39c048e6e66b13f6,seed2_solution040,40,
