subject,seed,stage,solution_id,weighted_modularity,Q_best,relative_modularity_loss,coupling,cohesion,imbalance,f_semantic,cluster_count,canonical_partition_sha256,selected_modularity_anchor,selected_balance,selected_coupling,selected_cohesion,selected_semantic
daytrader,3,stage3,seed3_solution048,0.15939612665268718,0.16353784415381054,0.025325743546111494,0.51614391143911442,13.796521942110177,0.50451856441965803,0.5071088754836095,4,d67a0c92b7f22bbbd8e2be68f835994b8cff2f008417074eb49d6d2b153cd393,False,False,False,False,False
daytrader,3,stage3,seed3_solution058,0.15991099573126752,0.16353784415381054,0.022177425912083656,0.56365313653136528,34.90120614035088,0.4602381478358667,0.48983937356018392,4,515d615e08a142178a077229af6e997dde00024fca832fd0045257809e7dbed3,False,False,False,True,True
daytrader,4,stage2,seed4_solution042,0.28865762567911663,0.28865762567911663,0,0.42573800738007378,7.3237022237022238,0.71797349397888466,0.60020368596578599,9,8f65dc66caac8510d1fd9c947c96f0818736fb7b5fd4531819ee7201012754a8,True,True,True,True,True
daytrader,4,stage3,seed4_solution043,0.30470196739559646,0.30470196739559646,0,0.44142066420664205,7.2116161616161607,0.65387635664767763,0.622948549963946,10,0808ca52f8319ed8458ef1ce885d81a0de50fb4216f8648b3b7f9a70058958c5,True,True,True,True,True
daytrader,5,stage2,seed5_solution037,0.17798811290695934,0.17798811290695934,0,0.34501845018450183,5.6280864197530862,0.81416788718458177,0.66810918700495914,9,2aacc6a1fa95e00ec9ce53c6192a4b92f819143503a301cf448b4be686873765,True,True,True,True,True
daytrader,5,stage3,seed5_solution032,0.31058062339156584,0.31327326101904923,0.0085951722107545751,0.42527675276752769,4.674131928677383,0.83872116116576867,0.56248761180462803,11,991e4bab1861ed36cccf1c4986c4ba04d388bdf2bd473719663a878a9c4dad17,False,False,True,False,True
daytrader,5,stage3,seed5_solution034,0.31327326101904923,0.31327326101904923,0,0.43357933579335795,4.5533648170011807,0.81022303975788257,0.58432734734644742,11,dd32846fb45735dfac1e146571675c812ace86304d73858446ff03645cd8bfa9,True,False,False,False,False
daytrader,5,stage3,seed5_solution035,0.29865534068163546,0.31327326101904923,0.046661883270417058,0.44557195571955721,9.2264143264143268,0.79827153967193121,0.59563224221651967,9,e96c06b8b24784ba0b6acccfc558c6c81e953a892c6baeda00737ff7a65c6235,False,True,False,True,False
daytrader,6,stage2,seed6_solution036,0.31953232441687879,0.31986401073650955,0.0010369604222339136,0.41236162361623618,6.9686413586413583,0.78726966207641746,0.56596471509061086,10,48a8ec80a40977775c1a6b642ad6c0a76114b73b57b640c7d804558ea2c5a646,False,False,True,False,True
daytrader,6,stage2,seed6_solution038,0.31986401073650955,0.31986401073650955,0,0.42158671586715868,7.6715963049296381,0.71797349397888477,0.58181152128561764,9,b3fd536920ae4cc20d204004da95c0215ec86392558e0ea27112cbe72079322b,True,True,False,True,False
daytrader,6,stage3,seed6_solution030,0.31407269100366292,0.31407269100366292,0,0.42988929889298894,6.423271173271174,0.83872116116576867,0.59149350778491272,11,f5267ed01a94447ba7127c3d2ec3bc15a56e355be527f337bf3405f685dcf4bb,True,True,True,True,True
daytrader,7,stage2,seed7_solution073,0.19136970918832827,0.19136970918832827,0,0.59963099630996308,6.9395833333333332,0.34533972108911559,0.73511672612756107,8,9de866be7dc163627b213eb803540cc08ae7229aabaeda8997458b2adcbbf980,True,False,True,True,True
daytrader,7,stage2,seed7_solution074,0.18738011209678532,0.19136970918832827,0.02084758924734928,0.60332103321033215,6.599503968253968,0.32843198463262663,0.74633925477584195,8,adc8efbf959157516ac20b0de6984b0b1b42113f1dfafe767ed3f691d19ca3f4,False,True,False,False,False
daytrader,7,stage3,seed7_solution038,0.321762643652728,0.321762643652728,0,0.40959409594095941,6.6752429388793022,0.92317960926226927,0.54686906915457834,11,c37eb48846ac30db5be26e50f8f2f3c6420ff624aa770aa2e7dd6ed7a265ead9,True,True,True,True,True
daytrader,8,stage2,seed8_solution052,0.30536289334295563,0.30536289334295563,0,0.44234317343173429,5.452452408702408,0.60347870157431982,0.63157312385646613,8,6bc003cf411ce1eef005f605b674225f83e2168b247777e81ae03c46681861c6,True,True,True,True,True
daytrader,8,stage3,seed8_solution042,0.15980663900273692,0.15980663900273692,0,0.53182656826568264,13.224944561157796,0.69555881476100989,0.78253928018257002,8,1c6afd570005fbca8b0c914c6c35be66b6bb612d64e9499afea1aebe575bcab1,True,True,True,True,True
daytrader,9,stage2,seed9_solution050,0.27008223437861684,0.27008223437861684,0,0.47924354243542433,6.4848484848484853,0.6426183534311849,0.68934773790220283,9,0ef668552b3f96dbe92d7605d2103390ca501d3c60f74eb6486e03682e01125f,True,False,True,False,True
daytrader,9,stage2,seed9_solution051,0.26719854202693322,0.27008223437861684,0.010677090103013195,0.48385608856088563,6.508658008658009,0.60671453550239718,0.70495173071528205,9,da9d7c1e101770abbb4f7e12ad2649e0b2c78676639cf349bc8a182119c7b198,False,True,False,True,False
daytrader,9,stage3,seed9_solution034,0.32145882834520229,0.32145882834520229,0,0.42250922509225092,7.0262626262626258,0.7735849056603773,0.55062324798047635,10,bdc603ca0b3cde39d2e5875323e3901b20d6dbfa1f77dbec9a31636531ef7039,True,True,True,True,True
daytrader,10,stage2,seed10_solution038,0.29386684549502312,0.29386684549502312,0,0.45525830258302585,8.0281385281385287,0.6203502725574942,0.66605837618065145,10,177658503c5461583a53fb1a8ca64fd8aa6ef1c83a6c32f32c22f820da3cf65c,True,False,True,False,True
daytrader,10,stage2,seed10_solution040,0.28485833866641241,0.29386684549502312,0.030655063566071027,0.46632841328413283,8.0498051948051952,0.58490566037735847,0.69043089661912782,10,6ad9ebd4bae084e919d605768c3f2e4d1ed2c2d130a01533b22bd065bdb413b3,False,True,False,True,False
daytrader,10,stage3,seed10_solution032,0.32120075553845934,0.32120075553845934,0,0.42204797047970477,8.4207944832944825,0.64895786875169204,0.53444077439510163,8,02ece0da6a48d747b68635561f52831909b7efc4878b398d10bae57df6e35bdc,True,True,True,True,True
daytrader,11,stage2,seed11_solution061,0.17239093285766802,0.17239093285766802,0,0.57702952029520294,23.901388888888889,0.60406832428611767,0.7654203450148932,6,f06ffd86c91f9da49f8bc495da702ee38dd1608b5b7828b667c445440605d990,True,True,True,True,True
daytrader,11,stage3,seed11_solution030,0.31499094511240311,0.31499094511240311,0,0.43588560885608857,6.0699374699374697,0.6426183534311849,0.56736347025748857,9,893a63f2bd3bc119843cb2530963f4267b65af2fd837392ea6c329853a74a2be,True,True,True,False,False
daytrader,11,stage3,seed11_solution031,0.30556501136967085,0.31499094511240311,0.029924459382058299,0.44880073800738007,6.1445813445813444,0.64758499251813251,0.5501636319628378,9,25a2b3d154f72a4a63d245bf476dea14f5fe7534f61dd547abcc71aa68b9b698,False,False,False,True,True
daytrader,12,stage2,seed12_solution034,0.30005814616494875,0.30005814616494875,0,0.43726937269372695,5.6718073593073592,0.51152610232928142,0.58332978004933977,8,e3f4bd29cfa1ce7792985270bc326e50e73d8ddf60d7756694c6e5fcfc584170,True,True,True,True,True
daytrader,12,stage3,seed12_solution031,0.30174849113574181,0.30174849113574181,0,0.42158671586715868,6.9447688674961405,0.91465657687100554,0.58889642725379909,11,aa65abd6fabe8c945f88257e16e09f1fc057067f5d5964da8d437ea3cffd89ec,True,True,True,True,True
daytrader,13,stage2,seed13_solution033,0.32459676389891201,0.32459676389891201,0,0.41789667896678967,7.9497354497354502,0.74426728012513277,0.56229782254486149,9,c3a4cf7543f579e22cd40820e484a96f4ad6449175c62323e75f66d95c75d49a,True,True,True,True,True
daytrader,13,stage3,seed13_solution032,0.3010496946528507,0.3010496946528507,0,0.4460332103321033,7.5613516113516113,0.68133849378369027,0.60267144867585354,9,d46d7b461c9feb340ff0a2f604836099e779d6f39a8d88db839786a6554ccfc5,True,False,True,True,True
daytrader,13,stage3,seed13_solution033,0.29954987251671406,0.3010496946528507,0.0049819752777564875,0.44926199261992622,5.142551892551892,0.5685478933328062,0.68401725659664891,9,2fc37897f3ed3563172814272d1540e1ecc048ed339d38096a87c4e696593bb1,False,True,False,False,False
daytrader,14,stage2,seed14_solution042,0.31639768657834166,0.31639768657834166,0,0.42481549815498154,8.0895285270285271,0.63115957296897096,0.58557249338859418,8,9dad35892cf0a7eb0b64aac264f4c1d560e8bfefeb14482bbd66ac01018e3de4,True,True,True,True,True
daytrader,14,stage3,seed14_solution029,0.32459676389891201,0.32459676389891201,0,0.41789667896678967,7.6179098679098685,0.77381496809093875,0.56093191610184379,9,a2cfa653405f33f934d4f8ead2edcb24e19eeea9dfa8f9c52d5df58b61008a82,True,True,True,True,True
daytrader,15,stage2,seed15_solution030,0.19694082664996401,0.19694082664996401,0,0.39206642066420666,6.6310356310356315,0.66628088992488965,0.68753391778259543,8,531d5d36f4b6efb611cce134b71cb3d3744e9853c4924519e96a46f0ab32b33d,True,True,True,True,True
daytrader,15,stage3,seed15_solution029,0.321762643652728,0.321762643652728,0,0.40959409594095941,6.6752429388793022,0.92317960926226927,0.54686906915457834,11,c37eb48846ac30db5be26e50f8f2f3c6420ff624aa770aa2e7dd6ed7a265ead9,True,False,True,False,True
daytrader,15,stage3,seed15_solution030,0.3128771096866873,0.321762643652728,0.027615182002391405,0.42066420664206644,6.6829564375018924,0.87973911146224659,0.57124158959305471,11,53b102d5defb27e199f955490cf437c75c0874aae1edd458d39b66eb8500de6e,False,False,False,True,False
daytrader,15,stage3,seed15_solution031,0.31216490958728771,0.321762643652728,0.029828615144643491,0.42850553505535055,5.1117539026629935,0.81022303975788257,0.57329205286005913,11,0718364be9a611cae77a069c7615dfc002280d2c214f283c20427ab2d00fa893,False,True,False,False,False
daytrader,16,stage2,seed16_solution039,0.28224452706934805,0.28224452706934805,0,0.45710332103321033,5.4418185980685978,0.60347870157431982,0.68580044535045404,8,877eb9910129623b70ee4a614f42f474ff35f274a4e2e814a5b6247099f5b1ae,True,True,True,False,True
daytrader,16,stage2,seed16_solution045,0.27395704970656709,0.28224452706934805,0.029362756645214629,0.48985239852398527,6.9552800734618918,0.6492320956258586,0.70573450370383006,11,1836b3cdc8da8ec062337f60d9b9583a43f6796b261e5c4de02063762567a5dd,False,False,False,True,False
daytrader,16,stage3,seed16_solution036,0.32459676389891201,0.32459676389891201,0,0.41789667896678967,7.1948551448551452,0.80072057260086582,0.56870880469639773,10,543027f2859e18a9ef36aed86533aed0f24ff021a38eaa10238cfa3bf3937e85,True,False,True,False,True
daytrader,16,stage3,seed16_solution037,0.31201949098596132,0.32459676389891201,0.038747376165671144,0.42481549815498154,8.1298331298331288,0.76966332280645788,0.59586370043731329,9,a5f60ca79f2c1f2628827f2bdbd6168e539e3e9c11f4b93d1cd2c7a1a1945f12,False,True,False,True,False
daytrader,17,stage2,seed17_solution034,0.31109368404569648,0.31109368404569648,0,0.43404059040590404,6.9718248418248407,0.78726966207641758,0.60424772026177176,10,334f34ffc8c914ba70686c116cae49ac4290c40b1865227e5b49842e1a3bd6ed,True,False,True,False,True
daytrader,17,stage2,seed17_solution036,0.30304353579744281,0.31109368404569648,0.025876926022937806,0.4469557195571956,6.9724309024309026,0.7502224661158885,0.62734986859299435,10,5ed2c4e21d1b5c006cd3044ff23f87d2bb1cd21cc2d7a00323a15e524328122f,False,False,False,True,False
daytrader,17,stage2,seed17_solution037,0.30086598000435716,0.31109368404569648,0.032876604591679785,0.45156826568265684,5.2777922077922081,0.7011661953230961,0.61859589080456767,10,ed472b100363e8d2edbbf345c7aafd8db4b843bd8c8a06001ec2b27551028afc,False,True,False,False,False
daytrader,17,stage3,seed17_solution027,0.32335618472651517,0.32335618472651517,0,0.41881918819188191,7.2696903096903096,0.86071658324204092,0.53629589846044334,10,8a5974b3003ace4c1004c0faa7cbb6f6af60feae3a9de966d08cde35e41fe635,True,False,True,True,True
daytrader,17,stage3,seed17_solution028,0.32076556351356872,0.32335618472651517,0.0080116643358391984,0.42481549815498154,7.0029137529137531,0.83126002912870534,0.54732039535850752,10,87c37a9dfbc93d905dfc3f410a03abb7a6a575d18195e28e56dbb9fbf8281f8c,False,False,False,False,False
daytrader,17,stage3,seed17_solution029,0.30833264542285643,0.32335618472651517,0.046461270924399334,0.43173431734317341,3.8797178130511463,0.71349699627128427,0.5589606606740849,9,c21f41f46dadb67e460d341a11017f6d3c7d03d68573538e8509574ef530e208,False,True,False,False,False
daytrader,18,stage2,seed18_solution033,0.32459676389891201,0.32459676389891201,0,0.41789667896678967,7.0977855477855485,0.85240430174162407,0.56093191610184379,10,071dd93c86dbcb705aae0794fbc7d415fc0aec09cf3336c0364cc509e2411c1d,True,False,True,True,True
daytrader,18,stage2,seed18_solution034,0.31339219152108483,0.32459676389891201,0.034518435252535611,0.42850553505535055,6.866421911421912,0.835531691527718,0.580613504346154,10,97050751d57eca5aa821b1348887d7788fd47a1457f91a6f5405b56d48eb2dd0,False,True,False,False,False
daytrader,18,stage3,seed18_solution032,0.31295210611238955,0.31295210611238955,0,0.43496309963099633,6.5211858848222484,0.79065384300969666,0.56236981717724643,11,ffa4bb2a766d9876be7e71d5ae47b1d65bb51fdefc180d1f84b39f4749cced98,True,True,True,True,True
daytrader,19,stage2,seed19_solution028,0.26103532512493038,0.27010404184992043,0.033574901963255153,0.42988929889298894,13.062496762496764,0.61197263170667371,0.64316686131780032,9,905e049cb3aa8cebe67a29db92e074412ba8e63f117720e44ab14a22b7940ef2,False,False,True,False,False
daytrader,19,stage2,seed19_solution029,0.27010404184992043,0.27010404184992043,0,0.43081180811808117,14.845606245606247,0.65251382889775777,0.63112782862380601,9,52a76146219dc025b8b1f62997141745e18914bd2a9a2a17a2399d75754d2919,True,False,False,True,True
daytrader,19,stage2,seed19_solution030,0.26632475388407029,0.27010404184992043,0.013991971167725254,0.43588560885608857,14.142612942612944,0.5059278368978084,0.65845780757664862,8,a377fd58f6e35fa0ac617d661b97099188cdedb7c36379b1330572123dfb5fab,False,True,False,False,False
daytrader,19,stage3,seed19_solution031,0.31246978867390141,0.31246978867390141,0,0.43219557195571956,6.7763558663558667,0.78726966207641758,0.60613760757314661,10,b34052682483c8644b66027b15f10532ff4a1195560f7d8cd1fdfc3e65f9bada,True,True,True,True,True
daytrader,20,stage2,seed20_solution038,0.32459676389891201,0.32459676389891201,0,0.41789667896678967,7.9497354497354502,0.74426728012513277,0.56229782254486149,9,89ddfc4043be5edde3d757d241f119e23024afc0a82193fc73e8b784c904e123,True,True,True,True,True
daytrader,20,stage3,seed20_solution040,0.14590549301480107,0.14590549301480107,0,0.51983394833948338,12.972835497835497,0.85261309642981153,0.72120774195686699,11,db8455d1f7775c87937f7dd1cc1bd98d6f5c6d6e24725c2786dfcb9f40c14c6d,True,False,True,True,True
daytrader,20,stage3,seed20_solution053,0.14394101217303701,0.14590549301480107,0.013464063628946329,0.59640221402214022,8.1444444444444439,0.50698222047337371,0.79248084085408388,11,1d20625a24a8998f5634d859cef2bde66b999890870a30ee564b9aba8798e533,False,True,False,False,False
daytrader,21,stage2,seed21_solution030,0.32459676389891201,0.32459676389891201,0,0.41789667896678967,7.0977855477855485,0.85240430174162407,0.5429508424933509,10,4e65a86d7f03fb8fb323b362305083fcd124d29223f1b6f9753865bc3ae8baf2,True,True,True,True,True
daytrader,21,stage3,seed21_solution034,0.29887607484239037,0.29887607484239037,0,0.43726937269372695,7.4318015318015309,0.74067118590152925,0.60246773793424802,10,9863f0f88b47a8b2f6c0d7dd05c092d897a80c8240a165b01b3b47f27ea8a6bf,True,True,True,True,True
daytrader,22,stage2,seed22_solution037,0.31455468930842428,0.31455468930842428,0,0.43081180811808117,6.2674144037780399,0.84337723164630229,0.59866699554001424,11,fefc3f97ef18abea6f0e782bd48e17b3b04f5c409c532cc5c741e579d7c5092e,True,True,True,False,True
daytrader,22,stage2,seed22_solution038,0.29887724499938717,0.31455468930842428,0.049840122693784447,0.44326568265682659,6.5188447915720644,0.8841792085932062,0.61124924635384503,11,48848c4ffead7f395a32312bf22649964b6eca418a380caafd825f91b14e0c74,False,False,False,True,False
daytrader,22,stage3,seed22_solution033,0.13495654675181468,0.14013885295679512,0.036979796078237877,0.42343173431734316,2.7182507550928605,0.14856618630210963,0.6504390931713282,3,5376197dab7c1b2dbb2355731b02c7cf5fcaf96e275bec5c6a7b3d661416260a,False,True,True,False,True
daytrader,22,stage3,seed22_solution034,0.14013885295679512,0.14013885295679512,0,0.43450184501845018,9.6175396825396824,0.81831126196986559,0.77501636233877225,10,cf8d7f65b9cab4a525f5103cb8d758c0b84fac3aadd969ece4618d65e7014a10,True,False,False,False,False
daytrader,22,stage3,seed22_solution056,0.13346119248784741,0.14013885295679512,0.047650314870255443,0.55212177121771222,15.74572769278652,0.90369283130777711,0.6644859212948071,9,d14f6d31d93a3cbd265cf4717725bee694dc1ea0ed71ad20542e21d906e34e78,False,False,False,True,False
daytrader,23,stage2,seed23_solution054,0.19502655618115217,0.19502655618115217,0,0.477859778597786,17.739308310736881,0.5685478933328062,0.73363204201409404,7,2b2f0d422cb600ffc2704e40c3b027b93a8193e6559644920d0a45ad848c1767,True,False,True,False,True
daytrader,23,stage2,seed23_solution055,0.19081548028349285,0.19502655618115217,0.021592320451722588,0.48247232472324725,17.90077541506113,0.5597130933657104,0.75161080776576861,7,6a1cf0ee1a4c7c6345b1340d9099aa430f8ae146c3f011a5a9a2a5890f757d34,False,True,False,True,False
daytrader,23,stage3,seed23_solution029,0.30988757131575001,0.30988757131575001,0,0.4289667896678967,7.1834998334998348,0.86894935393731743,0.548400612178644,10,6b0290fc21cf75e3343a61e0b4bb041a97c85ef0c27986c61d6827ae95c96906,True,False,True,False,True
daytrader,23,stage3,seed23_solution030,0.30412273968219389,0.30988757131575001,0.018602977877038612,0.44234317343173429,7.2433899433899445,0.8183112619698657,0.56192343362869357,10,6421190dc4ca9e4d8b499e9b7405c4350e0bfb7ed166bba5386dba73d6e084fd,False,False,False,True,False
daytrader,23,stage3,seed23_solution033,0.29579930658623915,0.30988757131575001,0.045462503286897146,0.45802583025830257,4.7364919031585693,0.63256809865057395,0.59878834328236763,9,6ef0068a408d48c0a583af6fc5b7b3e976085542e67d8756de6eaeb3f61f3866,False,True,False,False,False
daytrader,24,stage2,seed24_solution029,0.32459676389891201,0.32459676389891201,0,0.41789667896678967,6.5407774044137685,0.8929931748074893,0.56870880469639773,11,42ec4407274b98b9d682ed8a077a78aa55c981bb30ddf7a0ffa0a58981a20d4a,True,True,True,False,True
daytrader,24,stage2,seed24_solution030,0.32196125120845287,0.32459676389891201,0.0081193437014051954,0.42020295202952029,6.7770562770562774,0.93581862397262217,0.59021054063324119,11,8c14f17645677d75155118769cc4b4aea17386fb995b3441032f35d370c84c7d,False,False,False,True,False
daytrader,24,stage3,seed24_solution038,0.29950519379501922,0.29950519379501922,0,0.43542435424354242,7.1869796869796865,0.81504192703604439,0.63637908018089107,11,aece40b5dbc0204f94a2063733ecab737bd004bc9f25dfe635e79bf042cc2fff,True,False,True,False,True
daytrader,24,stage3,seed24_solution040,0.28676175858852704,0.29950519379501922,0.042548294555498641,0.44926199261992622,7.6103896103896096,0.76548916132455824,0.65200110409678835,11,7417a0b6367e8e3ad048def667ad7e17e8fdcc4dbeed882d917049ed2e019f83,False,True,False,True,False
daytrader,25,stage2,seed25_solution046,0.31432267908933692,0.31432267908933692,0,0.42942804428044279,6.7168424168424163,0.72242225355006218,0.61878704549655017,9,4a34c8d507f08bcd6e55a0353f33e7f9451e1cecf01c2e358bf7556be73cb2b3,True,False,True,False,True
daytrader,25,stage2,seed25_solution047,0.30456676107351471,0.31432267908933692,0.03103790679084081,0.44142066420664205,7.2128020128020118,0.68602486651689976,0.6350380204864785,9,06aa825961432edadb402c811cf8a0be25dc247135107c286484a9f7984ac84a,False,True,False,True,False
daytrader,25,stage3,seed25_solution026,0.32459676389891201,0.32459676389891201,0,0.41789667896678967,8.5934523809523817,0.64455437179391406,0.56052835612303653,8,926582665d55bbf35947c3abfa71ff18c952d7d8d9dea01010ab6daae7b6d232,True,True,True,False,True
daytrader,25,stage3,seed25_solution028,0.30891931958987484,0.32459676389891201,0.048298215055278676,0.43035055350553508,8.9499084249084255,0.68732096604101833,0.57311060693686722,8,bd88d7900c78e31c05295af7c6d13c265aada5a5fd0c45aa93b7c4e664e5d3f6,False,False,False,True,False
daytrader,26,stage2,seed26_solution037,0.1438560162239077,0.1438560162239077,0,0.3837638376383764,6.5674603174603172,0.58612168177392709,0.69512517871377488,6,ada2d64e66c2632fea53a01d56b2254d28cd8400c4e2de766a4d13714a9d8f81,True,False,True,False,True
daytrader,26,stage2,seed26_solution052,0.14145783264797593,0.1438560162239077,0.016670721453867245,0.52167896678966785,15.911111111111111,0.41035024850814233,0.78484829382340093,6,b55ab40ae830c29517f9b0c4e45c4f028d95bddcad670d1e23258cf0d4712841,False,True,False,True,False
daytrader,26,stage3,seed26_solution038,0.32311811096662618,0.32311811096662618,0,0.41974169741697415,5.5936674436674441,0.73560712036294051,0.57622653800679302,9,dcb5c1863eda612c6e9f1981c85920ea89e746b4ce791f7ea7494a97bfee5e07,True,True,True,True,True
daytrader,27,stage2,seed27_solution030,0.2697474630996311,0.2697474630996311,0,0.43726937269372695,7.0289577089577078,0.80515427522082528,0.59406990716586794,10,9b8bd7d49cbe482b5cccb5738d8ed1310ff2f8739efdc1a25004c432e240bc22,True,True,True,True,True
daytrader,27,stage3,seed27_solution029,0.30703834540651675,0.30703834540651675,0,0.44649446494464945,7.7857142857142856,0.72242225355006218,0.61287788121175202,9,1f17f08cc09ed495ec45b63c05b5f3db6330e1a8d8b0146be9a554658c900a17,True,False,True,True,False
daytrader,27,stage3,seed27_solution030,0.30315055197369306,0.30703834540651675,0.012662240697253241,0.45156826568265684,7.3976116476116482,0.70445866802243284,0.6091151458461147,9,90cfe49316fcad1e144ad4a08b942ce6786f84afd3a876442a4e9b98eec270ef,False,True,False,False,True
daytrader,28,stage2,seed28_solution040,0.3218660429800792,0.3218660429800792,0,0.42250922509225092,7.5434232434232431,0.77817323121891624,0.57758588206777317,10,6b0400ebef58b4c916c19106cfdd1c48479931d0e7311cbc6828604e5cabf192,True,False,True,True,True
daytrader,28,stage2,seed28_solution041,0.32171605012867466,0.3218660429800792,0.00046601017620808463,0.42297047970479706,7.1042857142857141,0.74067118590152914,0.59038814703921016,10,ad29df3cec5cb536de289dcb5fd6c35be3a8d0ff126d96b88dcd31505ce8c88c,False,True,False,False,False
daytrader,28,stage3,seed28_solution068,0.15772844017646792,0.15772844017646792,0,0.66466789667896675,8.2111291486291496,0.39170829230239046,0.7889820692666617,8,c513c4a385f027debf3050d49345bdd54fe94d1af8ddfe16c594babe785eab47,True,True,True,True,True
daytrader,29,stage2,seed29_solution039,0.32146031763592536,0.32146031763592536,0,0.42204797047970477,8.0368520368520375,0.74855978961801395,0.57352035119314237,9,ebaac7be5f4c6c19d435add44afaf35e1aada7b45077769bdc36ed54adff8170,True,False,True,True,True
daytrader,29,stage2,seed29_solution040,0.31401045992701621,0.32146031763592536,0.023175046188271996,0.42850553505535055,7.3509539842873188,0.69067944217823107,0.59789287163161875,9,c75c9f62824050f631f7a1e59ca69d5dde618049d10b31be517d2a8a3a4b936b,False,True,False,False,False
daytrader,29,stage3,seed29_solution051,0.13502494774717128,0.13502494774717128,0,0.54658671586715868,14.198721913007628,0.54161132431725756,0.81306785165725159,7,c652d7ba5b2b4186f3b0ae6e56267fb60f1184af29a0ace6b2d955c8555d486c,True,False,True,False,False
