class_id,class_name,raw_cluster_id,ssa_cluster_id,raw_cluster_size,ssa_cluster_size,lost_same_cluster_neighbors,gained_same_cluster_neighbors,membership_jaccard
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
com.ibm.websphere.samples.daytrader.util.FinancialUtils,com.ibm.websphere.samples.daytrader.util.FinancialUtils,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
com.ibm.websphere.samples.daytrader.web.jsf.OrderData,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.TradeAction,3,4,9,8,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,0.6666666666666666
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.TradeServices,3,4,9,8,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,0.6666666666666666
com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,3,4,9,8,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,0.6666666666666666
com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,3,4,9,8,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,0.6666666666666666
com.ibm.websphere.samples.daytrader.web.TestServlet,com.ibm.websphere.samples.daytrader.web.TestServlet,3,4,9,8,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,0.6666666666666666
com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,3,4,9,8,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,0.6666666666666666
com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,3,4,9,8,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,0.6666666666666666
com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.util.TradeConfig,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.TradeBuildDB,com.ibm.websphere.samples.daytrader.web.TradeBuildDB,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.TradeConfigServlet,com.ibm.websphere.samples.daytrader.web.TradeConfigServlet,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.TradeScenarioServlet,com.ibm.websphere.samples.daytrader.web.TradeScenarioServlet,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.prims.PingJDBCWrite,com.ibm.websphere.samples.daytrader.web.prims.PingJDBCWrite,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.prims.PingServlet2Include,com.ibm.websphere.samples.daytrader.web.prims.PingServlet2Include,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Entity,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Entity,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2One,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2One,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2TwoPhase,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2TwoPhase,2,1,13,13,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,com.ibm.websphere.samples.daytrader.web.TradeAppServlet;com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.7142857142857143
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.util.Log,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.ExplicitGC,com.ibm.websphere.samples.daytrader.web.prims.ExplicitGC,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingJDBCRead,com.ibm.websphere.samples.daytrader.web.prims.PingJDBCRead,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingJDBCRead2JSP,com.ibm.websphere.samples.daytrader.web.prims.PingJDBCRead2JSP,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingJSONP,com.ibm.websphere.samples.daytrader.web.prims.PingJSONP,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingServlet,com.ibm.websphere.samples.daytrader.web.prims.PingServlet,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingServlet2DB,com.ibm.websphere.samples.daytrader.web.prims.PingServlet2DB,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingServlet2JNDI,com.ibm.websphere.samples.daytrader.web.prims.PingServlet2JNDI,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingServletSetContentLength,com.ibm.websphere.samples.daytrader.web.prims.PingServletSetContentLength,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingServletWriter,com.ibm.websphere.samples.daytrader.web.prims.PingServletWriter,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingSession1,com.ibm.websphere.samples.daytrader.web.prims.PingSession1,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingSession2,com.ibm.websphere.samples.daytrader.web.prims.PingSession2,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingSession3,com.ibm.websphere.samples.daytrader.web.prims.PingSession3,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingSession3Object,com.ibm.websphere.samples.daytrader.web.prims.PingSession3Object,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingUpgradeServlet,com.ibm.websphere.samples.daytrader.web.prims.PingUpgradeServlet,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingUpgradeServlet$1,com.ibm.websphere.samples.daytrader.web.prims.PingUpgradeServlet$1,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingUpgradeServlet$Handler,com.ibm.websphere.samples.daytrader.web.prims.PingUpgradeServlet$Handler,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.PingUpgradeServlet$Listener,com.ibm.websphere.samples.daytrader.web.prims.PingUpgradeServlet$Listener,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2MDBQueue,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2MDBQueue,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2MDBTopic,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2MDBTopic,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2Entity,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2Entity,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2Entity2JSP,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2Entity2JSP,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2SessionLocal,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2SessionLocal,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2SessionRemote,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2SessionRemote,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,0,0,32,36,,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB;com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB;com.ibm.websphere.samples.daytrader.util.MDBStats;com.ibm.websphere.samples.daytrader.util.TimerStat,0.8857142857142857
