subject,algorithm,class_count,raw_edge_count,g_ssa_edge_count,new_ssa_edge_count,new_ssa_edge_ratio,ssa_flow_evidence_count,ssa_weight_share,cross_raw_cluster_ssa_edge_ratio,raw_cluster_count,ssa_cluster_count,cluster_count_delta,ari_raw_vs_ssa,nmi_raw_vs_ssa,raw_max_cluster_ratio,ssa_max_cluster_ratio,max_cluster_ratio,raw_singleton_ratio,ssa_singleton_ratio,singleton_ratio,raw_cluster_size_distribution,ssa_cluster_size_distribution,cluster_size_distribution,raw_weighted_modularity,ssa_weighted_modularity,raw_internal_edge_weight_ratio,ssa_internal_edge_weight_ratio
daytrader,leiden,121,267,275,8,0.02909090909090909,285,0.23802895322939865,0.49454545454545457,28,28,0,0.7897565920731799,0.913621062220203,0.2644628099173554,0.2975206611570248,0.2975206611570248,0.12396694214876033,0.12396694214876033,0.12396694214876033,"{""1"": 15, ""13"": 1, ""2"": 4, ""20"": 1, ""3"": 1, ""32"": 1, ""4"": 1, ""5"": 2, ""7"": 1, ""9"": 1}","{""1"": 15, ""12"": 1, ""13"": 1, ""2"": 4, ""3"": 1, ""36"": 1, ""5"": 2, ""7"": 1, ""8"": 1, ""9"": 1}","{""1"": 15, ""12"": 1, ""13"": 1, ""2"": 4, ""3"": 1, ""36"": 1, ""5"": 2, ""7"": 1, ""8"": 1, ""9"": 1}",0.35742358769372207,0.3481862844182341,0.5999269272926562,0.566815144766147
