subject,algorithm,graph_type,cluster_count,modularity,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,internal_external_edge_ratio,internal_edge_weight_ratio
xerces-j,leiden,ssa,29,0.652311052217195,28.06896551724138,157,1,0.1928746928746929,0.013513513513513514,3.8129212315548826,0.7922259783842471
