subject,seed,budget,canonical_operating_profile,selection_rule,solution_id,weighted_modularity,modularity_max_in_feasible_front,realised_modularity_loss,eligible_candidate_count,coupling,cohesion,imbalance,cluster_count,max_cluster_ratio,singleton_ratio,label_vector,leiden_weighted_modularity,leiden_imbalance,leiden_coupling,leiden_cohesion,leiden_cluster_count,imbalance_improvement_vs_leiden,coupling_change_vs_leiden,cohesion_change_vs_leiden,cluster_count_change_vs_leiden,weighted_modularity_change_vs_leiden,comparison_basis
daytrader,10,0.05,True,minimum_imbalance_within_relative_modularity_band,seed10_solution040,0.2848583386664124,0.2938668454950231,0.030655063566071,2,0.4663284132841328,8.049805194805195,0.5849056603773585,10,0.2264150943396226,0.0,"[0, 1, 2, 0, 0, 0, 3, 3, 4, 5, 2, 5, 6, 5, 5, 2, 5, 2, 1, 6, 7, 7, 0, 3, 3, 1, 8, 0, 1, 1, 0, 5, 4, 2, 6, 4, 2, 8, 8, 2, 2, 2, 0, 0, 1, 3, 0, 6, 9, 5, 9, 0, 0]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.3080875144301304,0.04843173431734321,1.5090277903914275,-1,-0.0397384252324996,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
daytrader,11,0.05,True,minimum_imbalance_within_relative_modularity_band,seed11_solution061,0.172390932857668,0.172390932857668,0.0,1,0.5770295202952029,23.90138888888889,0.6040683242861177,6,0.3018867924528302,0.0,"[0, 1, 2, 3, 3, 4, 3, 1, 2, 4, 2, 3, 2, 0, 1, 1, 0, 2, 1, 2, 1, 1, 4, 0, 3, 1, 3, 0, 1, 1, 1, 0, 1, 2, 1, 2, 2, 3, 5, 2, 3, 0, 2, 0, 1, 1, 2, 2, 2, 1, 5, 3, 2]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.2889248505213712,0.15913284132841332,17.360611484475122,-5,-0.15220583104124402,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
daytrader,12,0.05,True,minimum_imbalance_within_relative_modularity_band,seed12_solution034,0.3000581461649487,0.3000581461649487,0.0,1,0.4372693726937269,5.671807359307359,0.5115261023292814,8,0.2264150943396226,0.0,"[0, 1, 2, 0, 3, 0, 0, 3, 2, 4, 2, 4, 4, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 5, 1, 1, 1, 4, 7, 2, 7, 0, 2, 1, 4, 2, 2, 2, 0, 0, 1, 0, 0, 7, 6, 6, 6, 0, 0]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.38146707247820744,0.019372693726937285,-0.8689700451064084,-3,-0.02453861773396332,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
daytrader,13,0.05,True,minimum_imbalance_within_relative_modularity_band,seed13_solution033,0.324596763898912,0.324596763898912,0.0,1,0.4178966789667896,7.94973544973545,0.7442672801251328,9,0.2452830188679245,0.0188679245283018,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 2, 0, 1, 1, 1, 4, 6, 2, 7, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 7, 8, 8, 8, 0, 0]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.14872589468235609,0.0,1.4089580453216826,-2,0.0,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
daytrader,14,0.05,True,minimum_imbalance_within_relative_modularity_band,seed14_solution042,0.3163976865783416,0.3163976865783416,0.0,1,0.4248154981549815,8.089528527028527,0.631159572968971,8,0.2452830188679245,0.0188679245283018,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 1, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 4, 0, 1, 1, 1, 4, 6, 2, 7, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 4, 7, 7, 7, 0, 0]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.2618336018385179,0.0069188191881918715,1.5487511226147594,-3,-0.008199077320570403,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
daytrader,15,0.05,True,minimum_imbalance_within_relative_modularity_band,seed15_solution030,0.196940826649964,0.196940826649964,0.0,1,0.3920664206642066,6.6310356310356315,0.6662808899248897,8,0.2641509433962264,0.0,"[0, 0, 1, 0, 0, 0, 2, 2, 1, 0, 1, 3, 1, 3, 4, 1, 0, 0, 3, 1, 5, 5, 0, 2, 2, 3, 2, 4, 3, 3, 3, 0, 6, 4, 3, 6, 1, 4, 3, 1, 1, 2, 0, 6, 3, 0, 0, 1, 3, 7, 7, 0, 1]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.2267122848825992,-0.02583025830258301,0.09025822662186389,-3,-0.127655937248948,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
daytrader,16,0.05,True,minimum_imbalance_within_relative_modularity_band,seed16_solution039,0.282244527069348,0.282244527069348,0.0,2,0.4571033210332103,5.441818598068598,0.6034787015743198,8,0.2452830188679245,0.0,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 1, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 1, 0, 1, 1, 1, 4, 6, 1, 6, 0, 2, 4, 4, 1, 0, 2, 0, 0, 1, 0, 6, 5, 7, 7, 1, 0, 0]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.28951447323316903,0.03920664206642066,-1.0989588063451698,-3,-0.042352236829564016,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
daytrader,17,0.05,True,minimum_imbalance_within_relative_modularity_band,seed17_solution037,0.3008659800043571,0.3110936840456965,0.0328766045916799,3,0.4515682656826568,5.277792207792208,0.7011661953230961,10,0.2264150943396226,0.0377358490566037,"[0, 1, 2, 0, 3, 0, 4, 4, 2, 5, 2, 5, 6, 5, 5, 7, 5, 2, 1, 2, 3, 3, 0, 4, 4, 1, 7, 0, 1, 1, 1, 5, 2, 2, 7, 0, 2, 4, 5, 2, 2, 2, 0, 0, 1, 0, 0, 7, 8, 9, 9, 0, 0]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.19182697948439276,0.033671586715867174,-1.2629851966215595,-1,-0.023730783894554908,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
daytrader,18,0.05,True,minimum_imbalance_within_relative_modularity_band,seed18_solution034,0.3133921915210848,0.324596763898912,0.0345184352525357,2,0.4285055350553505,6.866421911421912,0.835531691527718,10,0.2641509433962264,0.0566037735849056,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 0, 1, 1, 1, 4, 0, 2, 7, 0, 2, 4, 4, 2, 2, 1, 0, 0, 1, 0, 0, 8, 9, 9, 9, 0, 0]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.05746148327977085,0.01060885608856088,0.3256445070081444,-1,-0.011204572377827238,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
daytrader,19,0.05,True,minimum_imbalance_within_relative_modularity_band,seed19_solution030,0.2663247538840703,0.2701040418499204,0.013991971167725,3,0.4358856088560885,14.142612942612944,0.5059278368978084,8,0.2452830188679245,0.0,"[0, 1, 2, 3, 0, 0, 3, 3, 3, 0, 2, 4, 2, 4, 0, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 6, 7, 0, 1, 1, 3, 4, 1, 2, 7, 0, 2, 4, 4, 2, 5, 2, 4, 0, 6, 0, 0, 1, 7, 7, 7, 0, 0]",0.324596763898912,0.8929931748074889,0.4178966789667896,6.540777404413768,11,0.38706533790968045,0.0179889298892989,7.601835538199176,-3,-0.058272010014841724,frozen Stage 2 canonical 5% profile vs frozen Stage 1 raw Leiden
