subject,seed,solution_id,coupling,cohesion,imbalance,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,feasible,is_injected_seed,injected_seed_name,injected_seed_category,label_vector,selection_rule,selected_weighted_modularity,selected_cluster_count,selected_max_cluster_ratio,selected_singleton_ratio
xerces-j,20,seed20_solution020,0.20914450035945362,8.066547050991584,1.3136716970761495,0.20914450035945362,-8.066547050991584,1.3136716970761495,True,False,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6, 0, 0, 0, 5, 5, 5, 1, 1, 7, 0, 8, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 7, 7, 1, 7, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 3, 7, 1, 1, 7, 1, 1, 1, 1, 1, 9, 9, 9, 9, 9, 9, 1, 9, 1, 1, 1, 1, 10, 1, 10, 11, 12, 12, 10, 12, 12, 12, 12, 12, 12, 12, 12, 12, 4, 11, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 10, 11, 11, 10, 11, 11, 11, 11, 11, 11, 10, 11, 11, 11, 11, 11, 1, 10, 11, 11, 11, 11, 11, 11, 10, 10, 10, 10, 10, 10, 11, 10, 10, 10, 11, 11, 11, 7, 7, 7, 7, 7, 7, 1, 4, 4, 1, 4, 13, 13, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 4, 4, 3, 4, 10, 10, 10, 10, 10, 10, 2, 15, 10, 10, 10, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 3, 10, 1, 10, 10, 10, 10, 10, 10, 4, 4, 13, 4, 4, 4, 4, 4, 13, 4, 4, 4, 9, 9, 10, 9, 9, 9, 9, 4, 9, 9, 9, 16, 16, 16, 16, 16, 1, 16, 16, 16, 16, 16, 16, 16, 1, 16, 10, 10, 10, 2, 10, 16, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 3, 16, 3, 10, 10, 10, 10, 10, 10, 10, 4, 10, 4, 10, 10, 10, 10, 10, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 16, 16, 16, 16, 1, 1, 3, 1, 1, 1, 1, 16, 16, 16, 1, 1, 1, 17, 17, 17, 17, 17, 17, 17, 17, 3, 2, 1, 0, 2, 2, 3, 2, 16, 3, 3, 3, 3, 3, 4, 1, 1, 1, 1, 1, 4, 4, 4, 4, 16, 16, 16, 16, 16, 16, 16, 16, 3, 3, 3, 3, 3, 16, 16, 0, 18, 16, 1, 16, 1, 1, 3, 3, 3, 3, 16, 16, 1, 1, 19, 1, 1, 1, 1, 3, 3, 16, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 16, 3, 3, 16, 1, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 1, 21, 21, 21, 21, 21, 3, 16, 22, 3, 10, 10, 17, 16, 2, 3, 16, 1, 16, 16, 3, 1, 16, 16, 7, 2, 2, 1, 2, 3, 2, 16, 3, 2, 2, 2, 2, 3, 16, 10, 10, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 3, 22, 3, 3, 16, 3, 7, 23, 1, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 1, 7, 16, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 3, 1, 3, 16, 16, 1, 2, 2, 2, 2, 1, 16, 1, 1, 1, 1, 2, 1, 1, 4, 4, 4, 3, 16, 4, 4, 10, 10, 10, 10, 10, 25, 10, 4, 10, 10, 4, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 11, 10, 11, 11, 11, 11, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 26, 27, 28, 28, 2, 29, 30, 2, 28, 28, 28, 28, 28, 28, 28, 28, 28, 2, 2, 2, 2, 2, 2, 2]",highest_weighted_modularity_among_feasible_pareto_solutions,0.661166868246698,31,0.14496314496314497,0.013513513513513514
