source_class_id,rank,target_class_id,weight
org.easymock.Capture,1,org.easymock.internal.matchers.Captures,0.70951397834924956
org.easymock.Capture,2,org.easymock.CaptureType,0.68523930260150634
org.easymock.Capture,3,org.easymock.Capture$1,0.67983250752670965
org.easymock.Capture$1,1,org.easymock.Capture,0.67983250752670965
org.easymock.Capture$1,2,org.easymock.internal.Invocation,0.59047536110420573
org.easymock.Capture$1,3,org.easymock.EasyMock,0.5883051764137498
org.easymock.CaptureType,1,org.easymock.MockType,0.73613030194753104
org.easymock.CaptureType,2,org.easymock.Capture,0.68523930260150634
org.easymock.CaptureType,3,org.easymock.Capture$1,0.57309369343940186
org.easymock.ConstructorArgs,1,org.easymock.internal.DefaultClassInstantiator,0.52551770071434578
org.easymock.ConstructorArgs,2,org.easymock.internal.Invocation,0.49136124786601432
org.easymock.ConstructorArgs,3,org.easymock.internal.ExpectedInvocation,0.46182245472364258
org.easymock.EasyMock,1,org.easymock.EasyMockSupport,0.7736392117268831
org.easymock.EasyMock,2,org.easymock.internal.MocksControl,0.7082060240884418
org.easymock.EasyMock,3,org.easymock.IMocksControl,0.67904273669273607
org.easymock.EasyMockExtension,1,org.easymock.EasyMockListener,0.63885822149847959
org.easymock.EasyMockExtension,2,org.easymock.EasyMockRule,0.60826454879180869
org.easymock.EasyMockExtension,3,org.easymock.internal.Injector,0.56650954860812153
org.easymock.EasyMockListener,1,org.easymock.EasyMockRule,0.6435816510964123
org.easymock.EasyMockListener,2,org.easymock.EasyMockExtension,0.63885822149847959
org.easymock.EasyMockListener,3,org.easymock.internal.EasyMockStatement,0.62188632070603078
org.easymock.EasyMockRule,1,org.easymock.internal.EasyMockStatement,0.72630783762312512
org.easymock.EasyMockRule,2,org.easymock.EasyMockListener,0.6435816510964123
org.easymock.EasyMockRule,3,org.easymock.EasyMockExtension,0.60826454879180869
org.easymock.EasyMockRunner,1,org.easymock.EasyMockRule,0.57835998903001262
org.easymock.EasyMockRunner,2,org.easymock.internal.EasyMockStatement,0.55690836718086179
org.easymock.EasyMockRunner,3,org.easymock.internal.EasyMockProperties,0.54003071033102079
org.easymock.EasyMockSupport,1,org.easymock.internal.MocksControl,0.78609695567916871
org.easymock.EasyMockSupport,2,org.easymock.EasyMock,0.7736392117268831
org.easymock.EasyMockSupport,3,org.easymock.IMocksControl,0.75969407949824985
org.easymock.EasyMockSupport$ObjectMockingHelper,1,org.easymock.EasyMockSupport,0.62814936696823964
org.easymock.EasyMockSupport$ObjectMockingHelper,2,org.easymock.EasyMock,0.61773281353712517
org.easymock.EasyMockSupport$ObjectMockingHelper,3,org.easymock.IMocksControl,0.56750084893097297
org.easymock.IAnswer,1,org.easymock.internal.Result$1ReturningAnswer,0.65419132735484142
org.easymock.IAnswer,2,org.easymock.IArgumentMatcher,0.60960123013377621
org.easymock.IAnswer,3,org.easymock.internal.Result,0.59750513179435671
