class_id_a,class_id_b,weight,selected_by
org.easymock.Capture,org.easymock.Capture$1,0.67983250752670965,both
org.easymock.Capture,org.easymock.CaptureType,0.68523930260150634,both
org.easymock.Capture,org.easymock.internal.Range,0.49061856454419167,b
org.easymock.Capture,org.easymock.internal.matchers.Captures,0.70951397834924956,both
org.easymock.Capture$1,org.easymock.CaptureType,0.57309369343940186,b
org.easymock.Capture$1,org.easymock.EasyMock,0.5883051764137498,a
org.easymock.Capture$1,org.easymock.internal.Invocation,0.59047536110420573,a
org.easymock.CaptureType,org.easymock.MockType,0.73613030194753104,both
org.easymock.ConstructorArgs,org.easymock.internal.DefaultClassInstantiator,0.52551770071434578,a
org.easymock.ConstructorArgs,org.easymock.internal.ExpectedInvocation,0.46182245472364258,a
org.easymock.ConstructorArgs,org.easymock.internal.Invocation,0.49136124786601432,a
org.easymock.EasyMock,org.easymock.EasyMockSupport,0.7736392117268831,both
org.easymock.EasyMock,org.easymock.EasyMockSupport$ObjectMockingHelper,0.61773281353712517,b
org.easymock.EasyMock,org.easymock.IMocksControl,0.67904273669273607,a
org.easymock.EasyMock,org.easymock.internal.EasyMockProperties,0.58390229460533349,b
org.easymock.EasyMock,org.easymock.internal.EasyMockStatement,0.59306503105736064,b
org.easymock.EasyMock,org.easymock.internal.MocksControl,0.7082060240884418,a
org.easymock.EasyMockExtension,org.easymock.EasyMockListener,0.63885822149847959,both
org.easymock.EasyMockExtension,org.easymock.EasyMockRule,0.60826454879180869,both
org.easymock.EasyMockExtension,org.easymock.internal.Injector,0.56650954860812153,a
org.easymock.EasyMockListener,org.easymock.EasyMockRule,0.6435816510964123,both
org.easymock.EasyMockListener,org.easymock.internal.EasyMockStatement,0.62188632070603078,both
org.easymock.EasyMockRule,org.easymock.EasyMockRunner,0.57835998903001262,b
org.easymock.EasyMockRule,org.easymock.internal.EasyMockStatement,0.72630783762312512,both
org.easymock.EasyMockRunner,org.easymock.internal.EasyMockProperties,0.54003071033102079,both
org.easymock.EasyMockRunner,org.easymock.internal.EasyMockStatement,0.55690836718086179,a
org.easymock.EasyMockSupport,org.easymock.EasyMockSupport$ObjectMockingHelper,0.62814936696823964,b
org.easymock.EasyMockSupport,org.easymock.IMockBuilder,0.72968171217803557,b
org.easymock.EasyMockSupport,org.easymock.IMocksControl,0.75969407949824985,both
org.easymock.EasyMockSupport,org.easymock.internal.EasyMockProperties,0.54637964952371509,b
org.easymock.EasyMockSupport,org.easymock.internal.Injector,0.62798118551766269,b
org.easymock.EasyMockSupport,org.easymock.internal.MockBuilder,0.71739354981795411,b
org.easymock.EasyMockSupport,org.easymock.internal.MocksControl,0.78609695567916871,both
org.easymock.EasyMockSupport$ObjectMockingHelper,org.easymock.IMocksControl,0.56750084893097297,a
org.easymock.EasyMockSupport$ObjectMockingHelper,org.easymock.internal.AndroidSupport,0.46595934519651966,b
org.easymock.IAnswer,org.easymock.IArgumentMatcher,0.60960123013377621,a
org.easymock.IAnswer,org.easymock.internal.Result,0.59750513179435671,a
org.easymock.IAnswer,org.easymock.internal.Result$1ReturningAnswer,0.65419132735484142,a
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Any,0.74587281164032304,both
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Matches,0.71555062117214785,a
org.easymock.IArgumentMatcher,org.easymock.internal.matchers.Same,0.71254141750021971,a
org.easymock.IExpectationSetters,org.easymock.internal.IMocksBehavior,0.62727523176127409,a
org.easymock.IExpectationSetters,org.easymock.internal.IMocksControlState,0.62821903231635479,a
org.easymock.IExpectationSetters,org.easymock.internal.MocksControl,0.61893459247581395,a
org.easymock.IMockBuilder,org.easymock.IMocksControl,0.78992281951858656,both
org.easymock.IMockBuilder,org.easymock.MockType,0.59554557589488633,b
org.easymock.IMockBuilder,org.easymock.internal.MockBuilder,0.91184701224700659,both
org.easymock.IMocksControl,org.easymock.internal.IMocksBehavior,0.74509174835027514,b
org.easymock.IMocksControl,org.easymock.internal.MockBuilder,0.69824689730038425,b
org.easymock.IMocksControl,org.easymock.internal.MocksBehavior,0.69692040419377332,b
org.easymock.IMocksControl,org.easymock.internal.MocksControl,0.79445668108403444,both
org.easymock.LogicalOperator,org.easymock.LogicalOperator$1,0.6678492203127343,a
org.easymock.LogicalOperator,org.easymock.LogicalOperator$2,0.64396556472252808,a
org.easymock.LogicalOperator,org.easymock.LogicalOperator$5,0.63054529352508226,a
org.easymock.LogicalOperator$1,org.easymock.LogicalOperator$2,0.96255020843466099,both
org.easymock.LogicalOperator$1,org.easymock.LogicalOperator$3,0.95196986895139235,both
org.easymock.LogicalOperator$1,org.easymock.LogicalOperator$4,0.95342240975528392,both
org.easymock.LogicalOperator$1,org.easymock.LogicalOperator$5,0.94631736738497374,b
org.easymock.LogicalOperator$2,org.easymock.LogicalOperator$3,0.9421797200947839,both
org.easymock.LogicalOperator$2,org.easymock.LogicalOperator$4,0.94086852119141318,a
org.easymock.LogicalOperator$2,org.easymock.LogicalOperator$5,0.93476840700231567,b
org.easymock.LogicalOperator$3,org.easymock.LogicalOperator$4,0.94540768454763247,both
org.easymock.LogicalOperator$4,org.easymock.LogicalOperator$5,0.9414355708873795,both
org.easymock.Mock,org.easymock.MockType,0.59784127332602988,b
org.easymock.Mock,org.easymock.Preview,0.70955189809373931,both
org.easymock.Mock,org.easymock.TestSubject,0.66841998989155671,both
org.easymock.Mock,org.easymock.internal.IgnoreAnimalSniffer,0.59344966064859639,b
org.easymock.Mock,org.easymock.internal.Injection,0.64979133532449784,a
org.easymock.Preview,org.easymock.TestSubject,0.66695483992784832,both
org.easymock.Preview,org.easymock.internal.IgnoreAnimalSniffer,0.63747596198941758,both
org.easymock.TestSubject,org.easymock.internal.IgnoreAnimalSniffer,0.61979870057902731,both
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.AndroidClassProxyFactory$MockHandler,0.79518662319466626,both
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.AndroidSupport,0.4426990442290667,b
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.ClassProxyFactory,0.80258922253705678,both
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.IProxyFactory,0.74261833217326689,b
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.JavaProxyFactory,0.78815187919854612,both
org.easymock.internal.AndroidClassProxyFactory$MockHandler,org.easymock.internal.AndroidSupport,0.50846367441879792,b
org.easymock.internal.AndroidClassProxyFactory$MockHandler,org.easymock.internal.ClassMockingData,0.66263056521462782,b
org.easymock.internal.AndroidClassProxyFactory$MockHandler,org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,0.7229357821566208,both
org.easymock.internal.AndroidClassProxyFactory$MockHandler,org.easymock.internal.MockInvocationHandler,0.72155828837308256,both
org.easymock.internal.ArgumentToString,org.easymock.internal.matchers.NotNull,0.56762448853633729,a
org.easymock.internal.ArgumentToString,org.easymock.internal.matchers.Null,0.55990649593019182,a
org.easymock.internal.ArgumentToString,org.easymock.internal.matchers.Same,0.59296338617931532,a
org.easymock.internal.AssertionErrorWrapper,org.easymock.internal.Result$1ThrowingAnswer,0.47270814836324349,a
org.easymock.internal.AssertionErrorWrapper,org.easymock.internal.RuntimeExceptionWrapper,0.69924859147778451,both
org.easymock.internal.AssertionErrorWrapper,org.easymock.internal.ThrowableWrapper,0.63279226986506698,both
org.easymock.internal.BridgeMethodResolver,org.easymock.internal.MethodSerializationWrapper,0.46865252901749588,a
org.easymock.internal.BridgeMethodResolver,org.easymock.internal.ObjectMethodsFilter,0.45238289697974826,a
org.easymock.internal.BridgeMethodResolver,org.easymock.internal.ReflectionUtils,0.53012831551633921,a
org.easymock.internal.ClassInstantiatorFactory,org.easymock.internal.DefaultClassInstantiator,0.67834284201993167,both
org.easymock.internal.ClassInstantiatorFactory,org.easymock.internal.IClassInstantiator,0.74426398811160754,both
org.easymock.internal.ClassInstantiatorFactory,org.easymock.internal.ObjenesisClassInstantiator,0.70390291512257674,both
org.easymock.internal.ClassMockingData,org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,0.64195983778523957,b
org.easymock.internal.ClassMockingData,org.easymock.internal.MockInvocationHandler,0.6653983077124761,both
org.easymock.internal.ClassMockingData,org.easymock.internal.ObjectMethodsFilter,0.65644055953905067,both
org.easymock.internal.ClassProxyFactory,org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,0.6773108266259622,b
org.easymock.internal.ClassProxyFactory,org.easymock.internal.IProxyFactory,0.71978100520233534,both
org.easymock.internal.ClassProxyFactory,org.easymock.internal.JavaProxyFactory,0.74736743427314156,both
org.easymock.internal.ClassProxyFactory,org.easymock.internal.classinfoprovider.JdkClassInfoProvider,0.53969583054090764,b
org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,org.easymock.internal.MethodSerializationWrapper,0.53932764504053599,b
org.easymock.internal.DefaultClassInstantiator,org.easymock.internal.IClassInstantiator,0.68418862439336259,both
org.easymock.internal.DefaultClassInstantiator,org.easymock.internal.LinkedClassLoader,0.4543310577350555,b
org.easymock.internal.DefaultClassInstantiator,org.easymock.internal.ObjenesisClassInstantiator,0.70058848155320519,both
org.easymock.internal.DefaultClassInstantiator,org.easymock.internal.ReflectionUtils,0.55278023620055761,b
org.easymock.internal.DefaultClassInstantiator,org.easymock.internal.classinfoprovider.DefaultClassInfoProvider,0.53500362514900091,b
org.easymock.internal.ErrorMessage,org.easymock.internal.matchers.CompareTo,0.59603541549161487,a
org.easymock.internal.ErrorMessage,org.easymock.internal.matchers.NotNull,0.56694175836903937,a
org.easymock.internal.ErrorMessage,org.easymock.internal.matchers.Same,0.58487554985956436,a
org.easymock.internal.ExpectedInvocation,org.easymock.internal.ExpectedInvocationAndResult,0.70365084626609553,both
org.easymock.internal.ExpectedInvocation,org.easymock.internal.ExpectedInvocationAndResults,0.71491164876170643,both
org.easymock.internal.ExpectedInvocation,org.easymock.internal.Invocation,0.68087015719766064,both
org.easymock.internal.ExpectedInvocation,org.easymock.internal.Range,0.5230202112754192,b
org.easymock.internal.ExpectedInvocation,org.easymock.internal.UnorderedBehavior,0.61423073537752482,b
org.easymock.internal.ExpectedInvocationAndResult,org.easymock.internal.ExpectedInvocationAndResults,0.89700452961989741,both
org.easymock.internal.ExpectedInvocationAndResult,org.easymock.internal.Result,0.6248905977818886,a
org.easymock.internal.ExpectedInvocationAndResults,org.easymock.internal.Invocation,0.61094417578083215,a
org.easymock.internal.ExpectedInvocationAndResults,org.easymock.internal.Results,0.54506957306555981,b
org.easymock.internal.IClassInstantiator,org.easymock.internal.ObjenesisClassInstantiator,0.81593441192258898,both
org.easymock.internal.IClassInstantiator,org.easymock.internal.classinfoprovider.ClassInfoProvider,0.5849380106197456,b
org.easymock.internal.IMocksBehavior,org.easymock.internal.IMocksControlState,0.80889607064879543,both
org.easymock.internal.IMocksBehavior,org.easymock.internal.MocksBehavior,0.87637720911222028,both
org.easymock.internal.IMocksBehavior,org.easymock.internal.UnorderedBehavior,0.61352668078298855,b
org.easymock.internal.IMocksControlState,org.easymock.internal.LastControl,0.64722619641693535,b
org.easymock.internal.IMocksControlState,org.easymock.internal.MocksControl,0.81300659027202182,both
org.easymock.internal.IMocksControlState,org.easymock.internal.RecordState,0.8135824291000997,both
org.easymock.internal.IMocksControlState,org.easymock.internal.ReplayState,0.79170917359399151,b
