subject,seed,hypervolume,solution_count
daytrader,0,28.753203514903245,96
daytrader,1,23.13291402865695,96
daytrader,2,23.863276255182992,100
daytrader,3,31.23684572805196,100
daytrader,4,32.724735194535626,100
daytrader,5,26.47344788163077,100
daytrader,6,24.672091537770932,100
daytrader,7,26.021308812766318,100
daytrader,8,23.036755824860993,100
daytrader,9,28.007010467357297,100
