subject,algorithm,graph_type,cluster_count,modularity,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,internal_external_edge_ratio,internal_edge_weight_ratio
daytrader,leiden,ssa,11,0.325156018952318,4.818181818181818,13,1,0.24528301886792453,0.07547169811320754,1.3699146157709694,0.5780438698739006
