subject,stage1_profile,stage2_solution_id,selection_rule,seed,population_size,generations,pareto_front_size,stage2_coupling,stage2_cohesion,stage2_imbalance,stage1_cluster_count,stage2_cluster_count,stage1_average_cluster_size,stage2_average_cluster_size,stage1_max_cluster_size,stage2_max_cluster_size,stage1_max_cluster_ratio,stage2_max_cluster_ratio,stage1_singleton_ratio,stage2_singleton_ratio,stage1_cluster_size_distribution,stage2_cluster_size_distribution,stage1_weighted_modularity,stage2_weighted_modularity,stage1_internal_edge_weight_ratio,stage2_internal_edge_weight_ratio,stage1_internal_external_edge_ratio,stage2_internal_external_edge_ratio,ari_stage1_raw_vs_stage2,nmi_stage1_raw_vs_stage2,changed_class_count,changed_partition_ratio
easymock,raw_reference_leiden,seed0_solution029,minimum_imbalance_within_5_percent_relative_modularity_band,0,100,100,100,0.27365356622998543,2.1134637080091623,0.6401530429259452,13,11,8.076923076923077,9.545454545454545,28,26,0.26666666666666666,0.24761904761904763,0.0380952380952381,0.0,"{""1"": 4, ""10"": 1, ""12"": 2, ""14"": 1, ""28"": 1, ""5"": 2, ""7"": 1, ""8"": 1}","{""10"": 2, ""12"": 1, ""14"": 1, ""26"": 1, ""4"": 3, ""6"": 1, ""7"": 1, ""8"": 1}",0.5963609368411896,0.5711908515177894,0.759825327510917,0.7263464337700145,3.1636363636363636,2.654255319148936,0.8705868320610687,0.8836661625565871,74,0.7047619047619048
